Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene_1960,13405.9311743137,-2.52468317953305,0.069964552132965,-36.0851760293553,3.87423015517382E-285,6.70139863419934E-283
gene_1932,1639.25976239884,-2.51777402875082,0.09426355507207,-26.7099413641447,3.60799334920968E-157,1.83839847165544E-155
gene_3396,1004.20254983795,-2.51027002820666,0.106546895766977,-23.5602361770984,9.85971100003041E-123,3.24039402016E-121
gene_6008,2428.85637969554,-2.50646667327863,0.072638438359496,-34.5060649689883,6.50574012816581E-261,8.90879788800706E-259
gene_6503,6182.70893321218,-2.50394598338474,0.060553080723838,-41.3512566735353,0,0
gene_4952,4370.46109055817,-2.50081792468631,0.065562467525454,-38.1440482500966,0,0
gene_7023,16447.1651613384,-2.49619630153971,0.050482281688341,-49.4469785844927,0,0
gene_4223,4980.68842114374,-2.48825710685283,0.063536933260711,-39.1623734284241,0,0
gene_657,1496.65181667526,-2.48599060779701,0.091392765857597,-27.2011748902592,6.29033257455884E-163,3.36149235874596E-161
gene_6919,562.514778685547,-2.47988678636728,0.12756125673722,-19.4407522299338,3.49010809267104E-84,6.55442299803621E-83
gene_1236,7793.85271852054,-2.4709528330825,0.064010761098211,-38.6021473684925,0,0
gene_6953,60.8184262308688,-2.46343815467755,0.329422850787391,-7.47804273076201,7.54376715974165E-14,2.34667210321731E-13
gene_5107,2505.89939086277,-2.45739753959112,0.070357727257268,-34.9271876080571,2.87521591288997E-267,4.29518049896041E-265
gene_4926,3503.85078538981,-2.4370404832413,0.068164411891844,-35.7523877284844,6.07403227119388E-280,1.02370805432198E-277
gene_3492,608.003351377069,-2.41572537478662,0.11177566874337,-21.6122650121018,1.37724233988231E-103,3.45519614505589E-102
gene_3566,529.133430654637,-2.41389696892518,0.121428150577702,-19.8792204068078,6.15832728089851E-88,1.20831896171182E-86
gene_5217,4863.18724015565,-2.40653204053611,0.077284435695699,-31.1386376684129,7.22810879257753E-213,6.5986609852239E-211
