Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_1535,417,515,408,330,313,289
gene_1536,399,395,381,343,371,316
gene_1537,456,545,438,237,198,226
gene_1538,501,491,454,403,366,341
gene_1539,1117,1377,1297,1109,1290,1134
gene_154,2309,2363,2831,1743,1960,2015
gene_1540,571,648,707,384,534,426
gene_1541,5360,6643,5581,5466,5809,5285
gene_1542,25,28,45,32,66,35
gene_1543,1495,1763,1492,1475,1679,1412
gene_1544,416,542,458,464,548,498
gene_1546,11787,14813,13418,10687,12185,10831
gene_1547,149,155,160,137,161,115
gene_1548,833,991,920,664,747,679
gene_1549,2598,2866,2560,2618,2994,2712
gene_1550,315,360,447,205,214,215
gene_1551,2299,2405,2232,2369,2635,2261
gene_1552,1279,1615,1344,1506,1797,1486
gene_1553,1952,2507,2257,2171,2399,2047
gene_1554,4982,6416,5644,4812,5621,5295
gene_1555,20380,19496,20919,13630,14307,13520
gene_1557,1243,1617,1420,1298,1484,1301
gene_1558,90,74,85,75,58,52
gene_1559,1328,1197,1482,956,1059,1041
gene_156,1015,1253,1362,757,944,831
gene_1560,1085,1204,1256,1177,1275,1108
gene_1561,1177,1377,1295,1129,1288,1188
gene_1562,1986,2399,2319,2104,2237,2056
gene_1563,5359,4505,4982,5022,5287,4475
gene_1566,878,795,899,822,970,839
gene_1567,3051,3659,3353,3005,3348,3043
gene_1568,867,949,957,588,660,659
gene_1569,2260,2592,2442,2193,2694,2415
gene_157,6777,7010,7328,5028,5726,4924
gene_1570,274,262,251,165,174,131
gene_1571,363,356,457,276,245,207
gene_1572,843,1067,1004,998,1070,968
gene_1573,1271,1231,1392,916,1093,903
gene_1574,6979,8686,8390,6413,7080,6639
gene_1575,666,630,699,868,811,743
gene_1576,477,559,561,551,695,469
gene_1577,808,936,852,591,539,512
gene_1578,139,179,153,75,120,80
gene_1579,54,42,35,21,30,55
gene_158,1724,1826,1962,1187,1170,1088
gene_1580,27730,34503,29218,26582,28542,25458
gene_1581,13846,14211,14785,9654,11210,10422
gene_1582,1598,1465,1545,1519,1499,1519
gene_1583,188,200,259,118,145,156
gene_1584,6344,6988,7659,3792,4843,4224
gene_1586,5828,5748,6196,3530,3925,3584
gene_1587,527,773,703,376,394,306
gene_1588,3079,3728,3355,3349,3691,3562
gene_1589,1668,2101,1784,1634,1890,1714
gene_159,421,455,497,134,214,170
gene_1590,550,615,530,445,381,438
gene_1591,1781,2262,1888,1907,2021,1821
gene_1592,6022,6340,6390,3987,4098,3849
gene_1593,2528,2602,2717,2306,2642,2280
gene_1595,3880,3903,4338,3871,3948,3844
gene_1596,334,272,337,237,202,216
gene_1597,143,126,115,169,228,182
gene_16,658,685,533,557,511,446
gene_160,1113,1390,1279,844,983,867
gene_1600,497,642,520,549,497,413
gene_1601,1000,1254,971,1033,1034,856
gene_1602,606,731,615,539,485,649
gene_1603,3175,3688,3353,3468,3578,3323
gene_1604,756,962,954,858,863,1047
gene_1605,3100,3630,3341,2549,2762,2795
gene_1607,1311,1591,1645,1554,1517,1360
gene_1608,2568,2911,3125,2795,3001,2626
gene_1609,5539,6355,6270,5532,6272,5909
gene_161,3843,3944,3996,3697,4126,3872
gene_1611,32,39,46,71,42,48
gene_1612,1005,1419,1290,923,868,814
gene_1613,1848,2300,2108,1103,1287,1124
gene_1614,587,867,821,652,688,648
gene_1616,7262,8994,7667,4925,5175,5032
gene_1617,430,508,495,444,486,464
gene_1619,1036,1193,1218,983,1034,981
gene_162,3945,3004,3325,3895,2847,3174
gene_1620,1500,1596,1577,1545,1840,1562
gene_1621,718,904,799,892,1009,812
gene_1623,526,632,562,428,521,439
gene_1624,6340,7652,6659,5797,6386,5541
gene_1625,3155,3628,3163,3013,2773,2556
gene_1626,2072,2263,2163,2171,2235,2397
gene_1628,1052,1359,1139,1037,1068,1027
gene_1629,865,1150,979,493,517,397
gene_163,3363,3473,3559,3292,3711,3217
gene_1630,3066,3448,3332,3087,3603,3502
gene_1631,896,974,1070,499,546,568
gene_1633,49,41,34,61,40,32
gene_1634,961,1074,952,896,900,774
gene_1635,5621,6283,5734,5745,6231,5129
gene_1636,38,32,31,34,16,21
gene_1637,3869,4342,3547,2802,3114,2721
gene_1638,1144,1658,1300,1533,1625,1457
gene_164,7137,8791,7559,7297,7638,7283
gene_1640,718,885,827,455,546,481
gene_1641,1658,1906,2079,1614,1966,1601
gene_1642,1413,1772,1647,868,1019,1028
gene_1643,152,161,182,220,225,238
gene_1644,1770,1885,1947,1320,1514,1338
gene_1645,3854,4822,4377,2682,2830,2612
gene_1646,1690,1691,1582,1573,2003,1754
gene_1647,1993,2491,2423,1880,2134,1960
gene_1648,264,376,361,384,437,439
gene_1649,3494,3834,4023,2743,3103,2780
gene_165,707,875,815,649,729,696
gene_1650,608,794,695,713,833,743
gene_1651,1295,1401,1318,1285,1366,1220
gene_1652,71,99,127,136,99,98
gene_1653,2450,2982,2768,2757,3067,2552
gene_1654,1413,1589,1370,2641,3053,2712
gene_1655,6223,6709,7361,4441,5383,4862
gene_1656,3077,3541,3221,2531,2623,2430
gene_1657,104,105,103,66,56,61
gene_1658,80,93,101,56,46,59
gene_1659,575,655,604,603,626,568
gene_166,418,468,424,368,384,430
gene_1661,4384,5020,5061,3406,4169,3624
gene_1662,5262,5600,6167,3674,4291,3820
gene_1664,2766,2512,2552,2570,2217,2267
gene_1665,3844,4447,4027,2406,2633,2459
gene_1666,758,776,794,466,455,393
gene_1667,57,38,62,32,37,24
gene_1668,2434,2464,2564,2170,2184,2176
gene_1669,928,961,940,547,669,614
gene_167,6110,5750,6488,4765,5048,5036
gene_1670,749,854,765,594,763,721
gene_1671,7242,8116,7380,5458,5814,5718
gene_1672,1541,1787,1738,1462,1477,1393
gene_1673,3737,4471,4060,2774,3066,3067
gene_1674,74833,83528,74870,37473,40925,38403
gene_1675,918,943,938,1093,1052,1040
gene_1676,2596,2578,2732,2713,2722,2762
gene_1677,9601,10316,9145,10507,10181,10096
gene_1678,47303,53634,51991,28439,30601,28171
gene_1679,1012,1251,1183,1196,1387,1207
gene_168,1510,1407,1501,1269,1158,1129
gene_1680,1650,2192,1806,957,1006,1094
gene_1682,2224,2429,2334,327,311,409
gene_1683,970,1019,944,715,913,902
gene_1684,684,768,742,578,783,766
gene_1685,9596,10241,10647,6571,7028,6087
gene_1686,4188,4247,4211,2243,2447,2190
gene_1687,482,651,635,392,459,393
gene_1688,454,558,544,430,386,476
gene_1689,894,1013,894,1129,993,984
gene_1691,1066,1107,1107,949,914,879
gene_1692,1698,2010,1666,1071,1104,953
gene_1693,862,1199,1121,417,586,498
gene_1694,1518,1646,1686,1597,1642,1472
gene_1695,2881,2943,2815,3328,3560,3296
gene_1696,1725,1840,1874,1698,1962,1738
gene_1697,1740,1886,1839,1960,2300,2131
gene_1698,900,869,995,863,972,967
gene_1699,3263,3805,3392,2683,2794,2674
gene_170,10029,12192,11566,8020,9044,8254
gene_1700,6185,7124,6544,5957,6853,6189
gene_1701,2602,2801,2521,2593,2779,2785
gene_1702,728,856,941,156,140,203
gene_1703,825,1100,934,889,954,892
gene_1704,78,70,73,69,47,57
gene_1705,5079,5922,5048,6195,6548,5684
gene_1706,132,201,144,131,109,160
gene_1707,5208,5644,5482,4110,4552,4228
gene_1708,5990,6773,6169,4440,5131,5181
gene_1709,2235,2520,2398,1169,1184,1203
gene_171,3447,4135,3786,4247,4493,4082
gene_1710,10382,12732,10527,7564,8111,7156
gene_1711,8793,9913,9419,6124,6386,6157
gene_1712,913,1141,1120,977,953,1002
gene_1713,2958,3244,3107,3237,3423,3053
gene_1714,2795,3402,3363,1993,2403,1980
gene_1715,1462,1922,1563,669,777,760
gene_1716,10758,11399,11387,7616,7881,7530
gene_1718,1452,1732,1370,1123,1348,1328
gene_1719,4134,4847,4567,1666,1907,1975
gene_172,14372,13631,14354,17417,17429,16710
gene_1720,2341,2824,2401,2122,2264,2311
gene_1721,2793,3323,2809,2840,2931,2793
gene_1722,755,984,785,731,771,666
gene_1723,17350,19655,17189,16873,17626,16322
gene_1724,865,1043,1014,600,832,708
gene_1725,714,793,883,610,674,654
gene_1726,584,670,564,520,527,498
gene_1727,1250,1673,1398,1692,2004,1833
gene_1728,1697,2120,1922,2150,2507,2297
gene_1729,1043,1165,1157,908,971,967
gene_173,486,621,595,288,304,319
gene_1730,3870,4240,4104,3644,3813,3563
gene_1731,1182,1457,1361,1266,1305,1014
gene_1732,3149,3517,3652,1752,2048,1906
gene_1733,1035,940,1002,885,926,935
gene_1735,3023,3642,3495,2302,2611,2563
gene_1736,5399,5929,5607,4938,5310,5033
gene_1737,7103,7942,8595,6070,6474,6167
gene_1738,25148,31922,26607,28888,31281,28124
gene_1739,7846,8041,8484,7507,8151,7411
gene_174,562,789,707,448,478,388
gene_1740,1174,1208,1212,981,1068,941
gene_1741,886,1084,997,948,945,973
gene_1742,1203,1434,1286,1255,1264,1187
gene_1743,2543,2883,2492,2926,3328,2818
gene_1744,267,293,323,262,251,231
gene_1745,994,1126,1174,660,616,565
gene_1746,3618,3687,3832,3208,3934,3202
gene_1747,15437,17062,15920,14020,14462,12536
gene_1748,2114,2636,2276,2110,2366,2017
gene_1749,5477,6093,5699,3363,3839,3406
gene_175,1422,1776,1557,1499,1681,1490
gene_1750,1957,2186,2046,1410,1489,1461
gene_1751,1597,1926,1720,1388,1576,1344
gene_1752,2475,2800,2427,2233,2300,2359
gene_1753,36,28,45,41,35,48
gene_1755,1396,1468,1291,1146,1282,1171
gene_1756,3530,4025,3459,2488,2936,2457
gene_1757,34892,37854,37147,17500,20744,19053
gene_1758,88,138,116,145,154,103
gene_1759,315,299,331,241,222,256
gene_176,170,158,171,65,72,86
gene_1760,6946,7871,7500,6305,6976,6526
gene_1761,1484,1625,1601,1941,2286,2090
gene_1762,988,950,1085,1604,1613,1509
gene_1763,1348,1643,1382,1807,1895,1772
gene_1764,843,961,852,980,1025,956
gene_1765,1341,1444,1485,1265,1420,1430
gene_1766,11345,11712,11147,11361,11302,11027
gene_1767,84,87,99,105,79,94
gene_1768,1390,1766,1555,1441,1661,1611
gene_1769,25511,28645,28267,21593,24090,22396
gene_177,1385,1595,1456,1434,1580,1553
gene_1770,4054,3918,4462,2542,2758,2607
gene_1771,2029,2420,2149,2399,2815,2412
gene_1772,2325,2536,2558,2610,2783,2862
gene_1773,848,1033,962,739,803,761
gene_1774,2998,3518,3138,2089,2334,2094
gene_1775,1809,2201,1946,1662,1742,1710
gene_1776,2389,2106,2455,1257,1354,1253
gene_1777,2976,2957,3025,2040,2454,2108
gene_1778,4202,4384,4052,3966,4074,3854
gene_1779,1019,1233,1121,908,1043,1033
gene_178,2632,2813,2835,2072,2273,1937
gene_1782,2079,2654,2103,2744,2864,2536
gene_1783,70,98,96,82,56,78
gene_1784,9067,11003,9779,7024,7913,7341
gene_1785,474,594,672,542,509,451
gene_1786,2402,2851,2560,1725,1859,1885
gene_1787,4263,4293,4602,3776,4018,3681
gene_1788,1288,1391,1296,1086,1459,1138
gene_1789,2395,2757,2388,5727,6038,5157
gene_179,3772,4092,4001,3096,3526,3216
gene_1790,7329,7305,7536,5661,6093,5602
gene_1791,8198,10029,8631,5676,6099,5264
gene_1792,6366,7304,6759,5485,6275,5772
gene_1793,6097,7039,6906,3980,4415,3736
gene_1794,3223,3109,3177,3075,3246,3196
gene_1795,5382,5812,5581,4284,4311,4025
gene_1796,3667,3912,3670,2935,3126,2860
gene_1797,388,433,352,375,305,330
gene_1798,4175,4811,4645,3270,3267,3025
gene_1799,1557,1771,1912,1139,1278,1182
gene_180,651,660,605,415,556,405
gene_1800,635,786,715,401,482,511
gene_1801,457,402,346,372,400,383
gene_1802,2294,2715,2521,2324,2336,2139
gene_1803,1806,2278,1888,2005,2328,2228
gene_1804,1473,1619,1740,1349,1584,1505
gene_1805,3838,4316,4358,3180,3097,3208
gene_1806,24222,27574,25460,13723,15647,14538
gene_1807,4638,5325,4996,3161,3644,3183
gene_1808,843,1082,936,446,579,575
gene_1809,1291,1468,1424,1454,1686,1510
gene_181,8016,9619,8607,9633,10715,9466
gene_1810,140,229,161,70,128,155
gene_1811,363,506,481,246,285,312
gene_1812,2934,3160,3459,2993,3487,3006
gene_1813,3350,4327,3703,2276,2389,2081
gene_1814,3149,3308,3117,2244,2281,2069
gene_1815,645,785,820,485,571,519
gene_1816,4210,4244,4342,3302,3527,3405
gene_1817,826,939,946,484,462,498
gene_1818,142,160,146,131,144,149
gene_1819,503,589,558,468,524,448
gene_182,1039,1196,1066,1058,1229,1280
gene_1821,1246,1615,1454,1167,1278,1081
gene_1822,2689,3207,2915,2780,3174,3074
gene_1823,1528,1691,1702,395,521,481
gene_1824,1226,1443,1153,1320,1406,1181
gene_1825,1570,1804,1783,1614,1533,1404
gene_1826,4110,5305,4589,3657,4004,3538
gene_1827,846,1104,943,851,962,837
gene_1828,6149,6578,6529,4103,4468,4100
gene_1829,1978,2417,2091,1524,1513,1435
gene_183,296,305,320,217,285,266
gene_1830,1618,1725,1706,1541,1562,1506
gene_1831,559,770,678,515,641,599
gene_1832,2012,2536,2125,2163,2457,2168
gene_1833,1735,1933,1701,1546,1598,1721
gene_1835,165,214,210,198,212,175
gene_1836,823,1037,1006,836,828,740
gene_1837,2356,2245,2454,1664,1847,1801
gene_1838,2513,2546,2716,2012,2269,2103
gene_1839,2464,3120,2784,2511,2528,2358
gene_184,1683,2015,1717,1951,2270,1818
gene_1840,127,134,106,89,100,109
gene_1841,603,753,708,425,318,336
gene_1842,1782,2293,2123,1427,1686,1397
gene_1843,496,623,627,394,487,411
gene_1844,1120,1459,1209,874,993,845
gene_1845,209,245,270,161,188,118
gene_1846,1140,1467,1341,1255,1409,1433
gene_1847,1500,1591,1476,1054,1183,1196
gene_1848,4474,5714,5069,4183,4923,4420
gene_1849,6902,7734,7094,4967,5405,4916
gene_185,4438,4978,4574,4350,5109,4653
gene_1850,5982,6239,6361,4457,4575,4405
gene_1851,4755,4835,5333,1724,2004,1692
gene_1852,9227,11344,10760,5432,5948,5293
gene_1853,25417,25102,27602,16560,17317,15444
gene_1854,99,139,135,52,76,36
gene_1855,19080,22952,20152,12156,13128,11623
gene_1856,2959,2730,3010,2243,2215,2200
gene_1857,253,364,333,297,334,277
gene_1858,1537,1777,1782,1502,1603,1564
gene_1859,18495,21351,21399,13098,16630,14839
gene_186,71,86,95,45,33,65
gene_1861,24686,24534,27179,18775,19703,18485
gene_1862,1021,1044,1101,897,965,1006
gene_1863,10693,12485,12171,8916,9705,9387
gene_1865,3869,4783,4030,4626,5245,4889
gene_1866,1368,1527,1564,1130,1477,1330
gene_1867,1429,1352,1431,528,459,437
gene_1868,371,568,422,379,425,379
gene_1869,451,633,575,592,615,584
gene_187,520,605,510,577,507,520
gene_1870,53,64,79,135,165,97
gene_1871,599,756,584,624,591,541
gene_1872,1202,1433,1324,1282,1396,1201
gene_1873,4352,4983,4908,3430,3495,3291
gene_1874,1331,1604,1378,1528,1600,1563
gene_1875,3932,4206,4398,2552,2956,2750
gene_1876,2451,2698,2692,2190,2496,2287
gene_1877,767,899,800,851,967,902
gene_1878,5287,5995,5806,4054,4320,4180
gene_1879,429,538,519,203,191,193
gene_188,496,581,617,472,507,457
gene_1881,1125,1349,1133,1335,1369,1314
gene_1882,2238,2517,2354,2221,2174,2162
gene_1883,3911,4279,3985,4190,4871,4470
gene_1885,6249,6483,6302,4212,4721,4505
gene_1886,5975,6765,5879,5364,5530,5374
gene_1887,12576,13272,13427,14485,15661,14892
gene_1888,92,96,79,137,110,80
gene_189,293,413,322,313,354,358
gene_1890,1194,1212,1466,927,1039,925
gene_1891,1640,1947,1715,1705,1757,1573
gene_1892,893,822,781,921,812,879
gene_1893,1944,2261,1945,1786,1865,1779
gene_1896,6756,7004,5952,5492,5771,5346
gene_1897,3621,3258,4097,2445,2108,2053
gene_1898,1472,1852,1545,1572,1385,1443
gene_1899,5137,5919,6041,3612,4167,3817
gene_19,17,19,27,18,11,18
gene_190,1220,1349,1347,1137,1223,1143
gene_1900,1130,1371,1192,1121,1214,1007
gene_1901,490,478,450,486,515,503
gene_1902,368,415,447,707,795,842
gene_1903,3038,3371,3587,3121,3681,3296
gene_1905,1813,1525,1880,1130,899,953
gene_1906,2625,2771,2815,2300,2545,2394
gene_1907,864,983,913,805,837,919
gene_1908,660,688,772,235,317,243
gene_1909,16302,18914,17200,12200,13707,12918
gene_191,2455,2766,2431,2133,2283,2096
gene_1910,33737,30864,31367,16264,17862,15294
gene_1911,3919,3921,3783,4399,4243,4222
gene_1912,1531,1658,1486,779,953,726
gene_1913,1206,1443,1275,1378,1540,1619
gene_1914,1288,1484,1462,1558,1602,1521
gene_1915,1312,1553,1476,1120,1395,1308
gene_1916,2550,2980,2765,476,556,511
gene_1917,5991,5809,6021,4770,4474,4245
gene_1918,1380,1505,1522,1935,2178,1894
gene_1919,414,496,441,385,362,234
gene_192,2548,2494,2403,2402,2482,2366
gene_1920,1177,1618,1247,981,1281,1091
gene_1921,1112,1258,1179,961,1013,1026
gene_1923,10106,10306,9645,7034,7223,7648
gene_1924,2376,3139,2676,2210,2416,2229
gene_1925,857,1005,989,588,696,573
gene_1926,1359,1650,1575,1287,1476,1311
gene_1927,2281,2601,2417,2428,2556,2370
gene_1928,2066,2313,2160,1641,1912,1651
gene_1929,3115,3367,3729,2546,2909,2543
gene_193,1114,1179,980,650,660,754
gene_1930,4125,4860,4437,3821,4364,4156
gene_1931,1519,1771,1776,1426,1563,1266
gene_1932,608,705,721,165,226,173
gene_1933,3037,3573,3164,2278,2423,2120
gene_1934,1179,1390,1202,866,948,864
gene_1935,4861,4869,5265,4390,4979,4739
gene_1936,5898,5908,6260,4069,4531,4207
gene_1937,3350,4020,3595,2700,3097,2619
gene_1938,1297,1591,1530,1229,1314,1194
gene_1939,6674,7235,7705,2790,3544,3155
gene_1941,153,164,111,213,176,177
gene_1942,1913,2269,2083,2387,2436,2076
gene_1943,250,216,228,189,248,248
gene_1944,1637,2016,1851,1741,1964,1702
gene_1945,4203,3709,4058,3837,3526,3540
gene_1946,1818,1762,1784,1443,1461,1460
gene_1947,1170,1587,1351,884,1008,961
gene_1948,3111,3954,3619,3796,4163,3601
gene_1949,642,728,733,657,640,595
gene_195,409,584,550,302,347,309
gene_1950,453,471,434,433,444,400
gene_1951,1217,1570,1194,1217,1433,1209
gene_1952,392,436,453,256,376,283
gene_1953,4026,3875,4178,4011,3992,3706
gene_1954,4224,4770,4690,3293,3818,3658
gene_1955,2480,2427,2798,1973,2133,2100
gene_1956,2144,2198,2179,2012,1959,1946
gene_1957,2322,2861,2399,1774,2108,1942
gene_1958,1693,1886,1863,51,17,67
gene_1959,884,1004,1046,434,509,404
gene_196,1129,1487,1335,1205,1313,1148
gene_1960,18097,20181,19199,4814,5352,5041
gene_1961,2310,2225,2429,2137,2056,1977
gene_1962,4404,5037,4453,3714,3898,3489
gene_1963,338,338,326,214,216,198
gene_1964,1049,1187,1111,794,846,792
gene_1965,3038,3943,3457,3430,3520,3202
gene_1966,6229,7650,7136,5623,6537,6096
gene_1967,2872,3012,2967,1868,1889,1707
gene_1968,272,335,278,252,383,263
gene_1969,2464,3156,2670,2488,2903,2477
gene_197,1644,1915,1784,1475,1825,1404
gene_1970,4845,5509,5333,4302,4589,4210
gene_1971,1220,1542,1469,1396,1633,1325
gene_1972,1644,1984,1966,893,1015,1016
gene_1973,1416,1532,1452,931,866,950
gene_1974,45,44,51,77,48,52
gene_1975,2690,3043,3316,2440,2700,2730
gene_1976,1720,2216,1764,1290,1763,1428
gene_1977,983,1198,1094,790,883,735
gene_1978,2859,3225,2874,2109,2477,2522
gene_1979,1858,2197,1953,2119,2276,1934
gene_198,166,255,201,94,81,102
gene_1981,5582,6577,6187,3726,4077,3993
gene_1983,759,723,721,737,786,733
gene_1984,1492,1730,1461,1500,1634,1608
gene_1985,1125,1552,1349,923,1103,1134
gene_1987,1293,1536,1359,1344,1450,1172
gene_1988,1714,2167,2159,500,538,566
gene_1989,273,346,337,698,753,698
gene_199,2404,2818,2611,3324,3975,3290
gene_1990,1130,1306,1268,967,934,922
gene_1991,1779,2165,2117,1725,1661,1656
gene_1992,1985,2354,1994,2171,2376,2004
gene_1993,3081,3703,3036,2421,2876,2742
gene_1994,934,954,949,835,769,800
gene_1995,865,960,880,743,802,877
gene_1996,1762,1953,1905,1641,1870,1739
gene_1997,5263,5109,5297,4826,4653,4294
gene_1998,2780,2970,2990,2914,3145,2810
gene_1999,9283,11193,10497,5129,5659,5341
gene_20,24504,29158,25953,22340,24893,22529
gene_200,5665,7173,6566,6505,7312,6719
gene_2000,1510,1621,1640,1112,1309,1199
gene_2001,4452,5253,4320,5014,5182,4779
gene_2002,3404,3639,3513,3253,3364,3040
gene_2003,2631,2799,2782,1599,1906,1575
gene_2004,2530,2605,2566,2087,2031,2012
gene_2005,557,647,770,240,285,315
gene_2006,1473,1796,1915,1311,1634,1459
gene_2007,634,634,721,713,1004,657
gene_2008,1558,1777,1671,1406,1622,1468
gene_2009,778,911,749,779,904,888
gene_201,2541,2643,2528,1536,1575,1591
gene_2010,17437,16784,21325,12296,12589,11768
gene_2012,804,1045,1106,238,278,252
gene_2013,827,1116,827,785,902,978
gene_2014,384,416,330,421,435,406
gene_2015,6452,7560,6789,4304,5837,5029
gene_2016,124,139,191,48,30,58
gene_2017,1468,1791,1508,1331,1578,1474
gene_2018,4205,4495,4338,3772,3898,3653
gene_2019,680,827,663,437,515,466
gene_202,1482,1743,1663,1015,1084,1005
gene_2020,3479,4334,3880,3865,4121,3766
gene_2021,4526,5411,5008,5661,6208,5587
gene_2022,720,934,927,1127,1120,1038
gene_2023,18257,20420,17747,28088,30368,28024
gene_2025,24628,29729,25741,23631,26214,24881
gene_2026,1112,1111,1206,1163,1371,1330
gene_2027,2601,3284,2894,2789,2837,2674
gene_2028,852,993,934,840,942,800
gene_2029,462,548,507,354,468,433
gene_203,2842,3048,2878,2425,2598,2379
gene_2030,1017,1246,1070,672,763,699
gene_2031,125,160,140,111,159,116
gene_2032,607,603,609,585,672,603
gene_2033,500,552,512,496,454,462
gene_2034,300,401,351,252,281,248
gene_2035,4772,5129,5000,3878,4162,3801
gene_2036,2209,2424,2452,1282,1427,1341
gene_2037,271,347,392,285,329,278
gene_2038,482,526,457,569,644,567
gene_2039,332,299,330,331,414,260
gene_204,1567,1741,1703,1626,1799,1584
gene_2040,342,468,456,340,417,367
gene_2041,27,30,29,36,36,53
gene_2042,9662,10722,9908,5805,6374,6180
gene_2044,1703,1785,1670,1226,1292,1184
gene_2045,2079,2146,2265,2341,2533,2352
gene_2046,346,432,482,356,342,326
gene_205,20,55,70,14,30,16
gene_2050,3189,3677,3280,2630,2875,2539
gene_2051,3188,3650,3471,2278,2532,2323
gene_2052,3978,4336,4674,3971,4465,4499
gene_2058,3121,3543,3149,2955,2994,2690
gene_2059,1755,1875,1767,1753,1665,1509
gene_206,1773,2263,2304,1188,1521,1314
gene_2060,1755,1732,1549,1762,1819,1845
gene_2061,3657,3721,3800,4955,4882,4661
gene_2062,1796,2278,2118,2205,2319,2078
gene_2063,2367,2592,2470,1950,2108,1983
gene_2064,1040,1071,1058,959,949,1057
gene_2065,1497,1894,1689,1665,1841,1710
gene_2066,1174,1269,1540,922,969,871
gene_2067,2789,3034,3092,2739,2961,2704
gene_2068,1240,1376,1291,930,1073,981
gene_2069,3320,4116,3861,2677,2902,2797
gene_207,20458,24672,21909,14260,15372,14035
gene_2070,2751,3110,2871,3639,3532,3065
gene_2071,6295,8093,6935,5185,5964,5618
gene_2072,223,218,237,179,217,132
gene_2074,672,755,598,617,659,656
gene_2076,5831,6305,5966,3783,4548,4201
gene_2077,1471,1928,1747,1496,1745,1571
gene_2078,1673,1894,1570,1665,1824,1618
gene_2079,235,138,217,214,159,192
gene_2080,4207,4663,4796,2868,3146,3087
gene_2081,1022,1093,1035,952,1201,1008
gene_2082,288,289,304,35,84,65
gene_2083,270,298,253,49,41,49
gene_2084,11274,12763,12434,8558,10081,9269
gene_2085,4874,5715,4987,5183,6210,5706
gene_2086,2686,3211,2897,2767,2962,2779
gene_2087,521,562,591,228,177,200
gene_2088,687,607,704,673,707,543
gene_2089,2388,2492,2343,1486,1692,1447
gene_2090,2354,2846,2436,2427,2724,2467
gene_2093,2351,2651,2576,2382,2598,2156
gene_2094,2165,2226,2072,1730,2036,1782
gene_2095,2021,2481,2176,1885,2029,1861
gene_2096,4285,4585,4882,4039,4481,4358
gene_2097,2564,2995,2512,2844,3354,3008
gene_2098,2216,2672,2334,2122,2261,2088
gene_2099,1360,1594,1532,1292,1642,1483
gene_21,234,221,195,84,106,70
gene_2100,3472,3781,3842,2755,3135,2862
gene_2101,2258,2512,2559,1424,1558,1323
gene_2102,826,820,708,1157,1470,1375
gene_2103,1288,1580,1570,1373,1320,1260
gene_2104,1101,1171,1078,625,750,631
gene_2105,1871,2418,2170,1284,1452,1274
gene_2106,2516,3166,2488,2542,2895,2554
gene_2107,3971,5034,4174,4658,4757,4240
gene_2108,3459,4005,3406,3280,3629,3315
gene_2109,2119,2435,2480,2196,2313,2257
gene_211,1480,1566,1775,1168,1317,1092
gene_2110,5997,7454,6867,6147,7201,6772
gene_2111,589,674,873,237,280,270
gene_2112,1403,1433,1388,977,1094,1001
gene_2115,34,36,51,24,28,44
gene_2116,2766,3356,2724,2419,2631,2174
gene_2117,3349,3882,3845,3856,4063,3614
gene_2118,2712,2769,2691,2142,2476,2281
gene_2119,5669,6783,5918,3840,4310,4281
gene_212,3069,3206,3435,2393,2484,2176
gene_2120,3661,4369,3900,3794,4093,4065
gene_2121,615,747,661,534,546,618
gene_2122,4884,5608,5073,4097,4453,4274
gene_2123,232,202,210,161,205,164
gene_2124,3179,3681,3370,2594,3059,2806
gene_2125,95,127,65,87,84,68
gene_2126,1797,2287,1838,1982,2304,2097
gene_2127,2619,2602,2446,1011,1074,1108
gene_2129,96725,117867,100928,87687,97757,91481
gene_213,4775,5732,5148,4654,5226,4907
gene_2130,699,895,798,1101,1329,1193
gene_2131,3639,3940,3869,2049,2037,2118
gene_2132,4858,4402,4329,4446,4061,4013
gene_2133,1524,1845,1821,1768,1845,1743
gene_2137,1833,2412,2060,1582,1895,1771
gene_2138,375,457,509,188,248,212
gene_2139,180,188,180,87,129,118
gene_214,1105,1268,1140,965,1102,1107
gene_2141,1806,1863,1735,1840,2085,1881
gene_2142,2565,3067,2843,3024,2991,2902
gene_2144,14,13,13,276,367,293
gene_2146,621,619,630,427,497,484
gene_2147,3431,4223,3635,3260,3832,3509
gene_2148,184,181,167,141,159,98
gene_2149,7693,7640,8803,5832,6045,5348
gene_215,380,419,423,399,439,388
gene_2150,8439,9978,9217,6139,6709,5892
gene_2155,1856,2069,2352,2099,2117,2228
gene_2156,2196,2910,2520,13179,15144,13765
gene_2157,1183,1509,1390,725,651,879
gene_2158,1481,1908,1671,1839,2008,1827
gene_2159,49828,52877,55204,51738,57598,53008
gene_216,308,358,327,232,263,222
gene_2160,198,220,203,181,198,195
gene_2161,923,964,860,780,770,738
gene_2162,3210,3409,3550,2513,2857,2561
gene_2163,3764,4583,3967,3354,3762,3259
gene_2164,2672,2796,3337,2263,2643,2219
gene_2165,27,16,24,27,18,45
gene_2166,4957,5917,5710,5240,5805,5311
gene_2167,3138,3709,3591,2771,2948,2634
gene_2168,3113,3347,3497,3116,3524,3150
gene_2169,56,84,84,112,91,70
gene_217,758,833,691,619,688,653
gene_2170,1581,1888,1689,1706,1813,1797
gene_2171,564,628,634,498,497,448
gene_2172,2654,2895,2846,2527,2921,2416
gene_2173,383,446,388,279,336,281
gene_2174,1036,1167,1190,934,1034,899
gene_2175,922,988,985,833,936,777
