Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_4284,2160,2421,2225,2323,2375,2249
gene_4285,943,1145,946,966,1060,838
gene_4286,600,652,713,548,620,562
gene_4288,343,472,439,369,391,355
gene_4289,1373,1535,1593,854,867,1033
gene_429,2308,3141,2772,2918,3547,3289
gene_4291,4266,4544,4791,2191,2559,2598
gene_4293,208,210,196,112,100,135
gene_4294,3935,4923,3957,2946,2902,2641
gene_4295,17141,19888,17941,10117,11122,9668
gene_4296,5636,7260,6292,4664,5102,4353
gene_4297,1141,1502,1262,1242,1604,1433
gene_4298,4056,4410,4254,3109,3301,3172
gene_4299,3003,3440,3263,2911,3150,3102
gene_430,1657,1656,1605,1138,1264,1204
gene_4300,2882,2963,3043,2513,2861,2352
gene_4301,2794,2898,3027,901,1029,1176
gene_4302,3174,3236,3572,2866,3271,2674
gene_4303,3636,4206,3780,3193,3319,3224
gene_4304,834,1029,931,844,810,790
gene_4305,7915,8385,8467,5062,5231,4854
gene_4306,2284,2876,2275,2092,2131,2038
gene_4308,2264,2261,2348,1975,2272,1893
gene_4309,2539,3225,2892,2422,2637,2633
gene_431,261,382,288,126,100,137
gene_4310,3996,4777,3973,4216,4828,4049
gene_4311,1090,1399,1494,1206,1197,1234
gene_4312,1848,2066,1905,1480,1615,1548
gene_4313,2650,3012,2897,2689,3209,2879
gene_4314,4254,3976,4484,2975,3001,2926
gene_4315,816,929,1018,825,956,761
gene_4316,12494,15754,13311,18318,19538,18255
gene_4317,160,88,143,278,237,256
gene_4318,1201,1552,1575,1019,999,917
gene_4319,274,359,404,71,59,80
gene_4320,454,396,527,483,440,449
gene_4322,6003,5813,6198,4054,4406,4025
gene_4323,5514,6262,5718,3254,3408,3249
gene_4324,161,171,151,58,101,67
gene_4325,11546,13380,12116,4685,4739,4626
gene_4329,319,345,383,265,253,308
gene_433,7143,8630,7624,11225,11755,10594
gene_4330,10717,12957,11572,6613,7049,6315
gene_4332,2077,2134,1941,2076,1988,1803
gene_4333,2803,3756,3251,4057,4194,3786
gene_4334,5718,6388,5966,4928,5661,5105
gene_4335,791,736,1020,655,628,597
gene_4336,1355,1513,1529,798,975,796
gene_4337,3488,3973,3834,2919,3396,2865
gene_434,2773,3041,3041,1910,1803,1697
gene_4340,2697,3148,3003,2041,2153,2052
gene_4341,3242,3875,3484,2868,3105,2881
gene_4342,3148,3981,3457,2942,3419,3189
gene_4343,4231,4051,4480,2276,2752,2511
gene_4344,3710,3957,3989,2687,2665,2625
gene_4345,127,150,111,97,143,143
gene_4346,1811,1838,2177,1658,1927,1629
gene_4347,6225,7335,6899,3994,4627,4297
gene_4348,661,884,748,562,533,546
gene_435,2445,2994,2573,1690,2028,1879
gene_4351,1669,1714,1576,1672,1905,1724
gene_4352,229,232,256,83,115,66
gene_4353,3165,3818,3515,1912,2204,1783
gene_4354,2524,2700,2714,2383,2794,2385
gene_4355,3119,3186,3160,2948,2961,2822
gene_4356,2157,2379,2321,1718,1942,1805
gene_4357,1398,1977,1656,1933,2299,1989
gene_4358,1704,1585,1610,1452,1593,1271
gene_4359,906,1078,897,978,888,876
gene_436,1875,1565,1866,1805,1530,1762
gene_4360,1157,1353,1053,927,1051,1062
gene_4361,34,40,52,37,22,23
gene_4363,769,915,792,518,528,534
gene_4364,1389,1600,1352,1157,1210,1135
gene_4367,261,333,262,243,337,277
gene_4368,2174,2951,2639,2479,2846,2662
gene_4369,1428,1866,1566,1292,1352,1344
gene_437,3724,4563,3737,3903,3971,3998
gene_4370,37,59,57,48,37,57
gene_4371,910,1157,1096,869,905,828
gene_4372,639,726,595,472,493,525
gene_4373,959,1193,1168,826,996,808
gene_4377,57,119,106,133,143,151
gene_4382,1483,1938,1627,1657,1958,1721
gene_4383,633,735,527,403,469,373
gene_4384,1788,2098,1942,1895,2190,1938
gene_4385,668,574,684,603,567,525
gene_4386,399,403,361,289,271,274
gene_4387,1362,1461,1578,1297,1436,1376
gene_4388,2934,3364,3040,2660,3300,2817
gene_439,4032,4270,4334,2751,3166,3014
gene_4392,3750,4378,4089,2575,2927,2813
gene_4393,1254,1246,1395,1037,1133,1151
gene_4394,341,316,353,286,250,260
gene_4395,332,316,386,256,267,254
gene_4396,1479,1941,1800,1675,1689,1454
gene_4397,1689,1842,2163,1233,1328,1210
gene_4398,2116,2422,2168,1696,1558,1492
gene_4399,878,996,893,675,887,801
gene_440,390,444,416,137,214,186
gene_4400,363,339,337,329,255,266
gene_4401,7923,7806,8225,6047,6700,5984
gene_4402,4802,5633,5087,4071,4572,4152
gene_4403,18312,21769,19078,12651,12974,11926
gene_4404,1306,1333,1287,1230,1401,1312
gene_4405,66,99,72,66,69,72
gene_4406,4976,5546,5281,4377,5087,4636
gene_4407,271,280,242,187,242,222
gene_4408,787,1027,788,1367,1395,1286
gene_4409,1774,2189,1824,2526,2829,2473
gene_441,132,201,154,123,200,166
gene_4410,1074,1224,1413,772,926,859
gene_4411,16787,20797,17200,24210,26470,24545
gene_4412,975,1051,1050,731,851,668
gene_4415,686,761,699,627,683,648
gene_4416,2169,2368,2425,1966,2116,2036
gene_4417,160,230,235,237,252,187
gene_4418,660,758,727,724,934,766
gene_4419,3143,3428,3381,2416,2647,2426
gene_442,14969,18443,15878,9078,10293,9244
gene_4420,2980,3295,3094,2239,2634,2238
gene_4421,711,894,767,557,752,849
gene_4422,103,158,209,170,201,103
gene_4423,504,605,540,298,303,384
gene_4426,478,560,493,394,472,450
gene_4427,110,186,192,169,192,150
gene_443,1611,1449,1747,1541,1612,1516
gene_4430,144,139,120,208,172,217
gene_4431,16,28,47,40,30,37
gene_4432,2204,2420,2257,1364,1693,1329
gene_4433,7705,8838,8401,6087,6832,6225
gene_4434,394,444,418,414,390,405
gene_4435,2519,3037,2715,2466,2740,2665
gene_4436,2563,2712,2867,1808,2220,1973
gene_4437,41,20,33,39,42,37
gene_4438,3727,4464,3603,4799,4880,4396
gene_4439,416,495,587,423,490,441
gene_444,8973,9840,9525,6247,7689,6754
gene_4440,215,270,267,147,235,160
gene_4441,579,628,888,681,611,637
gene_4442,37,54,53,211,227,214
gene_4443,295,351,390,277,309,287
gene_4445,987,1253,1066,1280,1409,1275
gene_4446,678,692,819,720,837,684
gene_4448,184,223,216,103,138,114
gene_4449,1451,1711,1583,1449,1397,1126
gene_445,14444,15396,15982,8165,8789,7981
gene_4450,1267,1367,1243,1501,1386,1303
gene_4451,4732,5626,5116,3460,4255,3763
gene_4452,353,502,423,427,404,401
gene_4453,786,972,990,1155,1188,1011
gene_4454,19336,20388,23092,14266,15858,14683
gene_4455,1895,2012,1872,1264,1514,1425
gene_4456,3089,2759,2854,2916,3037,2883
gene_4457,3920,4535,4107,4293,4839,4296
gene_4458,303,396,298,372,370,439
gene_446,6281,6519,6343,4342,4685,4602
gene_4461,1398,1459,1626,1203,1410,1210
gene_4462,974,1063,1074,848,890,800
gene_4463,3068,3579,3387,3501,3708,3692
gene_4464,238,215,241,190,205,142
gene_4465,18146,22262,19193,18851,21973,20299
gene_4466,1777,2148,2069,1950,1918,2001
gene_4468,5355,6244,5865,4178,4772,4147
gene_4469,2037,2543,2365,1128,1326,1205
gene_4470,2217,2469,2442,1673,1782,1784
gene_4471,6758,7502,6921,4313,4997,4868
gene_4472,503,600,528,444,435,430
gene_4473,2110,2538,2016,1927,2016,1855
gene_4479,11285,12007,11339,9488,10416,10161
gene_448,792,737,867,491,464,418
gene_4480,1136,1629,1208,707,722,768
gene_4481,19016,22002,20038,19287,19616,18641
gene_4482,180,203,162,276,399,371
gene_4483,44,56,33,87,92,88
gene_4484,499,510,433,262,330,281
gene_4485,5977,7449,6134,6099,6845,6117
gene_4487,1626,1963,2128,1244,1323,1209
gene_4489,869,1218,993,914,1041,975
gene_449,288,336,283,324,302,322
gene_4491,281,281,361,292,322,305
gene_4492,283,338,296,266,337,275
gene_4494,732,890,880,680,629,632
gene_4495,2056,2512,2111,2668,2793,2639
gene_4496,1917,2189,1901,1486,1820,1643
gene_4497,4870,5109,4862,4240,5023,4421
gene_4498,114,133,153,174,209,185
gene_4499,2135,2669,2361,2027,2411,1949
gene_45,2776,3276,2920,2810,3441,2992
gene_450,12576,14204,14071,9149,10298,9402
gene_4500,2395,2533,2358,2291,2430,2315
gene_4502,390,536,430,384,349,313
gene_4503,2034,2407,2080,1930,2171,2002
gene_4504,3049,3297,3260,2669,2897,2912
gene_4505,2168,2101,2683,1397,1784,1489
gene_4506,304,336,426,210,244,239
gene_4507,1098,1313,1133,1107,1332,1187
gene_4508,2042,2416,2004,2397,2609,2401
gene_4509,2725,3260,2961,1671,1939,1726
gene_451,2015,2435,2307,2704,2497,2433
gene_4510,433,402,434,286,393,441
gene_4511,1035,1044,1158,716,615,652
gene_4512,769,1024,943,765,950,923
gene_4513,673,850,895,831,824,832
gene_4514,1574,1780,1886,1927,1962,1975
gene_4515,1842,2160,2019,2184,2165,1892
gene_4516,1152,1495,1244,1283,1559,1298
gene_4517,1217,1173,1267,799,829,752
gene_4518,1350,1520,1496,1343,1547,1332
gene_4519,436,543,515,518,647,582
gene_452,1837,2182,2177,1935,1768,1850
gene_4520,150,156,172,117,171,154
gene_4521,5816,6526,6578,4586,5144,4460
gene_4522,4149,4293,4883,3857,4239,4053
gene_4523,1417,1177,1241,600,527,657
gene_4526,8405,9238,9857,4500,5370,5024
gene_4527,882,1142,988,846,828,882
gene_4528,1840,2331,2184,1701,1817,1664
gene_4529,1148,1205,1091,1100,1212,1068
gene_453,1298,1336,1232,1080,1265,1092
gene_4534,1079,1235,1016,1005,1079,926
gene_4535,787,904,847,897,946,848
gene_4536,378,450,436,395,529,396
gene_4537,668,881,702,713,784,757
gene_4538,66,46,44,64,59,53
gene_4539,998,1130,1177,747,753,686
gene_454,799,1046,914,785,937,933
gene_4540,949,1143,1047,518,624,536
gene_4541,6571,7127,7348,4943,5973,5534
gene_4542,465,533,616,222,241,227
gene_4543,543,621,613,247,275,303
gene_4544,38340,42438,42083,31165,35505,33291
gene_4545,1206,1688,1460,1461,1782,1577
gene_455,61,37,63,26,38,26
gene_4550,3143,3744,3393,2887,3237,3143
gene_4551,3813,4251,4225,2304,2489,2596
gene_4552,462,461,539,222,234,272
gene_4553,4137,4842,4313,2598,2709,2539
gene_4554,5351,6874,5704,4414,4768,4360
gene_4555,2973,3503,3240,2347,2571,2255
gene_4556,7154,8322,8056,5763,6816,6194
gene_4557,141,173,172,209,258,225
gene_4558,2783,3195,3127,1685,1832,1503
gene_4559,18807,17164,22464,15592,16376,14912
gene_456,492,565,587,388,384,384
gene_4560,1179,1454,1395,968,1054,1031
gene_4561,1499,1783,1845,1709,1792,1487
gene_4562,142,174,182,163,139,91
gene_4563,1073,1248,1229,934,980,1027
gene_4564,26,29,35,23,42,17
gene_4565,32,28,23,39,46,37
gene_4566,1500,1724,1397,2143,2413,2068
gene_4567,2263,2602,2289,2545,2896,2400
gene_4568,5909,6274,5819,5325,5540,5426
gene_4569,2144,2557,2492,1958,1847,1745
gene_457,934,1125,1282,805,810,884
gene_4570,706,970,928,731,816,732
gene_4571,51,50,49,32,20,25
gene_4575,1279,1595,1428,706,715,645
gene_4576,2085,2414,2217,1863,2096,2004
gene_4577,749,940,869,261,296,280
gene_4578,5458,5934,5907,4776,5279,4675
gene_4579,5908,6800,5918,5980,6467,5962
gene_458,734,881,809,243,280,317
gene_4580,764,865,743,672,679,631
gene_4581,846,1201,1043,734,765,782
gene_4582,717,912,902,604,620,581
gene_4583,3470,3395,3611,2647,3124,2981
gene_4584,82,122,143,94,70,99
gene_4585,340,342,368,143,267,171
gene_4586,7480,8706,8073,7073,8084,7273
gene_4587,709,879,759,544,577,505
gene_4588,114,82,116,62,68,100
gene_4589,998,843,867,846,844,898
gene_459,2620,2837,3038,1422,1535,1429
gene_4591,115,94,105,104,67,46
gene_4592,1731,1963,1894,1880,1715,1578
gene_4593,14272,15758,14671,15762,17505,16611
gene_4594,3489,3733,3504,3535,3351,3382
gene_4595,80,66,68,59,49,41
gene_4596,543,567,530,345,316,298
gene_4597,311,392,401,468,472,526
gene_4598,2176,2489,2293,2054,2158,2111
gene_4599,2606,3089,2854,2486,2652,2431
gene_46,1915,2568,2174,2192,2349,2163
gene_460,1150,1536,1285,1001,1188,987
gene_4600,3625,3695,3725,2818,3107,3125
gene_4601,450,513,542,435,473,410
gene_4602,1779,1986,1858,1429,1561,1378
gene_4603,1097,1385,1295,1211,1212,1096
gene_4604,1403,1643,1560,1207,1103,1142
gene_4605,934,1165,1130,780,993,904
gene_4606,400,386,437,414,363,421
gene_4607,478,579,559,386,430,413
gene_4608,1156,1042,1240,513,662,531
gene_4609,1762,1923,1665,1507,1647,1517
gene_461,1787,2238,2259,1178,1437,1366
gene_4610,557,627,600,202,239,230
gene_4611,620,718,693,556,659,508
gene_4612,608,858,778,719,741,515
gene_4613,7339,8338,7505,6158,6841,6273
gene_4614,1144,1250,1228,934,1018,922
gene_4615,2853,3383,2880,2761,2791,2782
gene_4616,884,1013,998,844,855,845
gene_4617,1116,1376,1232,1252,1405,1109
gene_4618,518,573,525,493,533,492
gene_4619,1815,1922,1900,1687,1590,1807
gene_462,1136,1217,1101,751,763,829
gene_4620,864,901,795,661,792,720
gene_4621,61,45,67,27,47,66
gene_4622,4499,5533,5140,3801,4175,3665
gene_4623,1643,2090,1735,1414,1653,1467
gene_4624,5693,6790,5583,5456,5793,5224
gene_4625,6054,7048,7111,5016,5682,5194
gene_4626,9605,11408,10376,7504,7765,7194
gene_4627,1110,1339,1294,616,634,574
gene_4628,2884,3434,3444,2275,2503,2492
gene_4629,1242,1445,1413,1055,1108,1083
gene_463,461,468,407,277,263,310
gene_4630,2269,2667,2296,2170,2192,2005
gene_4631,3051,3956,3620,2970,3364,2850
gene_4632,4281,5110,4794,3188,3659,3160
gene_4633,1364,1258,1231,646,772,765
gene_4634,158,250,202,223,233,181
gene_4635,2510,2911,2685,2545,2610,2452
gene_4636,1158,1430,1173,1064,982,980
gene_4637,4184,5498,4485,4638,4845,4827
gene_4638,1607,2151,1950,1626,1525,1361
gene_4639,5595,6847,6383,2929,3442,2980
gene_464,1774,2292,2039,1685,1844,1667
gene_4640,4362,5518,5024,2589,2949,2704
gene_4641,1007,1042,1047,760,803,700
gene_4642,3700,3747,4034,2881,3370,3156
gene_4643,1123,1469,1365,1071,1264,1130
gene_4644,1410,1455,1599,990,1002,934
gene_4645,1146,1460,1360,1215,1418,1317
gene_4646,2069,2721,2497,2562,2649,2570
gene_4647,6479,8023,7356,3882,4611,4387
gene_4648,1612,1771,1606,1161,1426,1136
gene_4649,3174,3542,3280,3485,3799,3495
gene_465,7069,8674,7274,6533,7323,6270
gene_4650,1067,1407,1480,817,1035,876
gene_4651,1895,2032,1959,1782,1835,1550
gene_4652,87,142,110,107,108,104
gene_4653,2637,3376,2769,2551,2696,2685
gene_4654,3795,4660,4254,3789,4052,4076
gene_4655,10552,11672,11676,8123,9324,8406
gene_4656,4168,4694,4232,3744,3817,3727
gene_4657,1791,2139,1916,1748,2044,1893
gene_4658,163,186,155,123,155,97
gene_4659,2949,3209,3264,2658,2825,2463
gene_466,17464,16919,20032,10001,10394,9599
gene_4660,473,578,560,265,218,176
gene_4661,11177,14312,12288,10588,11795,11137
gene_4662,3407,3842,3848,2729,3046,2956
gene_4663,2341,2894,2689,2583,2615,2364
gene_4664,394,608,542,362,383,475
gene_4665,1629,1911,1693,1510,1526,1359
gene_4666,1294,1515,1321,1144,1318,1047
gene_4667,1776,2078,2114,1829,1996,1777
gene_4668,860,932,917,723,698,767
gene_4669,3270,3741,3336,2499,2972,2755
gene_467,439,591,423,415,441,338
gene_4670,559,735,796,239,318,242
gene_4671,394,457,355,205,240,205
gene_4672,976,1279,1147,261,360,294
gene_4673,3912,4323,3953,2372,2532,2525
gene_4674,4215,4665,4217,1969,2385,2192
gene_4675,1400,1807,1557,1329,1325,1396
gene_4676,510,617,568,564,519,512
gene_4677,1124,1419,1218,1050,1246,1113
gene_4678,1000,1115,1218,685,818,703
gene_4679,737,685,869,282,315,308
gene_468,21491,24874,22709,17449,19938,17316
gene_4680,1429,1665,1726,1022,1188,1006
gene_4681,1428,1637,1679,1300,1394,1272
gene_4683,1812,1912,1859,1490,1672,1437
gene_4685,1079,1135,1166,913,933,841
gene_4686,16928,19012,18302,22603,23330,21346
gene_4687,3014,3638,3056,3572,3461,3481
gene_4688,5598,5060,6368,4484,4622,4105
gene_4689,1489,1738,1577,1686,1649,1573
gene_469,2541,3082,2902,2050,2376,2034
gene_4690,207,213,197,154,152,132
gene_4691,16676,17596,19364,12053,13929,12959
gene_4692,771,947,890,1030,1216,879
gene_4693,257,340,276,334,324,327
gene_4694,4166,4825,4229,3803,4061,3612
gene_4695,3009,3411,3040,2511,2717,2577
gene_4696,3532,3770,4032,2645,2710,2342
gene_4697,1507,1933,1661,1711,1789,1683
gene_4698,2667,2997,2824,2142,2540,2262
gene_4699,1376,1776,1531,1272,1544,1378
gene_47,1351,1407,1375,1020,1031,1019
gene_470,968,1123,1166,1304,1374,1274
gene_4700,768,830,953,446,513,563
gene_4703,30,26,23,17,21,30
gene_4704,39,95,50,92,73,98
gene_4705,660,880,672,824,983,729
gene_4707,65,79,70,97,97,71
gene_4708,2236,2146,2302,2847,2975,2859
gene_4709,1855,2315,2154,2148,2351,2054
gene_471,3120,3583,3427,4550,5553,5134
gene_4710,924,1044,956,1120,1194,1164
gene_4711,353,428,347,442,507,349
gene_4712,1525,1612,1706,1563,1682,1417
gene_4713,6706,7158,6855,4554,5268,4523
gene_4715,1534,1864,1843,1681,1716,1454
gene_4716,2476,2996,2719,1435,1632,1465
gene_4717,56,70,82,64,48,68
gene_4718,851,922,1024,848,917,1011
gene_4719,114,101,95,92,62,103
gene_472,823,1005,940,1142,1337,1168
gene_4720,1599,1691,1541,1274,1270,1328
gene_4721,3844,4184,3901,3444,3782,3555
gene_4722,271,358,388,333,330,288
gene_4723,951,1072,826,875,904,947
gene_4724,340,395,348,179,176,193
gene_4725,4040,5139,4508,3682,3768,3772
gene_4728,591,646,636,313,297,365
gene_4729,564,637,647,579,568,521
gene_473,2307,2482,2626,1988,2242,1958
gene_4730,1331,1711,1516,1105,1431,1301
gene_4731,209,267,248,185,217,183
gene_4732,758,804,897,685,703,781
gene_4733,4061,4407,4355,4109,4528,4093
gene_4734,18506,23154,22185,16609,18136,16214
gene_4735,2419,2698,2587,2176,2433,2239
gene_4736,3866,4686,4232,3830,4304,3961
gene_4737,2118,2418,2457,1816,1928,2044
gene_4738,611,861,723,541,568,585
gene_4739,1635,2067,1968,1604,1814,1711
gene_474,2371,2653,2414,1742,1776,1871
gene_4740,722,768,761,816,1053,846
gene_4741,3216,3686,3510,2915,3351,3089
gene_4744,6720,6694,7327,4801,5407,5004
gene_4745,1153,1482,1306,1388,1542,1531
gene_4746,3484,3943,3672,2710,3469,2962
gene_4747,806,895,834,739,814,687
gene_4748,3033,3394,3066,2314,2684,2482
gene_4749,262,350,327,178,266,205
gene_475,1038,1299,1039,1214,1230,1221
gene_4750,2570,2630,2540,2314,2727,2313
gene_4751,639,722,547,664,664,649
gene_4752,2626,3352,3081,2471,2869,2655
gene_4755,152,141,148,107,94,125
gene_4756,4331,4388,4417,4653,4687,4261
gene_4757,6675,8559,7271,7161,8007,7380
gene_4758,79,133,103,93,36,95
gene_4759,656,725,816,721,820,637
gene_476,2569,2869,2924,2409,2562,2409
gene_4761,329,359,292,391,379,413
gene_4762,1404,1650,1458,1489,1537,1344
gene_4763,367,391,444,290,393,390
gene_4765,11179,13254,12477,6517,7508,6707
gene_4766,15932,19804,17807,11057,11639,10543
gene_4767,576,641,662,366,481,355
gene_4768,241,284,288,234,272,192
gene_4769,1827,2022,1825,1622,1808,1855
gene_477,1232,1507,1300,1528,1383,1216
gene_4770,1441,1744,1521,1571,1626,1462
gene_4772,3753,4326,3985,2600,2703,2547
gene_4773,2741,3036,2723,2052,2453,2125
gene_4775,3194,3775,3464,3058,3813,3392
gene_4776,1500,1472,1338,1111,1349,1231
gene_4777,1959,2001,2475,1826,1988,1747
gene_4778,755,830,773,897,1090,894
gene_478,3425,3955,3789,3498,4083,3857
gene_4781,3603,4007,4081,2642,3128,2933
gene_4782,2621,2994,2639,2317,2666,2577
gene_4783,1675,2273,1914,1866,2165,1986
gene_4784,990,1266,1309,630,806,675
gene_4785,1470,1737,1563,1604,1603,1381
gene_4786,716,874,902,1012,1085,1069
gene_4787,16052,18238,16622,12098,13324,12477
gene_4788,763,944,759,320,296,358
gene_4789,1852,2422,1979,1921,1993,1989
gene_479,12,23,31,33,32,18
gene_4791,3818,4206,4003,3113,3329,3210
gene_4792,2805,2950,2830,2856,3174,2811
gene_4793,858,1157,1003,1068,1113,1051
gene_4794,396,324,374,161,219,220
gene_4795,456,434,436,294,306,335
gene_4796,1289,1374,1418,1166,1332,1127
gene_4797,2284,2591,2420,2008,2509,2185
gene_4798,1088,1024,972,849,949,710
gene_4799,357,367,376,363,464,429
gene_480,939,940,923,840,881,855
gene_4801,5244,6123,5383,3196,3613,3258
gene_4802,2935,3294,3441,2171,2689,2524
gene_4803,1543,1557,1650,1540,1892,1712
gene_4804,469,524,598,265,341,230
gene_4805,432,575,520,487,519,511
gene_4806,3941,4549,4097,3851,4270,4027
gene_4807,1818,2120,1830,1393,1482,1419
gene_4808,1161,1156,1232,987,1103,1018
gene_4809,946,931,1035,922,1020,890
gene_4814,1486,1890,1586,1367,1490,1371
gene_4816,17037,20809,19570,13862,14719,12885
gene_4817,228,304,239,161,146,118
gene_4818,2041,2299,2137,1986,2121,1753
gene_4819,1553,1641,1664,366,392,410
gene_4820,9236,10624,10074,6809,7892,6766
gene_4821,2462,2894,2839,2373,2552,2287
gene_4824,3316,4030,3801,3815,4451,3768
gene_4825,4433,5748,4780,4622,5491,4943
gene_4826,460,494,492,587,697,532
gene_4827,14095,16728,16525,10493,13199,11684
gene_4828,1473,1900,1552,1483,1592,1461
gene_4829,2603,2816,2874,2392,2614,2419
gene_4830,7973,7273,8042,8114,8101,7358
gene_4831,195,116,157,254,182,174
gene_4832,30,75,39,32,55,16
gene_4833,9281,9727,10196,6283,7603,6671
gene_4834,339,402,361,131,174,149
gene_4835,3218,3093,3481,2564,3233,2860
gene_4836,5296,6604,5331,4563,5071,4780
gene_4837,2253,2638,2432,2330,2366,2292
gene_4838,1512,1767,1642,1400,1467,1446
gene_4839,369,427,409,542,542,450
gene_484,359,463,484,297,358,321
gene_4840,511,594,480,314,325,299
gene_4842,2660,3232,2799,3146,3534,3075
gene_4843,1911,2150,1856,1920,2166,1994
gene_4844,1153,1560,1393,975,1003,927
gene_4845,3179,3861,3443,2609,3014,2962
gene_4846,706,819,806,315,487,500
gene_4847,1158,1278,1185,1014,1061,1016
gene_4848,648,688,585,310,268,309
gene_4849,198,222,276,74,75,101
gene_485,66,126,87,57,78,45
gene_4850,773,805,803,687,636,652
gene_4851,2764,2596,2756,1612,1731,1634
gene_4852,2778,2789,3053,2594,2804,2525
gene_4853,2343,2932,2632,1860,2155,1921
gene_4854,1803,1963,1948,1496,1579,1710
gene_4855,917,1123,1058,832,868,829
gene_4856,1342,1653,1436,1228,1422,1271
gene_4859,317,453,380,242,238,215
gene_486,2071,2362,2311,2015,2127,2047
gene_4860,1683,1793,1692,1739,1900,1829
gene_4862,6056,6341,6506,5086,5706,5383
gene_4863,1365,1513,1474,451,436,429
gene_4864,5364,6388,5602,4489,4903,4607
gene_4865,4423,4847,4038,4038,4418,4444
gene_4866,893,864,807,543,587,632
gene_4867,832,934,876,684,716,726
gene_4868,1081,1454,1184,1012,1081,964
gene_4869,1516,1479,1543,1204,1410,1335
gene_487,260,333,236,170,167,170
gene_4870,3463,4083,3881,2605,2908,2676
gene_4871,303,342,250,234,261,258
gene_4872,1594,1931,1498,1417,1513,1458
gene_4873,79,76,55,63,45,55
gene_4874,2160,2352,2295,1999,2428,2314
gene_4875,2501,2902,2599,2318,2421,2400
gene_4876,2276,2901,2495,2422,2703,2653
gene_4878,1903,2417,1912,1626,1674,1542
gene_4879,3445,3903,3424,3106,3338,3242
gene_488,1481,1774,1594,1684,1750,1531
gene_4880,61,57,65,25,60,64
gene_4881,1918,2276,2005,1143,1234,1000
gene_4882,358,405,437,268,241,259
gene_4883,6135,7218,6309,4163,4735,4346
gene_4884,4597,5412,5019,3822,3944,3731
gene_4885,4271,5120,4603,4358,4633,4328
gene_4886,781,870,821,520,486,407
gene_4887,3075,3321,3258,3306,3615,3161
gene_4888,8359,9226,9496,6024,6385,5959
gene_4889,4154,4422,4244,4498,4726,4531
gene_489,1027,1271,964,1046,1093,1031
gene_4890,1431,1980,1766,1672,1837,1688
gene_4891,4236,4544,4838,2309,2498,2741
gene_4892,1334,1382,1247,988,1182,947
gene_4893,1285,1554,1421,1123,1322,1149
gene_4894,479,641,586,204,198,235
gene_4895,2897,3429,3331,2250,2751,2256
gene_4896,2736,2918,2747,2428,2690,2443
gene_4898,450,493,415,302,338,390
gene_4899,832,988,914,645,710,750
gene_4900,5390,5363,7076,5418,5525,6120
gene_4901,562,705,762,139,92,132
gene_4902,667,783,812,519,489,419
gene_4903,3858,4328,3803,2248,2426,2184
gene_4908,5561,6826,6343,5928,6421,5688
gene_4909,2681,3163,2840,1462,1635,1326
gene_4910,14433,16320,15893,5391,5935,5070
gene_4911,1299,1559,1594,579,672,573
gene_4912,2418,3012,2754,2760,3272,2823
gene_4914,3350,4152,3778,3540,3509,3549
gene_4915,28,38,51,31,25,25
gene_4916,749,854,731,779,848,816
gene_4917,509,666,630,553,542,574
gene_4918,12017,14375,13282,9520,11491,10041
gene_4919,2807,3810,2990,2239,2672,2387
gene_4920,3219,3507,3548,2699,3161,2751
gene_4921,914,1071,909,869,948,891
gene_4922,2693,2586,2620,2968,3052,2895
gene_4923,1548,1732,1538,1320,1396,1230
gene_4925,7147,8240,7872,7033,7495,6821
gene_4926,1831,2080,1954,901,911,936
gene_4927,1171,1427,1407,643,663,585
gene_4928,754,753,854,610,598,626
gene_493,6523,6959,7272,5340,5816,5372
gene_4930,1730,1915,1786,1155,1233,1049
gene_4931,6307,6324,6921,5363,5475,5206
gene_4932,1701,1842,2157,1634,1730,1555
gene_4933,910,1143,1138,908,955,919
gene_4934,840,1102,938,1010,825,800
gene_4935,876,876,827,551,607,599
gene_4936,377,453,397,303,344,285
gene_4937,1904,1944,2098,1520,2053,1681
gene_4938,1241,1474,1317,1051,1392,1290
gene_4939,2951,3274,3040,2751,2836,2686
gene_494,871,1032,889,551,564,472
gene_4940,1381,1520,1687,1131,1182,1039
gene_4941,351,378,361,219,261,275
gene_4942,2374,2461,2343,1996,2251,1906
gene_4943,814,778,877,699,706,645
gene_4944,859,935,1010,743,669,751
gene_4945,12039,13272,12513,9760,10648,9854
gene_4946,10408,13228,12177,6823,7704,7553
gene_4947,22394,27342,23691,14509,16043,15035
gene_4948,3609,4401,4049,2558,2958,2516
gene_4949,2104,2193,2407,1503,1608,1488
gene_495,3961,4049,3876,3102,3186,3041
gene_4952,4585,5824,5084,3094,3018,2637
gene_4953,1125,1164,1182,643,779,638
gene_4956,34,49,27,16,18,18
gene_496,2019,2348,2072,1404,1551,1598
gene_4968,12241,14240,12851,5467,5350,5137
gene_4969,1564,1677,1628,743,825,668
gene_497,524,603,539,560,628,582
gene_4970,5728,6705,6028,3973,4260,3896
gene_4972,3017,3285,3355,2550,2867,2736
gene_4973,134,119,106,122,121,94
gene_4974,3160,3658,3018,2669,2833,2763
gene_4975,2125,2383,1916,5488,5284,4805
gene_4977,586,650,569,619,629,594
gene_4978,3204,3371,3242,806,900,884
gene_4979,1395,1702,1467,1043,964,978
gene_498,7220,8096,8441,4975,5507,5114
