Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_1894	4	3	2
gene_1895	10	1	0
gene_1896	7479	7617	7851
gene_1897	3581	3169	3340
gene_1898	2786	2870	2421
gene_1899	4792	4922	4337
gene_1900	1370	1344	1104
gene_1901	565	588	456
gene_1902	1287	1259	1110
gene_1903	3907	3679	3260
gene_1905	2193	1584	2367
gene_1906	3398	3545	3277
gene_1907	812	849	808
gene_1908	644	494	548
gene_1909	9783	10169	8061
gene_1910	17140	14924	15953
gene_1911	4980	4638	4679
gene_1912	1610	1581	1516
gene_1913	2871	2978	2481
gene_1914	1760	2157	1685
gene_1915	881	905	778
gene_1916	1388	1418	1260
gene_1917	6939	5881	6932
gene_1918	2605	2568	2432
gene_1919	491	427	441
gene_1920	1288	1393	1169
gene_1921	1311	1472	1329
gene_1922	1	5	2
gene_1923	8322	8258	7516
gene_1924	1385	1561	1164
gene_1925	833	1014	833
gene_1926	2556	2581	2193
gene_1927	3782	3826	3242
gene_1928	1370	1404	1164
gene_1929	5105	4573	4733
gene_1930	3262	3414	2968
gene_1931	776	791	734
gene_1932	404	539	471
gene_1933	2693	2655	2247
gene_1934	1022	1020	868
gene_1935	8283	7727	7855
gene_1936	4368	3656	3965
gene_1937	2138	2271	1980
gene_1938	1426	1399	1251
gene_1939	8233	8299	7578
gene_1940	12	8	13
gene_1941	206	198	115
gene_1942	1008	1098	972
gene_1943	50	48	26
gene_1944	2082	1800	1595
gene_1945	4984	4540	4741
gene_1946	1808	1548	1656
gene_1947	910	1024	813
gene_1948	3273	3136	2669
gene_1949	856	894	773
gene_1950	852	754	766
gene_1951	1473	1286	1162
gene_1952	616	648	580
gene_1953	5413	5206	5315
gene_1954	3539	3194	3095
gene_1955	1960	1939	1629
gene_1956	2651	2561	2709
gene_1957	2005	1999	1675
gene_1958	25	37	30
gene_1959	308	289	290
gene_1960	3812	3987	3717
gene_1961	2907	2749	2731
gene_1962	2572	2727	2090
gene_1963	268	320	223
gene_1964	1417	1303	1053
gene_1965	2619	2840	2234
gene_1966	7663	7509	6192
gene_1967	2644	2710	2543
gene_1968	350	328	217
gene_1969	1881	1992	1575
gene_1970	5204	4870	4928
gene_1971	1610	1880	1584
gene_1972	1206	1121	1012
gene_1973	1777	1940	1793
gene_1974	79	55	77
gene_1975	2991	3135	2564
gene_1976	2574	2858	2034
gene_1977	1068	1010	965
gene_1978	1931	2154	1698
gene_1979	1862	1957	1487
gene_1981	2844	2834	2782
gene_1983	815	880	653
gene_1984	1538	1613	1331
gene_1985	1491	1470	1391
gene_1987	1291	1332	1135
gene_1988	1838	1659	1506
gene_1989	1522	1504	1413
gene_1990	1005	1173	862
gene_1991	2210	2318	1989
gene_1992	2282	2439	1831
gene_1993	3691	3652	3053
gene_1994	1029	806	823
gene_1995	845	867	797
gene_1996	1555	1523	1405
gene_1997	5734	5173	5666
gene_1998	3674	3358	3391
gene_1999	9457	9629	8689
gene_2000	1480	1377	1276
gene_2001	3154	3228	2533
gene_2002	3442	3087	3754
gene_2003	1417	1375	1223
gene_2004	1663	1828	1617
gene_2005	787	856	695
gene_2006	1617	1748	1567
gene_2007	1256	1521	1296
gene_2008	1868	2013	1710
gene_2009	1890	1721	1832
gene_2010	17526	16008	18563
gene_2011	0	0	0
gene_2012	801	751	637
gene_2013	746	779	640
gene_2014	366	353	260
gene_2015	6415	6777	5151
gene_2016	136	147	101
gene_2017	2280	2494	1968
gene_2018	3290	2969	3088
gene_2019	318	305	248
gene_2020	3958	4232	3442
gene_2021	4876	5481	4270
gene_2022	1042	1164	914
gene_2023	19879	21772	17323
gene_2025	20021	20646	17169
gene_2026	1217	1484	1218
gene_2027	2222	2355	1892
gene_2028	1034	1024	943
gene_2029	622	545	473
gene_2030	562	598	518
gene_2031	103	106	87
gene_2032	601	623	463
gene_2033	394	414	395
gene_2034	194	234	166
gene_2035	4045	3932	3750
gene_2036	1104	1093	1039
gene_2037	644	698	726
gene_2038	1494	1646	1312
gene_2039	361	389	354
gene_2040	538	592	484
gene_2041	62	112	75
gene_2042	1645	1603	1503
gene_2044	1196	1196	1076
gene_2045	2265	2142	2189
gene_2046	531	578	450
gene_2047	0	0	0
gene_2048	0	4	0
gene_2050	3558	3382	2775
gene_2051	2919	3026	2535
gene_2052	11082	11131	9317
gene_2053	2	3	0
gene_2055	0	1	1
gene_2056	0	0	0
gene_2057	6	3	10
gene_2058	1814	1776	1447
gene_2059	2191	2142	1544
gene_2060	1549	1674	1390
gene_2061	2342	2378	2156
gene_2062	1686	1686	1451
gene_2063	2376	2313	2064
gene_2064	1958	1693	1636
gene_2065	1480	1537	1314
gene_2066	1418	1426	1369
gene_2067	3118	3049	2840
gene_2068	733	775	601
gene_2069	3893	4364	3314
gene_2070	3985	4027	3560
gene_2071	5420	5510	4689
gene_2072	253	262	152
gene_2073	0	0	0
gene_2074	778	846	613
gene_2075	13	18	14
gene_2076	6645	6608	6127
gene_2077	1564	1845	1464
gene_2078	1550	1671	1462
gene_2079	370	340	324
gene_2080	3142	3246	2653
gene_2081	1153	1233	1209
gene_2082	206	233	189
gene_2083	153	167	185
gene_2084	14139	14942	12917
gene_2085	5375	5584	5068
gene_2086	2409	2312	2025
gene_2087	472	555	368
gene_2088	1326	1243	1247
gene_2089	2598	2299	2247
gene_2090	2705	2888	2464
gene_2091	0	0	0
gene_2092	0	0	0
gene_2093	2578	2671	2478
gene_2094	2949	2802	2373
gene_2095	1617	1529	1270
gene_2096	4885	4572	4640
gene_2097	2966	3476	2495
gene_2098	2602	2702	2357
gene_2099	1672	1686	1445
gene_2100	3680	3268	3297
gene_2101	2260	1947	2135
gene_2102	394	292	365
gene_2103	1253	1298	1118
gene_2104	1818	2012	1743
gene_2105	988	1040	798
gene_2106	2726	2807	2252
gene_2107	3766	4221	3203
gene_2108	3267	3542	3002
gene_2109	2346	2485	2173
gene_2110	5829	5725	4913
gene_2111	339	381	343
gene_2112	1161	1118	1108
gene_2114	0	0	2
gene_2115	22	49	33
gene_2116	1984	2225	1890
gene_2117	5587	5905	4966
gene_2118	3188	3395	2821
gene_2119	1494	1612	1254
gene_2120	4836	5240	4208
gene_2121	515	603	497
gene_2122	5514	5413	4923
gene_2123	206	238	187
gene_2124	3186	3379	2638
gene_2125	57	74	81
gene_2126	1955	2249	1838
gene_2127	1523	1351	1237
gene_2128	14	14	2
gene_2129	67190	69157	58177
gene_2130	972	1115	876
gene_2131	3759	3880	3262
gene_2132	3753	3469	3846
gene_2133	1482	1488	1456
gene_2134	0	0	6
gene_2136	4	3	20
gene_2137	1390	1418	1334
gene_2138	106	183	103
gene_2139	35	68	51
gene_2141	2175	2336	1941
gene_2142	3139	3063	2573
gene_2143	34	51	69
gene_2144	1232	1013	1096
gene_2145	4	0	7
gene_2146	1037	934	920
gene_2147	2251	2230	1730
gene_2148	129	60	81
gene_2149	4152	3964	3848
gene_2150	7584	7887	7370
gene_2151	0	0	0
gene_2152	0	0	0
gene_2153	0	0	0
gene_2155	3662	3909	3276
gene_2156	13871	15582	11775
gene_2157	767	848	657
gene_2158	1877	1974	1690
gene_2159	94137	96027	81652
gene_2160	203	257	186
gene_2161	1216	1237	1062
gene_2162	2658	2579	2337
gene_2163	3329	3339	2783
gene_2164	2827	2809	2618
gene_2165	63	67	27
gene_2166	5491	5744	4886
gene_2167	2824	2961	2466
gene_2168	2736	2877	2366
gene_2169	94	94	73
gene_2170	1957	2123	1844
gene_2171	596	702	670
gene_2172	2591	2392	1908
gene_2173	530	571	437
gene_2174	672	828	688
gene_2175	882	787	833
gene_2176	1678	1573	1278
gene_2177	3071	3203	2378
gene_2178	869	975	794
gene_2179	167	181	147
gene_2180	386	350	361
gene_2182	1067	1137	967
gene_2183	1701	1535	1436
gene_2184	1345	1676	1505
gene_2185	908	1000	727
gene_2186	5236	5425	4648
gene_2187	4054	4179	3488
gene_2188	207	228	148
gene_2189	296	296	172
gene_2190	992	1223	821
gene_2191	3044	2781	2838
gene_2192	894	832	863
gene_2193	3001	2816	2562
gene_2194	198	244	178
gene_2195	0	2	0
gene_7916	1594	1582	1435
gene_7918	71	46	61
gene_7919	3985	4732	3497
gene_7920	240	233	291
gene_7925	721	673	708
gene_7926	480	563	384
gene_7927	7160	6490	6596
gene_7928	4	3	2
gene_7929	129	129	108
gene_7930	2528	2297	2298
gene_7931	0	0	0
gene_7921	379	374	419
gene_7922	52	25	38
gene_7923	0	0	0
gene_7932	54	75	69
gene_7933	0	0	0
gene_2196	447	479	331
gene_2197	163	133	143
gene_2198	291	398	252
gene_2199	276	272	213
gene_2200	1879	2129	1633
gene_2201	4244	4638	3792
gene_2202	616	637	638
gene_2203	180	252	204
gene_2204	480	521	470
gene_2205	3591	3588	2986
gene_2206	1387	1399	1131
gene_2207	12730	13435	11083
gene_2208	364	374	269
gene_2209	131	166	125
gene_2210	1	0	0
gene_2211	2	0	0
gene_2212	18	11	20
gene_2213	311	363	293
gene_2214	108	92	67
gene_2215	373	429	292
gene_2216	472	475	445
gene_2217	2349	2538	2017
gene_2218	177	191	192
gene_2219	98	49	69
gene_2220	67	50	36
gene_2221	204	222	192
gene_2222	204	222	200
gene_2223	0	0	0
gene_2224	275	293	225
gene_2225	325	369	287
gene_2226	4533	4242	4214
gene_2227	6778	6666	6334
gene_2228	1010	998	748
gene_2229	7463	8232	6321
gene_2230	94	74	78
gene_2231	3366	3403	2958
gene_2232	1300	1314	1212
gene_2233	2476	2349	2042
gene_2234	0	2	4
gene_2235	0	0	0
gene_2236	1734	1946	1655
gene_2237	3218	3312	2744
gene_2238	782	785	595
gene_2240	948	896	853
gene_2241	3973	3834	3364
gene_2242	2750	2378	2453
gene_2243	12491	13255	10902
gene_2245	972	946	931
gene_2246	2409	2360	1958
gene_2247	3576	3399	3190
gene_2248	766	833	766
gene_2250	7	15	3
gene_2251	18	24	17
gene_2253	2748	2693	2690
gene_2254	529	485	343
gene_2255	3773	3643	3472
gene_2256	5518	5986	4815
gene_2257	1297	1236	1060
gene_2258	3070	3373	2681
gene_2259	922	980	951
gene_2260	9189	8829	9135
gene_2261	221	215	167
gene_2262	51	41	37
gene_2263	489	471	455
gene_2265	3543	3253	3843
gene_2266	3614	3931	3120
gene_2267	3796	3530	2968
gene_2268	852	871	672
gene_2269	26232	26155	23814
gene_2270	338	363	259
gene_2271	2199	2126	1829
gene_2272	286	392	288
gene_2273	962	1018	799
gene_2274	596	592	587
gene_2275	49	53	49
gene_2276	1684	1693	1614
gene_2277	2420	2370	2177
gene_2278	52	46	29
gene_2279	40	86	63
gene_2280	3545	3281	2809
gene_2281	6333	6439	5409
gene_2282	80790	69132	80339
gene_2285	4151	4391	3530
gene_2286	6507	7076	5679
gene_2287	3998	3643	4204
gene_2288	208	206	170
gene_2289	679	743	692
gene_2290	109	138	90
gene_2292	229	234	214
gene_2293	4177	4268	3457
gene_2294	1790	1657	1581
gene_2295	2083	2259	1946
gene_2296	1231	1441	1209
gene_2297	1537	1445	1277
gene_2298	1913	1729	1900
gene_2299	748	703	659
gene_2300	879	886	714
gene_2301	9	21	12
gene_2303	1729	1740	1603
gene_2305	1994	1953	1508
gene_2306	550	527	504
gene_2307	6501	6964	5626
gene_2308	2337	2557	2064
gene_2309	2002	1965	1712
gene_2310	2921	2761	2808
gene_2311	1644	1725	1731
gene_2312	1151	1141	967
gene_2313	1084	1108	1080
gene_2314	835	907	752
gene_2315	350	477	392
gene_2316	39	41	41
gene_2317	1540	1280	1152
gene_2318	2618	2477	2709
gene_2319	699	836	657
gene_2320	2419	2411	2217
gene_2321	2587	2830	2901
gene_2322	680	689	774
gene_2323	1571	1651	1439
gene_2324	4770	4505	4177
gene_2327	0	3	1
gene_2328	2678	2566	2289
gene_2329	626	684	705
gene_2330	102	88	90
gene_2331	3459	3136	2992
gene_2332	320	275	181
gene_2333	4589	4754	4002
gene_2334	227	289	212
gene_2335	2721	2753	2395
gene_2336	968	1018	958
gene_2337	1822	1844	1790
gene_2338	867	907	716
gene_2339	599	475	506
gene_2340	1929	2078	1867
gene_2341	0	0	0
gene_2342	0	0	0
gene_2343	515	606	403
gene_2344	1019	1205	1186
gene_2345	2490	2482	2164
gene_2346	3213	3502	2878
gene_2347	482	582	525
gene_2348	3204	3259	2721
gene_2349	1513	1461	1275
gene_2350	2049	2199	1672
gene_2351	425	435	395
gene_2352	2720	3049	2306
gene_2353	5843	5859	5016
gene_2354	103	143	106
gene_2355	557	500	609
gene_2356	350	423	351
gene_2357	4097	4068	4146
gene_2358	2386	2136	2202
gene_2359	961	908	889
gene_2360	4793	5217	3922
gene_2361	800	851	717
gene_2362	2607	2566	2211
gene_2363	3683	3563	3574
gene_2364	890	765	737
gene_2365	125	147	110
gene_2366	6464	6243	5792
gene_2367	3637	3927	3170
gene_2368	1727	1686	1404
gene_2369	1244	1312	1083
gene_2370	1611	1710	1311
gene_2371	1111	1187	913
gene_2372	2053	2121	1797
gene_2374	0	0	0
gene_2375	411	455	323
gene_2376	3338	3384	2562
gene_2377	1096	1271	1076
gene_2378	26	48	35
gene_2379	27647	26463	25819
gene_2380	3703	3816	3234
gene_2381	662	742	578
gene_2382	641	620	523
gene_2383	14	24	6
gene_2384	537	667	464
gene_2385	1975	2437	1812
gene_2386	696	904	671
gene_2387	367	336	277
gene_2388	3835	3749	3084
gene_2389	1370	1342	1092
gene_2390	1451	1379	1146
gene_2391	1396	1467	1035
gene_2392	3227	2791	2775
gene_2393	28	26	22
gene_2394	4773	5229	4225
gene_2395	1705	1858	1406
gene_2396	2900	2685	2417
gene_2397	2007	2405	1797
gene_2398	6304	5807	6455
gene_2399	452	399	277
gene_2400	1003	949	902
gene_2401	318	256	208
gene_2402	1573	1415	1285
gene_2403	140	185	160
gene_2404	466	550	345
gene_2405	915	987	837
gene_2406	187474	189618	167675
gene_2407	6473	5837	6083
gene_2408	9390	10102	7866
gene_2409	973	918	742
gene_2410	491	532	410
gene_2411	462	538	384
gene_2412	1842	1830	2031
gene_2414	3042	3531	2788
gene_2415	4436	4693	3926
gene_2416	2474	2357	1965
gene_2417	10	9	2
gene_2418	2276	2380	1657
gene_2419	1909	1913	1838
gene_2420	7506	7812	6071
gene_2421	2287	2679	1936
gene_2422	976	1056	818
gene_2423	3002	3264	2691
gene_2424	870	685	743
gene_2425	2694	2392	2492
gene_2426	875	946	781
gene_2427	997	1053	885
gene_2430	1887	2042	1521
gene_2432	1655	1825	1379
gene_2433	4768	5479	4298
gene_2434	888	859	822
gene_2435	9949	9809	9081
gene_2436	20412	19568	18978
gene_2437	2284	2055	1921
gene_2438	387	349	316
gene_2439	231	265	198
gene_2440	48	36	36
gene_2441	552	510	483
gene_2442	948	1013	789
gene_2443	6582	6551	5815
gene_2444	8071	8219	6547
gene_2445	3760	4460	3199
gene_2446	1822	1643	1625
gene_2447	1817	1746	1468
gene_2448	2340	2660	1944
gene_2449	1827	2013	1599
gene_2450	6266	6446	5623
gene_2451	3123	3387	3068
gene_2452	1172	1156	927
gene_2453	692	871	684
gene_2454	420	420	363
gene_2455	4833	4762	4212
gene_2456	439	393	409
gene_2457	4379	4005	3727
gene_2458	729	753	689
gene_2459	1013	1101	897
gene_2460	1995	2164	1584
gene_2461	1043	1367	901
gene_2462	28	38	19
gene_2463	0	2	3
gene_2464	6437	6316	4917
gene_2465	308	437	324
gene_2466	983	927	873
gene_2467	458	433	436
gene_2468	1587	1510	1386
gene_2469	882	833	783
gene_2470	2366	2478	2216
gene_2471	40	22	23
gene_2472	304	377	294
gene_2473	16483	16385	13893
gene_2474	4023	3918	3274
gene_2475	3573	3719	3518
gene_2476	333	402	352
gene_2477	1036	918	801
gene_2478	2534	3000	2458
gene_2479	182	189	159
gene_2480	2374	2148	2442
gene_2481	253	259	255
gene_2482	5831	5751	5631
gene_2483	1763	1752	1307
gene_2484	2431	2258	2063
gene_2485	469	408	466
gene_2486	4910	5475	4473
gene_2487	241	308	217
gene_2488	3613	3319	3236
gene_2489	2	0	4
gene_2490	0	16	18
gene_2491	0	0	0
gene_2492	835	1045	755
gene_2493	1130	1213	983
gene_2494	3709	3901	3314
gene_2495	2599	2603	2519
gene_2496	4524	4913	3983
gene_2497	3977	3943	3931
gene_2498	808	766	715
gene_2499	2371	2218	1901
gene_2501	346	367	281
gene_2502	7123	7110	6152
gene_2503	503	639	495
gene_2504	2316	2443	2217
gene_2505	1423	1385	1324
gene_2506	20581	20552	19569
gene_2507	3868	4165	3378
gene_2508	2274	2306	2732
gene_2509	2308	2080	2046
gene_2510	10178	10456	9881
gene_2511	3260	3160	2801
gene_2512	14843	15275	13105
gene_2513	5559	5052	5292
gene_2514	7159	7114	6216
gene_2515	818	843	792
gene_2516	1031	1088	932
gene_2517	388	336	317
gene_2518	1424	1452	1328
gene_2519	1495	1476	1238
gene_2520	6175	6300	5624
gene_2521	3253	3277	2837
gene_2522	846	788	704
gene_2523	2881	2862	2587
gene_2524	769	729	544
gene_2525	1370	1441	1123
gene_2526	598	651	526
gene_2527	484	512	370
gene_2528	9948	9629	8961
gene_2529	8539	8601	7298
gene_2530	1390	1426	1236
gene_2531	174	182	122
gene_2532	10358	9854	9891
gene_2533	12	6	19
gene_2535	1410	1510	1140
gene_2536	3387	3185	3071
gene_2537	2256	2352	1985
gene_2538	835	724	688
gene_2539	2773	2794	2323
gene_2540	2201	2210	1905
gene_2541	2252	2262	1854
gene_2542	2995	2588	2645
gene_2543	552	602	460
gene_2544	5367	5162	4929
gene_2545	861	1098	798
gene_2546	562	628	603
gene_2547	1081	1079	978
gene_2548	399	488	384
gene_2549	1340	1322	1200
gene_2550	6800	6753	6635
gene_2551	1472	1308	1231
gene_2552	599	571	527
gene_2553	652	454	519
gene_2554	5558	4785	5730
gene_2555	517	628	526
gene_2556	0	0	0
gene_2557	2506	2669	2169
gene_2558	889	835	750
gene_2559	524	485	409
gene_2560	13	5	6
gene_2561	8044	8940	7519
gene_2562	920	929	876
gene_2563	4654	4423	4131
gene_2564	4161	4217	3488
gene_2565	10121	9912	8963
gene_2566	3064	3267	2835
gene_2567	3777	3487	3361
gene_2568	760	790	704
gene_2569	237	174	149
gene_2570	84775	84986	75478
gene_2572	1522	1436	1187
gene_2573	596	524	477
gene_2574	1236	1353	1161
gene_2575	2592	2678	2200
gene_2576	132595	129968	111890
gene_2577	377	388	254
gene_2578	1083	1091	1023
gene_2579	498	549	497
gene_2580	1992	2176	2065
gene_2581	1042	1163	900
gene_2582	261	232	198
gene_2583	6122	6527	5350
gene_2584	824	777	530
gene_2585	7963	8721	7048
gene_2586	178	168	130
gene_2587	614	635	489
gene_2588	1264	1325	1067
gene_2589	2	2	4
gene_2590	1195	1352	1021
gene_2591	414	383	297
gene_2592	1260	1168	947
gene_2593	3864	3795	3474
gene_2594	1774	1699	1550
gene_2595	3806	4190	3524
gene_2596	1535	1699	1486
gene_2597	37	65	56
gene_2598	573	657	528
gene_2599	803	802	651
gene_2600	1595	1627	1351
gene_2601	1460	1618	1401
gene_2602	1323	1538	1120
gene_2603	55	40	70
gene_2604	855	948	798
gene_2605	442	379	352
gene_2606	6570	6564	5998
gene_2607	1743	1678	1449
gene_2608	910	813	891
gene_2609	3611	3404	3600
gene_2610	3258	3252	2942
gene_2611	720	703	541
gene_2612	1891	2133	1650
gene_2613	3734	3219	3830
gene_2614	2051	2112	1908
gene_2615	2036	2047	1868
gene_2616	249	266	179
gene_2617	910	788	745
gene_2618	1047	875	744
gene_2619	9685	9211	9448
gene_2620	2267	1998	1924
gene_2621	9592	9400	8024
gene_2622	1461	1540	1186
gene_2623	60	67	34
gene_2624	197	189	233
gene_2625	304	294	265
gene_2626	127	102	84
gene_2627	936	1172	769
gene_2628	11902	12552	9728
gene_2629	2316	2548	2033
gene_2630	2735	2391	2297
gene_2631	5	8	4
gene_2632	14934	14017	13448
gene_2633	0	4	0
gene_2634	273	278	277
gene_2635	33	28	24
gene_2636	8527	8108	6980
gene_2637	1856	1776	2010
gene_2638	1432	1256	1450
gene_2640	655	715	533
gene_2642	8513	7726	7567
gene_2643	12	21	25
gene_2644	859	819	679
gene_2645	24209	24525	21525
gene_2646	6541	6497	5494
gene_2647	1991	2025	1733
gene_2648	1190	1134	919
gene_2649	2958	2536	2714
gene_2650	9495	9236	7952
gene_2651	4474	4095	3927
gene_2652	1393	1345	1160
gene_2653	1962	1944	1724
gene_2655	5	2	6
gene_2657	0	0	0
gene_2658	648	722	523
gene_2659	5076	5928	4367
gene_2660	1606	1592	1409
gene_2661	1550	1288	1285
gene_2662	15677	15551	14382
gene_2663	3324	3521	2675
gene_2664	3402	2901	3606
gene_2665	1547	1618	1503
gene_2666	191	174	157
gene_2667	8709	8954	6816
gene_2668	7716	7963	6080
gene_2669	1557	1759	1493
gene_2670	42	85	53
gene_2672	43	61	39
gene_2674	463	419	365
gene_2675	297	286	219
gene_2676	698	712	555
gene_2677	1327	1274	1185
gene_2678	821	623	671
gene_2679	1892	1871	1852
gene_2680	1384	1217	1256
gene_2681	11311	11667	10286
gene_2683	936	1025	837
gene_2684	330	302	345
gene_2685	525	568	519
gene_2686	2151	1914	2034
gene_2687	640	644	573
gene_2688	2668	2229	2474
gene_2689	1272	1544	1188
gene_2690	222201	214882	217161
gene_2691	3	2	19
gene_2692	6576	6812	5619
gene_2693	11187	11945	9788
gene_2694	26	50	12
gene_2695	247	219	228
gene_2696	1011	1178	1038
gene_2697	567	509	516
gene_2698	873	992	915
gene_2699	1563	1467	1592
gene_2700	972	950	801
gene_2701	3223	3131	2707
gene_2702	1026	993	977
gene_2703	617	662	602
gene_2704	4787	4436	4346
gene_2705	14	43	23
gene_2706	3124	3149	2798
gene_2707	282	322	227
gene_2709	884	945	805
gene_2710	271	250	230
gene_2711	1831	1872	1633
gene_2712	310	379	245
gene_2713	290	317	275
gene_2715	657	608	580
gene_2716	462	478	460
gene_2717	1182	1263	989
gene_2718	652	553	450
gene_2719	85	110	81
gene_2720	0	0	2
gene_2721	1042	1103	898
gene_2722	10	2	6
gene_2723	0	1	1
gene_2724	2303	2215	2018
gene_2725	1729	1789	1618
gene_2726	1766	1762	1510
gene_2727	2299	2475	1997
gene_2728	95	89	99
gene_2729	7696	7649	6486
gene_2730	870	1018	665
gene_2731	854	791	692
gene_2733	3367	3207	3393
gene_2734	1999	1988	1699
gene_2735	2	18	10
gene_2736	1008	1227	941
gene_2737	861	841	801
gene_2738	1187	1195	1066
gene_2739	280	289	299
gene_2740	2083	2064	1787
gene_2741	3110	3210	2551
gene_2742	2019	2085	1804
gene_2743	329	446	350
gene_2744	2199	2425	2104
gene_2745	63	58	53
gene_2746	1666	1762	1586
gene_2747	565	586	595
gene_2748	24	20	31
gene_2749	565	626	491
gene_2750	2071	2017	1933
gene_2751	4630	4778	4044
gene_2752	665	610	573
gene_2753	1332	1258	1039
gene_2754	3130	3060	2908
gene_2755	15799	16347	15007
gene_2756	673	676	633
gene_2757	1073	1197	918
gene_2758	766	835	656
gene_2759	596	588	578
gene_2760	4176	4092	3735
gene_2761	16	35	21
gene_2762	1086	1215	940
gene_2763	711	746	709
gene_2764	1333	1189	1113
gene_2765	53	63	44
gene_2766	805	824	702
gene_2767	573	563	455
gene_2768	400	479	363
gene_2769	4157	4267	3891
gene_2770	1036	1188	1013
gene_2771	9830	8378	9317
gene_2772	1012	1099	850
gene_2773	1	6	2
gene_2774	362	417	354
gene_2775	1733	1464	1264
gene_2776	1155	1073	1015
gene_2777	11857	12043	10226
gene_2778	480	518	447
gene_2779	1561	1530	1217
gene_2780	221	223	176
gene_2781	1353	1501	1216
gene_2782	3716	3300	3890
gene_2783	910	960	771
gene_2784	1824	1951	1525
gene_2785	2706	2848	2475
gene_2786	22	15	19
gene_2787	1402	1533	1367
gene_2788	1510	1717	1238
gene_2789	2258	2444	2021
gene_2790	462	394	428
gene_2791	2806	2658	2406
gene_2792	1012	1121	950
gene_2793	2712	2563	2571
gene_2794	7927	8553	6748
gene_2795	43192	45076	37040
gene_2796	1712	2078	1585
gene_2797	1832	1908	1644
gene_2798	10326	11378	9435
gene_2799	1010	998	896
gene_2800	2672	2954	2373
gene_2801	1795	2010	1376
gene_2802	675	709	782
gene_2803	4631	4796	3796
gene_2804	1041	969	754
gene_2805	3239	3139	2753
gene_2806	1321	1404	1013
gene_2807	710	812	519
gene_2808	3009	3207	2677
gene_2809	439	427	360
gene_2810	939	839	840
gene_2811	1186	1176	975
gene_2812	2087	2161	1836
gene_2813	1701	1575	1444
gene_2815	1200	1283	1115
gene_2816	9177	9659	8253
gene_2817	1119	1099	860
gene_2818	4167	4072	3293
gene_2819	3554	3480	3024
gene_2820	1840	1869	1411
gene_2821	35	67	22
gene_2822	3793	4031	3278
gene_2823	2440	2486	2196
gene_2824	770	776	727
gene_2825	1605	1695	1511
gene_2826	1001	1048	828
gene_2827	844	839	794
gene_2828	133	119	154
gene_2829	39	47	58
gene_2830	758	737	603
gene_2831	2125	1885	1877
gene_2832	2888	2909	2386
gene_2833	7068	6900	6277
gene_2834	1612	1887	1442
gene_2835	192	176	142
gene_2837	54	52	24
gene_2838	3354	3196	2974
gene_2839	550	616	483
gene_2840	413	423	391
gene_2841	702	645	629
gene_2842	0	0	4
gene_2843	1262	1205	1228
gene_2844	2301	2012	1988
gene_2845	561	708	691
gene_2846	11089	11385	9948
gene_2847	5369	5951	4206
gene_2848	4544	4724	4022
gene_2849	8	0	2
gene_2850	2376	2535	2226
gene_2851	4188	4219	3649
gene_2852	659	714	558
gene_2853	2212	2339	2133
gene_2854	542	546	476
gene_2855	4551	4156	3844
gene_2856	510	471	412
gene_2857	962	1082	814
gene_2858	2086	1911	1514
gene_2859	7276	7432	6117
gene_2860	1848	2111	1767
gene_2861	1753	1631	1521
gene_2862	1584	1582	1294
gene_2863	3229	3393	2829
gene_2864	1018	1135	1030
gene_2865	2935	3223	2630
gene_2866	2749	2900	2357
gene_2867	11674	11467	10192
gene_2868	326	340	348
gene_2869	504	534	415
gene_2870	1902	1946	1610
gene_2871	710	684	569
gene_2872	11936	11152	10949
gene_2873	1415	1363	1268
gene_2874	912	989	889
gene_2875	1557	1608	1389
gene_2876	1087	1380	1026
gene_2877	1372	1576	1309
gene_2878	72	88	62
gene_2879	0	0	0
gene_2880	2809	3165	2717
gene_2881	3529	3387	3010
gene_2882	1694	1878	1599
gene_2884	3441	3127	3182
gene_2885	16621	16471	14985
gene_2886	2348	2633	2064
gene_2887	1686	1656	1595
gene_2888	899	796	795
gene_2889	119	131	123
gene_2890	6	2	2
gene_2891	67	157	99
gene_2892	19	5	10
gene_2893	32	61	45
gene_2894	254	268	277
gene_2895	1804	1891	1443
gene_2896	1195	1238	968
gene_2897	107	91	108
gene_2898	420	437	425
gene_2899	566	563	525
gene_2900	0	0	0
gene_2901	0	0	0
gene_2902	984	1121	784
gene_2903	2426	2277	2039
gene_2904	1746	1756	1472
gene_2905	68	86	54
gene_2906	355	293	252
gene_2907	11305	11665	10088
gene_2908	5217	4572	4886
gene_2909	1714	1731	1426
gene_2910	6170	5987	5421
gene_2912	543	524	418
gene_2913	1190	1226	972
gene_2914	0	16	0
gene_2915	0	0	1
gene_2916	7	7	8
gene_2917	7108	7016	7242
gene_2918	1531	1619	1373
gene_2919	161	164	181
gene_2920	56	62	38
gene_2921	2	2	4
gene_2922	0	0	0
gene_2923	2541	2430	2148
gene_2924	1096	1105	1063
gene_2925	406	419	427
gene_2926	3257	2684	3307
gene_2927	1348	1607	1223
gene_2928	1547	1410	1266
gene_2930	0	4	1
gene_2931	0	0	0
gene_2932	0	0	0
gene_2933	23	9	7
gene_2934	459	456	367
gene_2936	1880	2006	1830
gene_2937	19	15	16
gene_2938	3591	3763	2957
gene_2939	1278	1374	1076
gene_2940	1329	1374	1109
gene_2941	80	83	43
gene_2942	0	2	0
gene_2943	233	296	237
