Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_5078	34	32	23
gene_5079	1638	1751	1619
gene_5080	852	922	821
gene_5081	4307	4480	3926
gene_5082	5211	5239	5007
gene_5083	4	0	0
gene_5084	443	343	419
gene_5085	3194	3280	3316
gene_5086	16	16	14
gene_5087	3051	2884	2708
gene_5088	2304	2312	1823
gene_5089	1869	1897	1712
gene_5090	3207	2995	2725
gene_5091	14965	13979	13353
gene_5092	594	554	428
gene_5093	40	55	23
gene_5096	0	0	0
gene_5099	5913	5967	5006
gene_5100	6705	6369	6033
gene_5101	4978	5350	4197
gene_5102	1896	2054	1722
gene_5103	3070	3385	2599
gene_5104	7083	6927	5462
gene_5106	2886	2588	2801
gene_5107	740	798	705
gene_5108	1062	1234	1067
gene_5109	4095	3892	3441
gene_5110	4990	4754	3960
gene_5111	658	587	467
gene_5112	628	722	516
gene_5113	552	432	357
gene_5114	2064	2116	1669
gene_5115	1671	1612	1359
gene_5116	1103	1392	960
gene_5117	2254	2201	1883
gene_5118	2307	2166	1971
gene_5119	903	1017	830
gene_5120	4227	3789	3517
gene_5121	22881	21401	21687
gene_5122	2318	2270	1933
gene_5123	0	0	0
gene_5124	0	0	0
gene_5125	0	0	0
gene_5126	0	4	0
gene_5127	797	861	670
gene_5128	601	621	581
gene_5129	3332	3217	2938
gene_5130	1358	1599	1273
gene_5131	341	261	387
gene_5132	862	762	761
gene_5133	521	545	450
gene_5134	0	0	0
gene_5135	0	0	0
gene_5137	0	0	0
gene_5138	0	0	0
gene_5139	2717	2568	2283
gene_5140	1741	1742	1510
gene_5141	14	4	5
gene_5142	75	55	76
gene_5143	3033	3024	2454
gene_5144	901	980	713
gene_5145	1731	1833	1656
gene_5146	4358	4132	3693
gene_5147	2292	2153	2363
gene_5148	3692	4161	3444
gene_5149	1676	1714	1373
gene_5150	10137	9070	9518
gene_5151	695	782	609
gene_5152	1761	1588	1578
gene_5153	13	13	10
gene_5154	2190	2468	1985
gene_5155	262	208	208
gene_5156	2468	2359	2185
gene_5157	750	661	618
gene_5158	1382	1436	1310
gene_5159	486	507	438
gene_5160	2825	2771	2529
gene_5161	3170	3216	2663
gene_5162	1743	1643	1449
gene_5163	2269	2139	1904
gene_5164	3827	3602	3795
gene_5165	88295	88416	77905
gene_5166	1239	1358	1053
gene_5167	2485	2508	2106
gene_5168	20	14	22
gene_5169	859	906	713
gene_5170	9412	8954	8441
gene_5171	810	829	741
gene_5172	3683	3362	3187
gene_5173	3216	3054	2695
gene_5174	78	83	64
gene_5175	3450	3534	3287
gene_5176	730	759	612
gene_5177	3285	3677	2852
gene_5178	2190	2246	1963
gene_5179	4884	4706	4312
gene_5180	1900	1902	1610
gene_5181	3232	3096	2627
gene_5182	2910	2870	2319
gene_5183	186	177	176
gene_5184	1562	1348	1417
gene_5185	298	340	299
gene_5186	414	347	339
gene_5187	1038	894	896
gene_5188	736	774	700
gene_5189	572	529	553
gene_5190	2	4	10
gene_5191	271	305	236
gene_5192	3	9	8
gene_5193	2394	2335	2326
gene_5194	667	559	630
gene_5195	1619	1432	1839
gene_5196	813	948	677
gene_5197	922	836	825
gene_5198	0	2	4
gene_5199	1217	1206	1054
gene_5200	3209	2920	3004
gene_5201	5321	5399	4773
gene_5202	447	358	324
gene_5203	2433	2321	2256
gene_5204	1916	2189	1745
gene_5205	3787	3781	3555
gene_5206	446	454	339
gene_5207	352	350	310
gene_5208	69	71	54
gene_5209	327	294	241
gene_5210	251	246	168
gene_5211	42	26	9
gene_5212	1502	1250	1260
gene_5213	671	785	640
gene_5214	15939	16266	13512
gene_5215	11891	12510	10570
gene_5216	1627	1774	1458
gene_5217	1486	1656	1350
gene_5218	0	0	0
gene_5219	2031	2008	1706
gene_5220	1445	1350	1198
gene_5221	10094	10667	8505
gene_5222	3867	4229	3324
gene_5223	16317	17255	13811
gene_5224	2503	2528	2147
gene_5225	1750	1833	1452
gene_5226	1946	2090	1649
gene_5227	2108	1856	1824
gene_5228	4311	4706	3737
gene_5229	1289	1378	1092
gene_5230	21459	21072	18101
gene_5231	30	31	24
gene_5232	831	734	644
gene_5233	3551	3414	2891
gene_5234	3215	3186	2733
gene_5235	770	696	653
gene_5236	3	11	4
gene_5237	2009	2073	1828
gene_5238	4	6	5
gene_5240	7432	7516	6362
gene_5241	1092	1128	976
gene_5242	2542	2626	2165
gene_5243	852	802	719
gene_5244	34236	32649	31877
gene_5245	1553	1399	1540
gene_5246	13179	14422	11058
gene_5247	3633	3784	2989
gene_5248	796	826	718
gene_5249	2262	2261	2494
gene_5250	921	958	728
gene_5251	413	373	333
gene_5252	1670	1754	1577
gene_5253	2103	1944	1848
gene_5254	1049	954	863
gene_5255	101	77	53
gene_5256	1258	1361	1061
gene_5257	3278	3009	4289
gene_5258	2105	2029	1884
gene_5259	1175	1126	1015
gene_5260	1982	1960	1566
gene_5261	415	435	358
gene_5262	0	0	0
gene_5264	0	0	0
gene_5265	615	670	568
gene_5266	1346	1426	1256
gene_5267	2486	2795	2224
gene_5268	1135	1134	1146
gene_5269	1122	998	1019
gene_5270	537	540	583
gene_5271	1715	1825	1450
gene_5272	503	568	464
gene_5273	2493	2725	2341
gene_5274	1424	1563	1294
gene_5275	4530	4706	4442
gene_5276	1017	1017	810
gene_5277	3515	3840	3281
gene_5278	1570	1649	1414
gene_5279	1060	825	960
gene_5280	144	156	122
gene_5281	3619	3658	2984
gene_5282	5030	5337	4137
gene_5283	2704	2854	2394
gene_5284	3430	3153	3236
gene_5287	3738	4086	3275
gene_5288	2330	2499	2058
gene_5289	3698	3968	3265
gene_5290	3270	3795	2752
gene_5291	543	456	483
gene_5292	1183	979	1081
gene_5293	942	938	810
gene_5294	334	297	276
gene_5295	1029	1097	1053
gene_5296	7791	7894	7010
gene_5297	120	86	90
gene_5298	56	75	81
gene_5299	3518	3793	2870
gene_5300	1841	1712	1669
gene_5301	370	360	306
gene_5302	1501	1619	1397
gene_5303	1496	1690	1410
gene_5304	1171	1355	1003
gene_5305	2723	2779	2451
gene_5306	1054	1114	792
gene_5307	6168	6520	5808
gene_5308	833	926	729
gene_5309	2125	2205	2018
gene_5310	1036	884	784
gene_5311	1664	1833	1350
gene_5312	7749	7167	6960
gene_5313	707	763	674
gene_5314	2627	2341	2853
gene_5315	0	0	0
gene_5316	2368	2470	2055
gene_5317	345	371	308
gene_5318	1561	1678	1329
gene_5319	3274	3427	2759
gene_5320	751	741	638
gene_5321	66	54	57
gene_5322	3	2	3
gene_5323	489	528	379
gene_5324	518	570	465
gene_5325	3087	3451	2663
gene_5326	212	187	200
gene_5327	2813	2835	2445
gene_5328	876	1007	707
gene_5329	117	108	125
gene_5330	271	231	199
gene_5331	1413	1498	1241
gene_5332	19	24	24
gene_5333	684	896	555
gene_5334	595	671	601
gene_5335	1334	1495	1175
gene_5336	5864	6053	4971
gene_5337	3296	3333	2642
gene_5338	228	281	217
gene_5339	1327	1270	1156
gene_5340	673	655	596
gene_5341	2943	2697	2560
gene_5342	2754	2965	2301
gene_5343	4200	4082	3282
gene_5344	1509	1611	1339
gene_5345	752	756	613
gene_5346	1577	1438	1224
gene_5348	18	7	10
gene_5349	862	806	706
gene_5350	860	806	747
gene_5351	2535	2607	2082
gene_5352	2175	2420	1959
gene_5353	1237	1327	1057
gene_5354	2754	2601	2357
gene_5355	234	237	182
gene_5356	2000	2103	1642
gene_5357	82	75	39
gene_5358	354	418	349
gene_5359	1008	953	762
gene_5360	3637	3568	3270
gene_5361	1247	1379	1364
gene_5362	903	746	790
gene_5363	3112	3129	2552
gene_5364	1939	1939	1662
gene_5365	1466	1514	1341
gene_5366	2653	2819	2400
gene_5367	714	849	630
gene_5368	914	1037	785
gene_5369	4327	4617	4250
gene_5370	2679	2632	2166
gene_5371	14188	14181	13092
gene_5372	553	613	545
gene_5373	762	956	764
gene_5374	1076	1186	875
gene_5375	414	416	388
gene_5376	6627	7070	5282
gene_5377	825	858	734
gene_5378	200	132	150
gene_5379	24	27	28
gene_5380	101	135	111
gene_5381	451	520	427
gene_5382	4958	4909	4609
gene_5383	779	696	678
gene_5384	578	518	492
gene_5387	48	34	13
gene_5388	1332	1350	1206
gene_5389	486	644	547
gene_5390	5880	5633	5689
gene_5391	40	24	25
gene_5392	2036	2225	1981
gene_5393	618	571	607
gene_5394	207	247	244
gene_5395	893	921	748
gene_5396	900	987	783
gene_5397	3026	3199	2651
gene_5398	946	1096	891
gene_5399	677	716	653
gene_5400	2770	2858	2555
gene_5401	3214	3462	2684
gene_5402	1645	1831	1592
gene_5403	1542	1647	1305
gene_5404	24525	24588	21249
gene_5405	636	711	557
gene_5406	14467	14264	13041
gene_5407	579	637	516
gene_5408	1068	1227	1026
gene_5409	1102	1219	924
gene_5410	754	931	676
gene_5411	1351	1404	1251
gene_5412	4795	5155	4345
gene_5413	3500	3677	3162
gene_5414	21	28	39
gene_5415	1081	1103	909
gene_5416	5025	4571	4266
gene_5417	2174	2141	2304
gene_5418	1798	2022	1663
gene_5419	648	697	582
gene_5420	322	340	315
gene_5421	3530	3557	3122
gene_5422	2001	1991	1791
gene_5423	979	931	851
gene_5424	3916	3950	3298
gene_5425	242	198	160
gene_5429	734	726	621
gene_5430	4421	4532	3819
gene_5431	4398	4539	4008
gene_5432	4246	4337	3679
gene_5433	1668	1764	1542
gene_5434	1729	1704	1449
gene_5435	2886	3069	2485
gene_5436	4163	3869	3512
gene_5437	3129	3194	2818
gene_5438	8	5	9
gene_5439	0	0	0
gene_5440	0	0	0
gene_5441	0	0	0
gene_5442	1298	1333	1081
gene_5443	1638	1674	1408
gene_5444	1915	1950	1561
gene_5445	0	0	0
gene_5446	0	0	0
gene_5447	4925	4395	4452
gene_5448	9665	9191	7778
gene_5449	1848	1734	1540
gene_5450	664	667	461
gene_5451	947	1002	790
gene_5452	832	706	632
gene_5453	1930	1754	1887
gene_5454	1316	1406	1233
gene_5455	2471	2531	2390
gene_5456	1272	1411	1294
gene_5457	1167	1263	1078
gene_5458	2711	2668	2328
gene_5459	1163	1124	1042
gene_5460	1062	1189	811
gene_5461	0	6	2
gene_5462	962	976	1039
gene_5463	342	266	287
gene_5464	1278	1096	1186
gene_5465	2065	2065	2425
gene_5466	118	116	110
gene_5467	299	325	325
gene_5468	1390	1429	1104
gene_5469	7618	7837	6960
gene_5470	2546	2328	2111
gene_5471	1062	957	781
gene_5472	3871	4058	3471
gene_5473	653	607	534
gene_5474	77	93	56
gene_5475	2517	2418	2291
gene_5476	975	921	731
gene_5477	628	755	558
gene_5478	824	729	677
gene_5479	566	494	491
gene_5480	727	814	709
gene_5481	439	483	419
gene_5482	1491	1522	1332
gene_5483	4106	3868	3497
gene_5484	5	0	0
gene_5485	408	476	341
gene_5486	40	45	29
gene_5487	0	8	31
gene_5488	16	0	2
gene_5489	14099	14210	12561
gene_5490	1014	1100	930
gene_5491	6027	6475	5730
gene_5492	2825	2786	2328
gene_5493	9	23	17
gene_5494	501	540	384
gene_5495	7983	8291	6766
gene_5496	0	4	2
gene_5497	141	143	100
gene_5498	2333	2477	1958
gene_5499	4147	4358	4016
gene_5500	3133	3042	2572
gene_5501	2675	2912	2669
gene_5503	8842	6987	8728
gene_5504	2499	2083	2211
gene_5505	3351	3388	3261
gene_5506	234	233	175
gene_5507	2	0	0
gene_5508	1	2	0
gene_5511	162	168	178
gene_5512	1534	1623	1440
gene_5513	723	755	779
gene_5514	13908	14568	12439
gene_5515	951	948	852
gene_5516	933	1071	905
gene_5517	906	874	789
gene_5518	0	0	0
gene_5519	3	3	9
gene_5520	33509	34754	28719
gene_5521	3516	3718	3271
gene_5522	4505	4667	3887
gene_5523	1120	1159	1065
gene_5524	20672	18966	20514
gene_5525	2508	2429	2160
gene_5526	0	0	0
gene_5527	641	664	584
gene_5528	3088	3067	2916
gene_5529	1563	1863	1486
gene_5530	2	0	6
gene_5531	10	6	0
gene_5532	1158	1086	1030
gene_5533	1812	1845	1543
gene_5534	3754	4261	3694
gene_5535	750	835	720
gene_5536	11739	12086	10436
gene_5538	1008	1186	919
gene_5539	3825	3587	3277
gene_5541	1817	1895	1737
gene_5542	857	1007	685
gene_5543	101	88	117
gene_5544	0	0	0
gene_5545	0	3	0
gene_5546	723	690	685
gene_5547	861	1204	918
gene_5548	358	405	280
gene_5549	2720	3093	2438
gene_5550	864	774	759
gene_5551	3172	3184	2504
gene_5552	69	84	67
gene_5553	3727	3210	3389
gene_5554	1216	1143	1039
gene_5555	1277	1207	1018
gene_5556	608	705	588
gene_5557	1825	1622	1675
gene_5558	325	307	247
gene_5559	3532	4016	3294
gene_5560	1916	1957	1760
gene_5561	2284	2082	2049
gene_5562	1832	1740	1644
gene_5563	808	698	778
gene_5564	181	170	146
gene_5565	890	971	696
gene_5566	1690	1893	1850
gene_5567	23	61	66
gene_5568	2176	2212	1918
gene_5569	4308	4232	3884
gene_5570	2966	2825	2966
gene_5571	2757	2694	2848
gene_5572	275	284	176
gene_5573	2362	2673	2287
gene_5574	1212	1320	1136
gene_5575	1892	1938	1652
gene_5576	1235	1334	1155
gene_5577	1236	1237	894
gene_5578	9231	9275	8106
gene_5579	633	759	681
gene_5580	2653	2957	2399
gene_5581	4	3	2
gene_5582	28	2	4
gene_5583	928	937	806
gene_5584	3137	3139	2679
gene_5585	6565	6409	5513
gene_5586	915	938	772
gene_5587	3192	3255	2743
gene_5588	2826	2985	2379
gene_5589	2553	2689	2148
gene_5590	2861	2804	2447
gene_5591	939	932	773
gene_5592	1268	1176	933
gene_5593	33538	35794	29082
gene_5594	87	147	89
gene_5595	1136	1182	866
gene_5596	2306	2640	2229
gene_5597	5213	5632	4109
gene_5598	3143	3618	2790
gene_5599	533	497	392
gene_5600	365	409	326
gene_5601	1282	1280	1038
gene_5602	952	1011	708
gene_5603	3724	3683	3088
gene_5604	691	624	615
gene_5605	11904	12169	10048
gene_5606	2489	2552	2187
gene_5607	2199	2343	2330
gene_5608	570	587	552
gene_5609	1597	1607	1340
gene_5610	629	700	550
gene_5611	8214	8091	6947
gene_5612	4260	4251	3433
gene_5613	2288	2449	2084
gene_5614	688	770	657
gene_5615	149	115	114
gene_5616	107	94	89
gene_5617	2037	2041	1743
gene_5618	1271	1329	1253
gene_5619	1669	1758	1295
gene_5620	1966	1886	1658
gene_5621	34087	36303	29412
gene_5622	2218	2630	2017
gene_5623	1242	1554	1104
gene_5624	1793	1928	1578
gene_5625	1523	1647	1274
gene_5626	809	912	686
gene_5627	1004	1077	738
gene_5628	1053	1084	796
gene_5629	794	879	696
gene_5630	1425	1492	1198
gene_5631	276	348	256
gene_5632	1789	1937	1626
gene_5633	89	70	70
gene_5634	279	290	236
gene_5635	863	811	757
gene_5636	3856	3872	3452
gene_5637	4562	4612	3796
gene_5638	1083	1015	1100
gene_5639	3725	3496	3768
gene_5640	45	68	69
gene_5641	423	384	347
gene_5642	7766	8260	6802
gene_5643	2864	2684	2496
gene_5644	1817	2002	1624
gene_5645	2572	2696	2373
gene_5646	735	706	625
gene_5647	0	0	0
gene_5648	0	0	0
gene_5649	0	0	0
gene_5650	0	0	0
gene_5651	0	0	0
gene_5652	0	0	0
gene_5653	0	0	0
gene_5654	0	0	0
gene_5655	0	0	0
gene_5656	0	0	0
gene_5657	0	0	0
gene_5658	0	0	0
gene_5659	5710	6389	4973
gene_5660	2643	2705	2227
gene_5661	2821	2981	2425
gene_5662	11492	11369	10108
gene_5663	2375	2465	1977
gene_5664	8077	7069	8048
gene_5665	2928	2677	2358
gene_5666	3476	3510	3247
gene_5667	1287	1291	1101
gene_5668	4254	4445	3599
gene_5669	401	381	327
gene_5672	1534	1457	1450
gene_5673	2964	3025	2572
gene_5674	719	852	764
gene_5675	1539	1679	1473
gene_5676	1446	1370	1297
gene_5677	930	1004	843
gene_5678	3211	3522	2554
gene_5679	2423	2510	2016
gene_5680	0	0	0
gene_5681	0	0	0
gene_5682	26	35	11
gene_5683	713	722	546
gene_5684	4851	5015	4679
gene_5685	408	369	241
gene_5686	5162	5336	4558
gene_5687	4102	3978	3881
gene_5688	1191	1185	1052
gene_5689	505	508	415
gene_5690	7684	7270	6853
gene_5691	6103	6093	5307
gene_5692	1877	1858	1696
gene_5693	2663	2450	2240
gene_5694	2298	2482	2096
gene_5695	2380	2425	2288
gene_5696	1121	1197	963
gene_5697	2125	2015	1682
gene_5698	1014	1016	941
gene_5700	0	0	0
gene_5701	48618	47436	41850
gene_5702	558	548	446
gene_5703	2848	2845	2345
gene_5704	7690	7590	6822
gene_5705	1630	1619	1534
gene_5706	233	247	267
gene_5707	2449	2402	2421
gene_5708	1642	1700	1500
gene_5709	480	576	445
gene_5710	938	1116	831
gene_5711	373	443	364
gene_5712	0	0	2
gene_5713	497	515	441
gene_5714	3242	3184	3038
gene_5715	4	4	2
gene_5716	180	156	130
gene_5717	1421	1501	1204
gene_5718	1216	1391	844
gene_5719	772	832	623
gene_5720	931	936	768
gene_5721	0	2	1
gene_5722	267	233	316
gene_5723	1162	1374	1108
gene_5724	8236	7700	7187
gene_5725	1350	1224	1232
gene_5726	801	780	561
gene_5727	2414	2569	2509
gene_5728	1558	1764	1397
gene_5729	6185	5836	5524
gene_5730	638	641	646
gene_5731	1492	1658	1453
gene_5732	38976	36748	35974
gene_5733	1414	1582	1159
gene_5734	49	39	28
gene_5735	87	65	85
gene_5736	3475	3741	3124
gene_5737	532	641	505
gene_5738	201	253	206
gene_5739	75	115	83
gene_5740	389	462	366
gene_5741	2427	2265	1900
gene_5742	3157	2759	3150
gene_5743	927	1028	951
gene_5744	466	480	445
gene_5745	0	0	0
gene_5746	2465	2280	2460
gene_5747	2576	2560	2610
gene_5748	1023	849	800
gene_5749	730	656	523
gene_5750	1712	1716	1560
gene_5751	920	962	864
gene_5752	1471	1381	1293
gene_5753	463	544	449
gene_5754	1673	1488	1384
gene_5755	852	859	745
gene_5756	819	973	709
gene_5758	2728	2742	2368
gene_5759	4688	4821	4212
gene_5760	2072	2121	1804
gene_5761	1072	1107	1047
gene_5762	1040	954	1069
gene_5763	2553	2457	2360
gene_5764	1475	1503	1365
gene_5765	2181	2091	1748
gene_5766	1588	1468	1349
gene_5767	37602	36062	33140
gene_5768	1098	1213	1008
gene_5769	414	304	310
gene_5770	2440	2835	2134
gene_5771	823	849	787
gene_5772	583	687	539
gene_5773	2920	2847	2470
gene_5774	2717	2568	2692
gene_5775	3076	2883	2459
gene_5776	446	462	384
gene_5777	3154	3195	2581
gene_5778	1819	1643	1848
gene_5779	3578	3396	3124
gene_5780	978	1085	854
gene_5781	751	643	623
gene_5782	273	226	248
gene_5783	2792	2799	2345
gene_5784	166	110	118
gene_5785	3643	3376	4325
gene_5786	3068	3420	2846
gene_5787	2751	2955	2459
gene_5788	498	552	475
gene_5789	1923	2005	1718
gene_5791	4616	4769	3937
gene_5792	3259	3422	2640
gene_5793	1387	1523	1225
gene_5794	4663	4696	4037
gene_5795	3272	3080	2913
gene_5796	257	332	227
gene_5797	1938	1990	1575
gene_5798	2822	3207	2670
gene_5799	11165	11451	9293
gene_5800	3586	3867	3383
gene_5801	5502	5817	5058
gene_5802	704	562	778
gene_5803	2495	2608	2122
gene_5804	7763	6718	8181
gene_5805	1837	1768	1639
gene_5806	737	639	558
gene_5807	191	184	143
gene_5808	1868	1830	1755
gene_5809	490	696	538
gene_5810	2673	2833	2418
gene_5811	3725	4273	3281
gene_5812	479	547	444
gene_5813	1296	1496	1300
gene_5814	12811	12809	11648
gene_5815	1811	1755	1666
gene_5817	12	8	6
gene_5818	743	888	668
gene_5819	2488	2384	2302
gene_5820	2174	2255	2276
gene_5821	16831	15706	15756
gene_5822	6	16	10
gene_5824	406	457	477
gene_5825	5016	4982	4216
gene_5826	1757	1899	1649
gene_5827	590	699	488
gene_5828	44	52	53
gene_5829	4505	4269	4151
gene_5830	11898	12161	10611
gene_5831	1085	1088	1003
gene_5832	1623	1600	1597
gene_5833	1430	1198	1031
gene_5834	1763	1797	1439
gene_5835	1001	856	841
gene_5836	713	840	756
gene_5837	3038	3225	2922
gene_5838	4045	3754	3423
gene_5839	369	474	300
gene_5840	1604	1611	1337
gene_5841	5473	5661	4692
gene_5842	2004	1862	1675
gene_5843	4430	4002	4228
gene_5844	2615	2607	2263
gene_5845	632	596	477
gene_5846	624	631	464
gene_5847	1457	1470	1221
gene_5848	1062	1114	890
gene_5849	2208	2138	1907
gene_5850	33	39	37
gene_5851	1437	1329	1026
gene_5852	179	150	152
gene_5853	6477	6730	5435
gene_5854	2047	1984	1866
gene_5855	800	860	751
gene_5856	629	696	529
gene_5858	341	346	301
gene_5859	725	794	768
gene_5860	715	689	567
gene_5861	4621	4748	3870
gene_5862	72	66	88
gene_5864	601	538	502
gene_5865	7717	6987	6855
gene_5867	2142	2267	1945
gene_5868	1434	1561	1249
gene_5869	723	779	610
gene_5870	1565	1763	1262
gene_5871	1623	1661	1406
gene_5872	507	509	541
gene_5873	3796	3798	3303
gene_5874	1812	1880	1568
gene_5875	1746	1826	1480
gene_5876	1039	1275	938
gene_5877	2439	2414	2352
gene_5879	390	380	236
gene_5880	4643	5022	3864
gene_5881	663	550	356
gene_5882	4958	4830	4561
gene_5883	1031	1097	959
gene_5884	918	814	656
gene_5885	6376	6728	5475
gene_5886	891	984	865
gene_5887	3086	2806	2396
gene_5888	5328	5285	4696
gene_5889	3442	3809	2942
gene_5890	10064	10694	8525
gene_5893	493	605	436
gene_5894	4487	4660	3792
gene_5895	19182	18911	16157
gene_5896	913	959	905
gene_5897	2688	2424	2537
gene_5898	13312	14464	11695
gene_5899	2599	2273	2091
gene_5900	1238	1302	1135
gene_5901	649	645	587
gene_5902	2383	2342	2063
gene_5903	7872	6894	7783
gene_5904	2905	2871	2717
gene_5905	1600	1387	1474
gene_5907	4679	4889	3988
gene_5906	1153	1160	1023
gene_5908	17092	15556	15918
gene_5909	2361	2230	2116
gene_5910	2287	2203	1837
gene_5911	137	186	144
gene_5912	680	565	494
gene_5913	621	659	483
gene_5914	1239	1118	997
gene_5915	4021	3714	3899
gene_5916	3808	4106	3204
gene_5917	2253	2555	1961
gene_5918	1795	1805	1451
gene_5919	0	0	0
gene_5920	5	29	10
gene_5921	1838	1696	1952
gene_5922	2370	2447	1950
gene_5923	1609	1622	1273
gene_5924	12	12	9
gene_5925	0	0	0
gene_5926	1541	1615	1360
gene_5927	823	825	714
gene_5928	12874	12724	10591
gene_5929	774	991	872
gene_5930	1236	1307	1172
gene_5931	0	0	3
gene_5932	488	479	412
gene_5933	428	388	380
gene_5934	768	929	634
gene_5935	2104	2339	1969
gene_5936	1813	2128	1867
gene_5937	1203	1159	976
gene_5938	3136	3174	2874
gene_5939	1357	1549	1250
gene_5940	1533	1649	1298
gene_5941	2331	2007	2185
gene_5942	507	561	416
gene_5943	1189	1135	957
gene_5944	3000	3201	2574
gene_5945	335	384	225
gene_5946	6	0	2
gene_5947	5	4	6
gene_5948	860	844	704
gene_5949	0	2	0
gene_5951	766	873	685
gene_5952	1517	1620	1321
gene_5953	60	40	36
gene_5955	1469	1228	1788
gene_5957	0	1	0
gene_5959	0	0	0
gene_5960	1793	1762	1654
gene_5961	114	72	122
gene_5962	5217	4727	5124
gene_5963	1330	1406	1176
gene_5964	1222	1159	1112
gene_5965	579	604	615
gene_5966	3026	2844	2490
gene_5967	2660	2538	2111
gene_5968	8359	8864	7192
gene_5969	1675	1796	1414
gene_5970	751	731	600
gene_5971	757	857	705
gene_5972	63	57	48
gene_5973	962	1021	786
gene_5974	824	882	731
gene_5975	1230	1446	1164
gene_5976	3208	3281	2775
gene_5977	0	0	0
gene_5979	0	0	6
gene_5980	658	642	502
gene_5981	390	412	325
gene_5982	493	424	314
gene_5983	1756	1716	1388
gene_5984	84	111	85
gene_5985	2346	2426	2068
gene_5986	165	140	130
gene_5987	29	16	18
gene_5988	970	1060	924
gene_5989	8	10	3
gene_5990	2	5	5
gene_5991	411	426	296
gene_5992	3868	3831	3344
gene_5993	2472	2556	2246
gene_5994	6067	6144	5900
gene_5995	2114	2093	1818
gene_5996	3152	3262	2621
gene_5997	1274	1389	1120
gene_5998	477	434	401
gene_5999	1395	1492	1306
gene_6000	1397	1410	1126
gene_6001	99	108	93
gene_6002	8	2	14
gene_6003	4	10	1
gene_6004	1595	1799	1502
gene_6005	543	491	520
gene_6006	5	3	2
gene_6007	2005	2089	1733
gene_6008	791	707	618
gene_6009	1971	2272	1678
gene_6010	12	13	12
gene_6011	0	0	2
gene_6012	344	305	278
gene_6014	1094	1137	961
gene_6015	6199	5825	5947
gene_6016	2481	2334	2098
gene_6017	246	247	195
gene_6018	316	335	323
gene_6019	1470	1550	1335
gene_6020	90	94	85
gene_6021	1591	1548	1305
gene_6023	1275	1176	1076
gene_6024	4983	5648	4749
gene_6025	3508	3470	3094
gene_6026	3879	3220	3344
gene_6027	1096	1128	966
gene_6028	5649	6409	4957
gene_6029	2884	3025	2381
gene_6030	2	10	0
gene_6032	0	3	0
gene_6033	47	50	57
gene_6034	2412	2422	2024
gene_6035	2615	2361	2738
gene_6037	6	0	0
gene_6039	6784	6399	5992
gene_6040	4965	4802	3984
gene_6041	2641	2265	2421
gene_6042	467	587	387
gene_6043	6216	6924	5799
gene_6044	2800	2319	2779
gene_6045	7474	7422	6049
gene_6046	6465	6768	5874
gene_6047	33	34	11
gene_6048	46	73	70
gene_6049	849	926	818
gene_6050	3446	3328	2999
gene_6051	566	649	485
gene_6052	107	113	105
gene_6053	1605	1694	1443
gene_6054	1263	1359	1034
gene_6055	786	809	594
gene_6056	1441	1464	1249
gene_6057	80	72	20
gene_6058	2799	3195	2385
gene_6059	2338	2330	1833
gene_6060	1605	1730	1519
gene_6061	4163	4450	3836
gene_6062	498	528	525
gene_6063	1135	1183	997
gene_6064	1657	1840	1459
gene_6065	1615	1734	1979
gene_6066	136	141	97
gene_6067	1695	1635	1522
gene_6068	3864	3781	3221
gene_6069	500	614	532
gene_6070	572	636	511
gene_6071	1738	2076	1608
gene_6072	772	760	708
gene_6073	476	541	425
gene_6074	666	715	623
gene_6075	1841	1971	1623
gene_6076	4034	4136	3687
gene_6077	26	7	10
gene_6078	435	459	356
gene_6079	997	969	915
gene_6080	904	873	730
gene_6081	3358	3606	2953
gene_6082	1276	1260	1069
gene_6083	1694	1835	1611
gene_6084	15084	13972	14070
gene_6085	5947	5547	5296
gene_6086	991	1131	759
gene_6087	7	15	10
gene_6088	816	928	753
gene_6089	786	718	651
gene_6090	3709	3902	3279
gene_6091	5777	6086	5318
gene_6092	6598	6350	6097
gene_6093	3705	4125	3331
gene_6094	2808	2809	2523
gene_6095	3587	3746	3141
gene_6096	986	1058	938
gene_6097	2113	2215	1931
gene_6098	243	232	240
gene_6099	2140	2093	1912
gene_6100	656	566	564
gene_6101	3630	3782	3375
gene_6102	1933	1903	1904
gene_6103	2404	2358	2003
gene_6104	4565	4563	3603
gene_6105	0	0	1
gene_6106	2	1	0
gene_6108	1	0	0
gene_6110	0	0	0
gene_6112	4	12	0
gene_6113	4	0	0
gene_6114	1	1	3
gene_6115	0	0	0
gene_6117	0	0	0
gene_6118	2867	2433	2700
gene_6119	4292	4324	3816
gene_6120	2242	2164	1721
gene_6121	744	875	709
gene_6122	3253	3652	2888
gene_6123	618	752	689
gene_6124	1060	1039	807
gene_6125	351	354	345
gene_6126	311	284	254
gene_6127	11922	10876	11525
gene_6128	2644	2717	2427
gene_6129	79	87	44
gene_6130	400	374	321
gene_6131	4485	4622	3977
gene_6133	4019	4303	3784
gene_6134	496	589	426
gene_6135	5114	5153	4739
gene_6136	1442	1525	1323
gene_6137	3827	4155	3576
gene_6138	947	1013	896
gene_6139	204	202	202
gene_6140	977	973	1001
gene_6141	1045	1061	735
gene_6142	4294	4325	3798
gene_6143	2063	2159	1892
gene_6144	840	820	594
