Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_3959	553	553	525
gene_3960	684	798	776
gene_3961	2223	2530	2147
gene_3962	63	34	53
gene_3963	274	284	276
gene_3964	1207	1437	1186
gene_3965	2538	3252	2843
gene_3966	3127	3819	3387
gene_3967	3530	3329	3411
gene_3968	449	510	503
gene_3969	1440	1535	1712
gene_3970	923	1055	985
gene_3971	4854	5712	5276
gene_3972	5716	6364	6424
gene_3973	665	742	763
gene_3974	728	947	780
gene_3975	83	61	75
gene_3976	704	965	818
gene_3977	1277	1343	1200
gene_3978	5176	5258	4741
gene_3979	2960	2900	3113
gene_3980	631	710	743
gene_3981	1186	1407	1291
gene_3982	283	388	342
gene_3983	2593	3192	2812
gene_3984	917	1008	917
gene_3985	411	423	442
gene_3986	440	529	503
gene_3987	453	492	462
gene_3988	37942	39200	39515
gene_3989	40	58	51
gene_3990	239	388	282
gene_3991	1769	1887	1885
gene_3992	606	666	621
gene_3993	570	656	577
gene_3994	2786	3411	2960
gene_3995	802	693	812
gene_3996	1768	2101	2088
gene_3997	2534	3196	2682
gene_3998	4298	4625	4451
gene_3999	3685	4327	3934
gene_4000	1021	1355	1095
gene_4001	3374	3796	3561
gene_4002	4000	4821	4740
gene_4003	5271	5736	6114
gene_4004	1368	1797	1530
gene_4005	994	1085	1221
gene_4006	144	213	226
gene_4007	1387	1451	1548
gene_4008	340	386	399
gene_4009	3548	3951	3863
gene_4010	15672	19279	16549
gene_4011	928	1147	1087
gene_4012	0	2	0
gene_4013	460	445	486
gene_4014	3263	3500	3810
gene_4015	218	290	246
gene_4016	0	0	0
gene_4017	2234	2382	2492
gene_4018	7610	9006	8208
gene_4019	2797	3155	2916
gene_4020	1691	2238	1918
gene_4021	3916	4903	4281
gene_4022	179	148	233
gene_4023	3596	3803	3901
gene_4024	1519	1769	1875
gene_4025	2423	2593	2946
gene_4026	261	240	241
gene_4027	811	612	693
gene_4028	599	775	616
gene_4029	1378	1674	1606
gene_4030	1156	1171	1277
gene_4031	2073	2446	2073
gene_4032	2151	2449	2041
gene_4033	306	432	405
gene_4034	1113	1433	1241
gene_4036	7682	7789	7624
gene_4037	28	62	62
gene_4039	2898	3387	3048
gene_4040	18491	23308	19632
gene_4041	5804	6158	5959
gene_4043	8327	9430	8116
gene_4044	386	460	418
gene_4045	2010	2330	1947
gene_4046	133	204	144
gene_4047	33035	38878	36439
gene_4048	2723	3185	2937
gene_4049	33139	33880	31821
gene_4050	6	8	12
gene_4051	2659	3067	2717
gene_4052	1074	1216	1099
gene_4053	5100	6006	5876
gene_4054	506	706	552
gene_4055	1606	1717	1567
gene_4056	144	149	138
gene_4057	3510	4147	4129
gene_4058	1257	1394	1399
gene_4059	26698	26812	30444
gene_4060	174	222	193
gene_4061	440	488	425
gene_4062	4184	4612	5080
gene_4063	50	67	89
gene_4064	1507	1801	1519
gene_4065	794	983	878
gene_4066	258	298	269
gene_4067	612	790	746
gene_4068	635	797	648
gene_4069	1354	1448	1295
gene_4070	1586	1774	1503
gene_4071	3536	4114	3881
gene_4072	380	357	401
gene_4073	873	1079	918
gene_4074	5378	6755	6248
gene_4075	0	7	0
gene_4076	2144	2285	2272
gene_4077	1972	2200	2153
gene_4078	3978	4275	4099
gene_4079	1631	1696	1455
gene_4080	1149	1420	1305
gene_4081	1951	2026	1941
gene_4082	4335	4600	4475
gene_4083	1115	1350	1225
gene_4084	922	1091	907
gene_4085	3041	3824	3179
gene_4086	1267	1636	1295
gene_4087	131	150	144
gene_4089	1005	1060	1015
gene_4090	1565	2040	1856
gene_4091	2736	3328	2991
gene_4092	1750	1890	1744
gene_4093	1939	2335	2216
gene_4094	3587	4448	4068
gene_4095	2508	2790	2706
gene_4096	0	0	0
gene_4097	118	174	156
gene_4098	4737	5532	5059
gene_4099	3043	3691	3529
gene_4100	1889	2442	2219
gene_4101	1123	1316	1344
gene_4102	0	0	1
gene_4103	1874	2304	1953
gene_4104	6411	7235	6600
gene_4105	6469	7380	7621
gene_4106	2706	3388	3049
gene_4107	3766	4288	3588
gene_4108	2807	3160	2689
gene_4109	411	489	429
gene_4110	3028	3824	3407
gene_4111	2159	2243	2112
gene_4112	1198	1323	1412
gene_4113	2229	2436	2428
gene_4114	966	1140	1023
gene_4115	3710	4176	4110
gene_4116	4828	5764	4948
gene_4117	2009	2591	2389
gene_4118	6033	7097	6077
gene_4119	5052	5883	5254
gene_4120	797	914	839
gene_4121	1194	1287	1186
gene_4122	192	198	210
gene_4123	77	160	82
gene_4124	1468	1722	1509
gene_4125	183	153	143
gene_4126	920	1061	986
gene_4127	1412	1737	1608
gene_4128	927	1028	1062
gene_4129	413	543	458
gene_4130	861	1015	934
gene_4131	1250	1534	1280
gene_4132	974	1226	1163
gene_4133	2973	3130	3336
gene_4134	1595	1739	1802
gene_4136	543	615	508
gene_4137	4	0	3
gene_4138	1865	2003	1931
gene_4139	4	14	7
gene_4140	6110	7240	6423
gene_4141	256	298	231
gene_4142	33	71	25
gene_4143	1119	1524	1299
gene_4144	1621	1857	1909
gene_4145	854	1087	1013
gene_4146	1867	2460	2046
gene_4147	1641	2065	2024
gene_4148	3240	3521	3562
gene_4150	802	1029	866
gene_4151	5354	6657	6013
gene_4152	6086	8255	7204
gene_4153	1093	1391	1092
gene_4154	23259	25624	26137
gene_4155	1072	1202	1244
gene_4156	607	773	730
gene_4157	5084	6482	5917
gene_4158	2142	2381	2308
gene_4159	622	784	669
gene_4160	1527	2031	1620
gene_4161	440	519	496
gene_4162	667	777	691
gene_4163	2859	3375	2797
gene_4164	2114	2540	2141
gene_4165	434	434	434
gene_4166	4691	4254	4893
gene_4167	1434	1687	1574
gene_4168	893	1017	922
gene_4169	1092	1482	1177
gene_4170	1255	1371	1370
gene_4171	3179	3558	3254
gene_4172	2028	2345	2167
gene_4173	4356	5207	4763
gene_4174	826	953	860
gene_4175	412	539	436
gene_4176	1329	1477	1249
gene_4177	21346	25170	22586
gene_4178	2811	3303	3142
gene_4179	107	151	130
gene_4180	8311	10188	8582
gene_4181	461	412	473
gene_4182	1303	1487	1390
gene_4183	1821	1971	1784
gene_4184	10191	11745	10861
gene_4185	103102	120992	112457
gene_4186	6881	8327	7524
gene_4187	1333	1317	1263
gene_4188	5484	6599	6226
gene_4189	5348	6262	5686
gene_4191	4271	5037	4656
gene_4192	2756	3491	2872
gene_4193	728	769	779
gene_4194	1025	1403	1352
gene_4195	5170	5756	5799
gene_4196	1087	1338	1115
gene_4197	2536	2760	2670
gene_4198	1582	1939	1867
gene_4199	490	629	570
gene_4200	1444	1822	1528
gene_4201	824	1020	900
gene_4202	666	699	779
gene_4203	2525	2810	2712
gene_4204	851	1004	970
gene_4205	2329	2927	2617
gene_4206	1486	1802	1556
gene_4207	825	1120	1008
gene_4208	23	33	40
gene_4210	13	15	5
gene_4211	1730	2117	1781
gene_4212	844	951	870
gene_4213	10197	11197	11295
gene_4214	167	220	225
gene_4215	14	16	16
gene_4216	810	1092	941
gene_4217	1106	1311	1216
gene_4218	1124	1351	1214
gene_4219	8102	10031	7835
gene_4220	9559	10232	9272
gene_4221	6825	8073	7029
gene_4222	2401	2578	2608
gene_4223	2537	2693	2695
gene_4224	9417	9092	9746
gene_4225	316	372	420
gene_4226	3350	2700	3164
gene_4227	11	20	8
gene_4228	89	114	142
gene_4229	578	680	643
gene_4231	204	287	247
gene_4232	2617	2938	2921
gene_4233	2330	2435	2378
gene_4234	6783	7910	6854
gene_4235	12184	13498	12774
gene_4236	4725	4369	4773
gene_4237	1913	2042	2234
gene_4238	1817	1727	1724
gene_4239	963	1145	1206
gene_4240	1314	1464	1298
gene_4241	459	492	501
gene_4242	453	545	495
gene_4243	1568	1789	1575
gene_4244	1571	1735	1751
gene_4245	4928	6034	5478
gene_4246	11039	11016	13258
gene_4247	3585	4450	4090
gene_4248	1635	1589	1514
gene_4249	23150	23735	25815
gene_4250	5445	5948	6120
gene_4251	1385	1457	1257
gene_4252	1630	1831	1660
gene_4253	3034	3409	3411
gene_4254	1303	1631	1481
gene_4256	8010	8181	8294
gene_4257	0	4	0
gene_4258	0	0	0
gene_4259	0	0	0
gene_4260	6947	8894	7367
gene_4261	420	488	527
gene_4262	1177	1486	1467
gene_4263	1782	2173	1865
gene_4264	829	914	856
gene_4265	2938	3620	3163
gene_4266	3385	3974	3718
gene_4267	1219	1471	1357
gene_4268	1983	2274	2114
gene_4269	552	607	575
gene_4270	195	252	261
gene_4271	4630	5500	4836
gene_4272	2350	2425	2655
gene_4273	814	981	933
gene_4274	484	596	539
gene_4275	550	609	566
gene_4276	1599	1813	1602
gene_4277	4135	4875	4388
gene_4278	5409	6577	5618
gene_4279	7556	9357	7776
gene_4280	6427	7922	7477
gene_4281	1710	1884	1678
gene_4282	2119	2802	2488
gene_4283	973	1155	1158
gene_4284	2160	2421	2225
gene_4285	943	1145	946
gene_4286	600	652	713
gene_4287	13	5	4
gene_4288	343	472	439
gene_4289	1373	1535	1593
gene_4291	4266	4544	4791
gene_4292	6	7	2
gene_4293	208	210	196
gene_4294	3935	4923	3957
gene_4295	17141	19888	17941
gene_4296	5636	7260	6292
gene_4297	1141	1502	1262
gene_4298	4056	4410	4254
gene_4299	3003	3440	3263
gene_4300	2882	2963	3043
gene_4301	2794	2898	3027
gene_4302	3174	3236	3572
gene_4303	3636	4206	3780
gene_4304	834	1029	931
gene_4305	7915	8385	8467
gene_4306	2284	2876	2275
gene_4307	0	0	2
gene_4308	2264	2261	2348
gene_4309	2539	3225	2892
gene_4310	3996	4777	3973
gene_4311	1090	1399	1494
gene_4312	1848	2066	1905
gene_4313	2650	3012	2897
gene_4314	4254	3976	4484
gene_4315	816	929	1018
gene_4316	12494	15754	13311
gene_4317	160	88	143
gene_4318	1201	1552	1575
gene_4319	274	359	404
gene_4320	454	396	527
gene_4322	6003	5813	6198
gene_4323	5514	6262	5718
gene_4324	161	171	151
gene_4325	11546	13380	12116
gene_4329	319	345	383
gene_4330	10717	12957	11572
gene_4332	2077	2134	1941
gene_4333	2803	3756	3251
gene_4334	5718	6388	5966
gene_4335	791	736	1020
gene_4336	1355	1513	1529
gene_4337	3488	3973	3834
gene_4338	0	0	0
gene_4339	0	15	5
gene_4340	2697	3148	3003
gene_4341	3242	3875	3484
gene_4342	3148	3981	3457
gene_4343	4231	4051	4480
gene_4344	3710	3957	3989
gene_4345	127	150	111
gene_4346	1811	1838	2177
gene_4347	6225	7335	6899
gene_4348	661	884	748
gene_4349	2	13	2
gene_4350	13	17	12
gene_4351	1669	1714	1576
gene_4352	229	232	256
gene_4353	3165	3818	3515
gene_4354	2524	2700	2714
gene_4355	3119	3186	3160
gene_4356	2157	2379	2321
gene_4357	1398	1977	1656
gene_4358	1704	1585	1610
gene_4359	906	1078	897
gene_4360	1157	1353	1053
gene_4361	34	40	52
gene_4362	42	59	34
gene_4363	769	915	792
gene_4364	1389	1600	1352
gene_4365	3	21	25
gene_4367	261	333	262
gene_4368	2174	2951	2639
gene_4369	1428	1866	1566
gene_4370	37	59	57
gene_4371	910	1157	1096
gene_4372	639	726	595
gene_4373	959	1193	1168
gene_4374	34	39	21
gene_4375	0	4	9
gene_4376	0	0	0
gene_4377	57	119	106
gene_4378	27	11	9
gene_4379	0	0	5
gene_4380	0	0	0
gene_4381	0	14	12
gene_4382	1483	1938	1627
gene_4383	633	735	527
gene_4384	1788	2098	1942
gene_4385	668	574	684
gene_4386	399	403	361
gene_4387	1362	1461	1578
gene_4388	2934	3364	3040
gene_4389	2	2	4
gene_4391	0	10	25
gene_4392	3750	4378	4089
gene_4393	1254	1246	1395
gene_4394	341	316	353
gene_4395	332	316	386
gene_4396	1479	1941	1800
gene_4397	1689	1842	2163
gene_4398	2116	2422	2168
gene_4399	878	996	893
gene_4400	363	339	337
gene_4401	7923	7806	8225
gene_4402	4802	5633	5087
gene_4403	18312	21769	19078
gene_4404	1306	1333	1287
gene_4405	66	99	72
gene_4406	4976	5546	5281
gene_4407	271	280	242
gene_4408	787	1027	788
gene_4409	1774	2189	1824
gene_4410	1074	1224	1413
gene_4411	16787	20797	17200
gene_4412	975	1051	1050
gene_4413	0	0	0
gene_4414	0	0	0
gene_4415	686	761	699
gene_4416	2169	2368	2425
gene_4417	160	230	235
gene_4418	660	758	727
gene_4419	3143	3428	3381
gene_4420	2980	3295	3094
gene_4421	711	894	767
gene_4422	103	158	209
gene_4423	504	605	540
gene_4426	478	560	493
gene_4427	110	186	192
gene_4428	2	13	3
gene_4429	0	0	0
gene_4430	144	139	120
gene_4431	16	28	47
gene_4432	2204	2420	2257
gene_4433	7705	8838	8401
gene_4434	394	444	418
gene_4435	2519	3037	2715
gene_4436	2563	2712	2867
gene_4437	41	20	33
gene_4438	3727	4464	3603
gene_4439	416	495	587
gene_4440	215	270	267
gene_4441	579	628	888
gene_4442	37	54	53
gene_4443	295	351	390
gene_4445	987	1253	1066
gene_4446	678	692	819
gene_4448	184	223	216
gene_4449	1451	1711	1583
gene_4450	1267	1367	1243
gene_4451	4732	5626	5116
gene_4452	353	502	423
gene_4453	786	972	990
gene_4454	19336	20388	23092
gene_4455	1895	2012	1872
gene_4456	3089	2759	2854
gene_4457	3920	4535	4107
gene_4458	303	396	298
gene_4459	17	2	8
gene_4460	0	8	0
gene_4461	1398	1459	1626
gene_4462	974	1063	1074
gene_4463	3068	3579	3387
gene_4464	238	215	241
gene_4465	18146	22262	19193
gene_4466	1777	2148	2069
gene_4468	5355	6244	5865
gene_4469	2037	2543	2365
gene_4470	2217	2469	2442
gene_4471	6758	7502	6921
gene_4472	503	600	528
gene_4473	2110	2538	2016
gene_4474	0	0	0
gene_4477	0	0	0
gene_4478	0	0	0
gene_4479	11285	12007	11339
gene_4480	1136	1629	1208
gene_4481	19016	22002	20038
gene_4482	180	203	162
gene_4483	44	56	33
gene_4484	499	510	433
gene_4485	5977	7449	6134
gene_4486	9	13	10
gene_4487	1626	1963	2128
gene_4488	13	8	2
gene_4489	869	1218	993
gene_4490	6	15	1
gene_4491	281	281	361
gene_4492	283	338	296
gene_4493	0	0	0
gene_4494	732	890	880
gene_4495	2056	2512	2111
gene_4496	1917	2189	1901
gene_4497	4870	5109	4862
gene_4498	114	133	153
gene_4499	2135	2669	2361
gene_4500	2395	2533	2358
gene_4502	390	536	430
gene_4503	2034	2407	2080
gene_4504	3049	3297	3260
gene_4505	2168	2101	2683
gene_4506	304	336	426
gene_4507	1098	1313	1133
gene_4508	2042	2416	2004
gene_4509	2725	3260	2961
gene_4510	433	402	434
gene_4511	1035	1044	1158
gene_4512	769	1024	943
gene_4513	673	850	895
gene_4514	1574	1780	1886
gene_4515	1842	2160	2019
gene_4516	1152	1495	1244
gene_4517	1217	1173	1267
gene_4518	1350	1520	1496
gene_4519	436	543	515
gene_4520	150	156	172
gene_4521	5816	6526	6578
gene_4522	4149	4293	4883
gene_4523	1417	1177	1241
gene_4525	11	24	24
gene_4526	8405	9238	9857
gene_4527	882	1142	988
gene_4528	1840	2331	2184
gene_4529	1148	1205	1091
gene_4530	0	0	0
gene_4531	0	0	0
gene_4532	0	1	0
gene_4533	9	6	4
gene_4534	1079	1235	1016
gene_4535	787	904	847
gene_4536	378	450	436
gene_4537	668	881	702
gene_4538	66	46	44
gene_4539	998	1130	1177
gene_4540	949	1143	1047
gene_4541	6571	7127	7348
gene_4542	465	533	616
gene_4543	543	621	613
gene_4544	38340	42438	42083
gene_4545	1206	1688	1460
gene_4546	0	0	0
gene_4547	0	0	0
gene_4548	0	0	0
gene_4549	0	0	0
gene_4550	3143	3744	3393
gene_4551	3813	4251	4225
gene_4552	462	461	539
gene_4553	4137	4842	4313
gene_4554	5351	6874	5704
gene_4555	2973	3503	3240
gene_4556	7154	8322	8056
gene_4557	141	173	172
gene_4558	2783	3195	3127
gene_4559	18807	17164	22464
gene_4560	1179	1454	1395
gene_4561	1499	1783	1845
gene_4562	142	174	182
gene_4563	1073	1248	1229
gene_4564	26	29	35
gene_4565	32	28	23
gene_4566	1500	1724	1397
gene_4567	2263	2602	2289
gene_4568	5909	6274	5819
gene_4569	2144	2557	2492
gene_4570	706	970	928
gene_4571	51	50	49
gene_4572	5	16	9
gene_4574	0	0	0
gene_4575	1279	1595	1428
gene_4576	2085	2414	2217
gene_4577	749	940	869
gene_4578	5458	5934	5907
gene_4579	5908	6800	5918
gene_4580	764	865	743
gene_4581	846	1201	1043
gene_4582	717	912	902
gene_4583	3470	3395	3611
gene_4584	82	122	143
gene_4585	340	342	368
gene_4586	7480	8706	8073
gene_4587	709	879	759
gene_4588	114	82	116
gene_4589	998	843	867
gene_4591	115	94	105
gene_4592	1731	1963	1894
gene_4593	14272	15758	14671
gene_4594	3489	3733	3504
gene_4595	80	66	68
gene_4596	543	567	530
gene_4597	311	392	401
gene_4598	2176	2489	2293
gene_4599	2606	3089	2854
gene_4600	3625	3695	3725
gene_4601	450	513	542
gene_4602	1779	1986	1858
gene_4603	1097	1385	1295
gene_4604	1403	1643	1560
gene_4605	934	1165	1130
gene_4606	400	386	437
gene_4607	478	579	559
gene_4608	1156	1042	1240
gene_4609	1762	1923	1665
gene_4610	557	627	600
gene_4611	620	718	693
gene_4612	608	858	778
gene_4613	7339	8338	7505
gene_4614	1144	1250	1228
gene_4615	2853	3383	2880
gene_4616	884	1013	998
gene_4617	1116	1376	1232
gene_4618	518	573	525
gene_4619	1815	1922	1900
gene_4620	864	901	795
gene_4621	61	45	67
gene_4622	4499	5533	5140
gene_4623	1643	2090	1735
gene_4624	5693	6790	5583
gene_4625	6054	7048	7111
gene_4626	9605	11408	10376
gene_4627	1110	1339	1294
gene_4628	2884	3434	3444
gene_4629	1242	1445	1413
gene_4630	2269	2667	2296
gene_4631	3051	3956	3620
gene_4632	4281	5110	4794
gene_4633	1364	1258	1231
gene_4634	158	250	202
gene_4635	2510	2911	2685
gene_4636	1158	1430	1173
gene_4637	4184	5498	4485
gene_4638	1607	2151	1950
gene_4639	5595	6847	6383
gene_4640	4362	5518	5024
gene_4641	1007	1042	1047
gene_4642	3700	3747	4034
gene_4643	1123	1469	1365
gene_4644	1410	1455	1599
gene_4645	1146	1460	1360
gene_4646	2069	2721	2497
gene_4647	6479	8023	7356
gene_4648	1612	1771	1606
gene_4649	3174	3542	3280
gene_4650	1067	1407	1480
gene_4651	1895	2032	1959
gene_4652	87	142	110
gene_4653	2637	3376	2769
gene_4654	3795	4660	4254
gene_4655	10552	11672	11676
gene_4656	4168	4694	4232
gene_4657	1791	2139	1916
gene_4658	163	186	155
gene_4659	2949	3209	3264
gene_4660	473	578	560
gene_4661	11177	14312	12288
gene_4662	3407	3842	3848
gene_4663	2341	2894	2689
gene_4664	394	608	542
gene_4665	1629	1911	1693
gene_4666	1294	1515	1321
gene_4667	1776	2078	2114
gene_4668	860	932	917
gene_4669	3270	3741	3336
gene_4670	559	735	796
gene_4671	394	457	355
gene_4672	976	1279	1147
gene_4673	3912	4323	3953
gene_4674	4215	4665	4217
gene_4675	1400	1807	1557
gene_4676	510	617	568
gene_4677	1124	1419	1218
gene_4678	1000	1115	1218
gene_4679	737	685	869
gene_4680	1429	1665	1726
gene_4681	1428	1637	1679
gene_4683	1812	1912	1859
gene_4684	6	2	0
gene_4685	1079	1135	1166
gene_4686	16928	19012	18302
gene_4687	3014	3638	3056
gene_4688	5598	5060	6368
gene_4689	1489	1738	1577
gene_4690	207	213	197
gene_4691	16676	17596	19364
gene_4692	771	947	890
gene_4693	257	340	276
gene_4694	4166	4825	4229
gene_4695	3009	3411	3040
gene_4696	3532	3770	4032
gene_4697	1507	1933	1661
gene_4698	2667	2997	2824
gene_4699	1376	1776	1531
gene_4700	768	830	953
gene_4701	0	0	0
gene_4703	30	26	23
gene_4704	39	95	50
gene_4705	660	880	672
gene_4706	0	0	0
gene_4707	65	79	70
gene_4708	2236	2146	2302
gene_4709	1855	2315	2154
gene_4710	924	1044	956
gene_4711	353	428	347
gene_4712	1525	1612	1706
gene_4713	6706	7158	6855
gene_4715	1534	1864	1843
gene_4716	2476	2996	2719
gene_4717	56	70	82
gene_4718	851	922	1024
gene_4719	114	101	95
gene_4720	1599	1691	1541
gene_4721	3844	4184	3901
gene_4722	271	358	388
gene_4723	951	1072	826
gene_4724	340	395	348
gene_4725	4040	5139	4508
gene_4727	0	0	0
gene_4728	591	646	636
gene_4729	564	637	647
gene_4730	1331	1711	1516
gene_4731	209	267	248
gene_4732	758	804	897
gene_4733	4061	4407	4355
gene_4734	18506	23154	22185
gene_4735	2419	2698	2587
gene_4736	3866	4686	4232
gene_4737	2118	2418	2457
gene_4738	611	861	723
gene_4739	1635	2067	1968
gene_4740	722	768	761
gene_4741	3216	3686	3510
gene_4742	0	0	0
gene_4743	0	0	0
gene_4744	6720	6694	7327
gene_4745	1153	1482	1306
gene_4746	3484	3943	3672
gene_4747	806	895	834
gene_4748	3033	3394	3066
gene_4749	262	350	327
gene_4750	2570	2630	2540
gene_4751	639	722	547
gene_4752	2626	3352	3081
gene_4753	0	0	0
gene_4755	152	141	148
gene_4756	4331	4388	4417
gene_4757	6675	8559	7271
gene_4758	79	133	103
gene_4759	656	725	816
gene_4760	0	0	0
gene_4761	329	359	292
gene_4762	1404	1650	1458
gene_4763	367	391	444
gene_4765	11179	13254	12477
gene_4766	15932	19804	17807
gene_4767	576	641	662
gene_4768	241	284	288
gene_4769	1827	2022	1825
gene_4770	1441	1744	1521
gene_4772	3753	4326	3985
gene_4773	2741	3036	2723
gene_4775	3194	3775	3464
gene_4776	1500	1472	1338
gene_4777	1959	2001	2475
gene_4778	755	830	773
gene_4779	0	0	0
gene_4780	0	0	0
gene_4781	3603	4007	4081
gene_4782	2621	2994	2639
gene_4783	1675	2273	1914
gene_4784	990	1266	1309
gene_4785	1470	1737	1563
gene_4786	716	874	902
gene_4787	16052	18238	16622
gene_4788	763	944	759
gene_4789	1852	2422	1979
gene_4791	3818	4206	4003
gene_4792	2805	2950	2830
gene_4793	858	1157	1003
gene_4794	396	324	374
gene_4795	456	434	436
gene_4796	1289	1374	1418
gene_4797	2284	2591	2420
gene_4798	1088	1024	972
gene_4799	357	367	376
gene_4801	5244	6123	5383
gene_4802	2935	3294	3441
gene_4803	1543	1557	1650
gene_4804	469	524	598
gene_4805	432	575	520
gene_4806	3941	4549	4097
gene_4807	1818	2120	1830
gene_4808	1161	1156	1232
gene_4809	946	931	1035
gene_4810	3	7	1
gene_4812	0	4	0
gene_4814	1486	1890	1586
gene_4815	0	0	3
gene_4816	17037	20809	19570
gene_4817	228	304	239
gene_4818	2041	2299	2137
gene_4819	1553	1641	1664
gene_4820	9236	10624	10074
gene_4821	2462	2894	2839
gene_4822	0	0	0
gene_4823	0	0	0
gene_4824	3316	4030	3801
gene_4825	4433	5748	4780
gene_4826	460	494	492
gene_4827	14095	16728	16525
gene_4828	1473	1900	1552
gene_4829	2603	2816	2874
gene_4830	7973	7273	8042
gene_4831	195	116	157
gene_4832	30	75	39
gene_4833	9281	9727	10196
gene_4834	339	402	361
gene_4835	3218	3093	3481
gene_4836	5296	6604	5331
gene_4837	2253	2638	2432
gene_4838	1512	1767	1642
gene_4839	369	427	409
gene_4840	511	594	480
gene_4841	4	0	5
gene_4842	2660	3232	2799
gene_4843	1911	2150	1856
gene_4844	1153	1560	1393
gene_4845	3179	3861	3443
gene_4846	706	819	806
gene_4847	1158	1278	1185
gene_4848	648	688	585
gene_4849	198	222	276
gene_4850	773	805	803
gene_4851	2764	2596	2756
gene_4852	2778	2789	3053
gene_4853	2343	2932	2632
gene_4854	1803	1963	1948
gene_4855	917	1123	1058
gene_4856	1342	1653	1436
gene_4857	0	6	7
gene_4858	8	21	16
gene_4859	317	453	380
gene_4860	1683	1793	1692
gene_4861	8	11	5
gene_4862	6056	6341	6506
gene_4863	1365	1513	1474
gene_4864	5364	6388	5602
gene_4865	4423	4847	4038
gene_4866	893	864	807
gene_4867	832	934	876
gene_4868	1081	1454	1184
gene_4869	1516	1479	1543
gene_4870	3463	4083	3881
gene_4871	303	342	250
gene_4872	1594	1931	1498
gene_4873	79	76	55
gene_4874	2160	2352	2295
gene_4875	2501	2902	2599
gene_4876	2276	2901	2495
gene_4877	0	1	0
gene_4878	1903	2417	1912
gene_4879	3445	3903	3424
gene_4880	61	57	65
gene_4881	1918	2276	2005
gene_4882	358	405	437
gene_4883	6135	7218	6309
gene_4884	4597	5412	5019
gene_4885	4271	5120	4603
gene_4886	781	870	821
gene_4887	3075	3321	3258
gene_4888	8359	9226	9496
gene_4889	4154	4422	4244
gene_4890	1431	1980	1766
gene_4891	4236	4544	4838
gene_4892	1334	1382	1247
gene_4893	1285	1554	1421
gene_4894	479	641	586
gene_4895	2897	3429	3331
gene_4896	2736	2918	2747
gene_4897	0	0	0
gene_4898	450	493	415
gene_4899	832	988	914
gene_4900	5390	5363	7076
gene_4901	562	705	762
gene_4902	667	783	812
gene_4903	3858	4328	3803
gene_4904	0	0	0
gene_4905	0	0	0
gene_4908	5561	6826	6343
gene_4909	2681	3163	2840
gene_4910	14433	16320	15893
gene_4911	1299	1559	1594
gene_4912	2418	3012	2754
gene_4913	0	0	0
gene_4914	3350	4152	3778
gene_4915	28	38	51
gene_4916	749	854	731
gene_4917	509	666	630
gene_4918	12017	14375	13282
gene_4919	2807	3810	2990
gene_4920	3219	3507	3548
gene_4921	914	1071	909
gene_4922	2693	2586	2620
gene_4923	1548	1732	1538
gene_4924	20	16	21
gene_4925	7147	8240	7872
gene_4926	1831	2080	1954
gene_4927	1171	1427	1407
gene_4928	754	753	854
gene_4929	0	0	0
gene_4930	1730	1915	1786
gene_4931	6307	6324	6921
gene_4932	1701	1842	2157
gene_4933	910	1143	1138
gene_4934	840	1102	938
gene_4935	876	876	827
gene_4936	377	453	397
gene_4937	1904	1944	2098
gene_4938	1241	1474	1317
gene_4939	2951	3274	3040
gene_4940	1381	1520	1687
gene_4941	351	378	361
gene_4942	2374	2461	2343
gene_4943	814	778	877
gene_4944	859	935	1010
gene_4945	12039	13272	12513
gene_4946	10408	13228	12177
gene_4947	22394	27342	23691
gene_4948	3609	4401	4049
gene_4949	2104	2193	2407
gene_4950	11	27	20
gene_4951	0	0	4
gene_4952	4585	5824	5084
gene_4953	1125	1164	1182
gene_4954	1	1	6
gene_4955	0	3	1
gene_4956	34	49	27
gene_4957	0	0	0
gene_4958	10	42	56
gene_4959	7	21	20
gene_4960	0	4	0
gene_4961	0	0	0
gene_4962	0	0	0
gene_4963	0	0	0
gene_4964	0	0	0
gene_4965	0	0	0
gene_4966	0	0	0
gene_4967	0	0	0
gene_4968	12241	14240	12851
gene_4969	1564	1677	1628
gene_4970	5728	6705	6028
gene_4971	18	10	10
gene_4972	3017	3285	3355
gene_4973	134	119	106
gene_4974	3160	3658	3018
gene_4975	2125	2383	1916
gene_4976	14	12	10
gene_4977	586	650	569
gene_4978	3204	3371	3242
gene_4979	1395	1702	1467
gene_4980	737	769	785
gene_4981	8884	9054	9647
gene_4982	3129	3995	3402
gene_4983	11476	12425	12623
gene_4985	24288	30397	25200
gene_4986	788	911	791
gene_4987	543	519	432
gene_4988	2008	1680	1851
gene_4989	1703	1883	1573
gene_4990	355	350	357
gene_4991	1581	1906	1776
gene_4992	1327	1680	1392
gene_4993	11	6	5
gene_4994	8	0	0
gene_4995	0	0	0
gene_4996	857	1004	896
gene_4997	1608	1683	1698
gene_4998	5318	5196	5865
gene_4999	6445	7688	6926
gene_5000	6	0	2
gene_5001	0	0	0
gene_5002	0	0	0
gene_5003	296	421	367
gene_5004	2915	3617	3032
gene_5005	1477	1525	1356
gene_5006	157	154	206
gene_5007	647	820	683
gene_5008	55	87	102
gene_5009	242	274	255
gene_5010	30	43	30
gene_5011	558	672	645
gene_5012	420	513	517
gene_5013	20	29	32
gene_5014	16	4	6
