Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_1865	3869	4783	4030
gene_1866	1368	1527	1564
gene_1867	1429	1352	1431
gene_1868	371	568	422
gene_1869	451	633	575
gene_1870	53	64	79
gene_1871	599	756	584
gene_1872	1202	1433	1324
gene_1873	4352	4983	4908
gene_1874	1331	1604	1378
gene_1875	3932	4206	4398
gene_1876	2451	2698	2692
gene_1877	767	899	800
gene_1878	5287	5995	5806
gene_1879	429	538	519
gene_1880	7	7	7
gene_1881	1125	1349	1133
gene_1882	2238	2517	2354
gene_1883	3911	4279	3985
gene_1884	0	0	0
gene_1885	6249	6483	6302
gene_1886	5975	6765	5879
gene_1887	12576	13272	13427
gene_1888	92	96	79
gene_1890	1194	1212	1466
gene_1891	1640	1947	1715
gene_1892	893	822	781
gene_1893	1944	2261	1945
gene_1894	5	4	4
gene_1895	2	2	0
gene_1896	6756	7004	5952
gene_1897	3621	3258	4097
gene_1898	1472	1852	1545
gene_1899	5137	5919	6041
gene_1900	1130	1371	1192
gene_1901	490	478	450
gene_1902	368	415	447
gene_1903	3038	3371	3587
gene_1905	1813	1525	1880
gene_1906	2625	2771	2815
gene_1907	864	983	913
gene_1908	660	688	772
gene_1909	16302	18914	17200
gene_1910	33737	30864	31367
gene_1911	3919	3921	3783
gene_1912	1531	1658	1486
gene_1913	1206	1443	1275
gene_1914	1288	1484	1462
gene_1915	1312	1553	1476
gene_1916	2550	2980	2765
gene_1917	5991	5809	6021
gene_1918	1380	1505	1522
gene_1919	414	496	441
gene_1920	1177	1618	1247
gene_1921	1112	1258	1179
gene_1922	9	19	8
gene_1923	10106	10306	9645
gene_1924	2376	3139	2676
gene_1925	857	1005	989
gene_1926	1359	1650	1575
gene_1927	2281	2601	2417
gene_1928	2066	2313	2160
gene_1929	3115	3367	3729
gene_1930	4125	4860	4437
gene_1931	1519	1771	1776
gene_1932	608	705	721
gene_1933	3037	3573	3164
gene_1934	1179	1390	1202
gene_1935	4861	4869	5265
gene_1936	5898	5908	6260
gene_1937	3350	4020	3595
gene_1938	1297	1591	1530
gene_1939	6674	7235	7705
gene_1940	41	36	28
gene_1941	153	164	111
gene_1942	1913	2269	2083
gene_1943	250	216	228
gene_1944	1637	2016	1851
gene_1945	4203	3709	4058
gene_1946	1818	1762	1784
gene_1947	1170	1587	1351
gene_1948	3111	3954	3619
gene_1949	642	728	733
gene_1950	453	471	434
gene_1951	1217	1570	1194
gene_1952	392	436	453
gene_1953	4026	3875	4178
gene_1954	4224	4770	4690
gene_1955	2480	2427	2798
gene_1956	2144	2198	2179
gene_1957	2322	2861	2399
gene_1958	1693	1886	1863
gene_1959	884	1004	1046
gene_1960	18097	20181	19199
gene_1961	2310	2225	2429
gene_1962	4404	5037	4453
gene_1963	338	338	326
gene_1964	1049	1187	1111
gene_1965	3038	3943	3457
gene_1966	6229	7650	7136
gene_1967	2872	3012	2967
gene_1968	272	335	278
gene_1969	2464	3156	2670
gene_1970	4845	5509	5333
gene_1971	1220	1542	1469
gene_1972	1644	1984	1966
gene_1973	1416	1532	1452
gene_1974	45	44	51
gene_1975	2690	3043	3316
gene_1976	1720	2216	1764
gene_1977	983	1198	1094
gene_1978	2859	3225	2874
gene_1979	1858	2197	1953
gene_1981	5582	6577	6187
gene_1983	759	723	721
gene_1984	1492	1730	1461
gene_1985	1125	1552	1349
gene_1987	1293	1536	1359
gene_1988	1714	2167	2159
gene_1989	273	346	337
gene_1990	1130	1306	1268
gene_1991	1779	2165	2117
gene_1992	1985	2354	1994
gene_1993	3081	3703	3036
gene_1994	934	954	949
gene_1995	865	960	880
gene_1996	1762	1953	1905
gene_1997	5263	5109	5297
gene_1998	2780	2970	2990
gene_1999	9283	11193	10497
gene_2000	1510	1621	1640
gene_2001	4452	5253	4320
gene_2002	3404	3639	3513
gene_2003	2631	2799	2782
gene_2004	2530	2605	2566
gene_2005	557	647	770
gene_2006	1473	1796	1915
gene_2007	634	634	721
gene_2008	1558	1777	1671
gene_2009	778	911	749
gene_2010	17437	16784	21325
gene_2011	1	0	0
gene_2012	804	1045	1106
gene_2013	827	1116	827
gene_2014	384	416	330
gene_2015	6452	7560	6789
gene_2016	124	139	191
gene_2017	1468	1791	1508
gene_2018	4205	4495	4338
gene_2019	680	827	663
gene_2020	3479	4334	3880
gene_2021	4526	5411	5008
gene_2022	720	934	927
gene_2023	18257	20420	17747
gene_2025	24628	29729	25741
gene_2026	1112	1111	1206
gene_2027	2601	3284	2894
gene_2028	852	993	934
gene_2029	462	548	507
gene_2030	1017	1246	1070
gene_2031	125	160	140
gene_2032	607	603	609
gene_2033	500	552	512
gene_2034	300	401	351
gene_2035	4772	5129	5000
gene_2036	2209	2424	2452
gene_2037	271	347	392
gene_2038	482	526	457
gene_2039	332	299	330
gene_2040	342	468	456
gene_2041	27	30	29
gene_2042	9662	10722	9908
gene_2044	1703	1785	1670
gene_2045	2079	2146	2265
gene_2046	346	432	482
gene_2047	0	0	0
gene_2048	0	0	0
gene_2050	3189	3677	3280
gene_2051	3188	3650	3471
gene_2052	3978	4336	4674
gene_2053	4	0	0
gene_2055	0	0	0
gene_2056	0	0	0
gene_2057	7	18	0
gene_2058	3121	3543	3149
gene_2059	1755	1875	1767
gene_2060	1755	1732	1549
gene_2061	3657	3721	3800
gene_2062	1796	2278	2118
gene_2063	2367	2592	2470
gene_2064	1040	1071	1058
gene_2065	1497	1894	1689
gene_2066	1174	1269	1540
gene_2067	2789	3034	3092
gene_2068	1240	1376	1291
gene_2069	3320	4116	3861
gene_2070	2751	3110	2871
gene_2071	6295	8093	6935
gene_2072	223	218	237
gene_2073	0	0	0
gene_2074	672	755	598
gene_2075	8	23	16
gene_2076	5831	6305	5966
gene_2077	1471	1928	1747
gene_2078	1673	1894	1570
gene_2079	235	138	217
gene_2080	4207	4663	4796
gene_2081	1022	1093	1035
gene_2082	288	289	304
gene_2083	270	298	253
gene_2084	11274	12763	12434
gene_2085	4874	5715	4987
gene_2086	2686	3211	2897
gene_2087	521	562	591
gene_2088	687	607	704
gene_2089	2388	2492	2343
gene_2090	2354	2846	2436
gene_2091	0	0	0
gene_2092	0	0	0
gene_2093	2351	2651	2576
gene_2094	2165	2226	2072
gene_2095	2021	2481	2176
gene_2096	4285	4585	4882
gene_2097	2564	2995	2512
gene_2098	2216	2672	2334
gene_2099	1360	1594	1532
gene_2100	3472	3781	3842
gene_2101	2258	2512	2559
gene_2102	826	820	708
gene_2103	1288	1580	1570
gene_2104	1101	1171	1078
gene_2105	1871	2418	2170
gene_2106	2516	3166	2488
gene_2107	3971	5034	4174
gene_2108	3459	4005	3406
gene_2109	2119	2435	2480
gene_2110	5997	7454	6867
gene_2111	589	674	873
gene_2112	1403	1433	1388
gene_2114	1	0	0
gene_2115	34	36	51
gene_2116	2766	3356	2724
gene_2117	3349	3882	3845
gene_2118	2712	2769	2691
gene_2119	5669	6783	5918
gene_2120	3661	4369	3900
gene_2121	615	747	661
gene_2122	4884	5608	5073
gene_2123	232	202	210
gene_2124	3179	3681	3370
gene_2125	95	127	65
gene_2126	1797	2287	1838
gene_2127	2619	2602	2446
gene_2128	13	11	12
gene_2129	96725	117867	100928
gene_2130	699	895	798
gene_2131	3639	3940	3869
gene_2132	4858	4402	4329
gene_2133	1524	1845	1821
gene_2134	0	0	0
gene_2136	15	10	4
gene_2137	1833	2412	2060
gene_2138	375	457	509
gene_2139	180	188	180
gene_2141	1806	1863	1735
gene_2142	2565	3067	2843
gene_2143	0	13	6
gene_2144	14	13	13
gene_2145	0	2	0
gene_2146	621	619	630
gene_2147	3431	4223	3635
gene_2148	184	181	167
gene_2149	7693	7640	8803
gene_2150	8439	9978	9217
gene_2151	0	0	0
gene_2152	0	0	0
gene_2153	0	0	0
gene_2155	1856	2069	2352
gene_2156	2196	2910	2520
gene_2157	1183	1509	1390
gene_2158	1481	1908	1671
gene_2159	49828	52877	55204
gene_2160	198	220	203
gene_2161	923	964	860
gene_2162	3210	3409	3550
gene_2163	3764	4583	3967
gene_2164	2672	2796	3337
gene_2165	27	16	24
gene_2166	4957	5917	5710
gene_2167	3138	3709	3591
gene_2168	3113	3347	3497
gene_2169	56	84	84
gene_2170	1581	1888	1689
gene_2171	564	628	634
gene_2172	2654	2895	2846
gene_2173	383	446	388
gene_2174	1036	1167	1190
gene_2175	922	988	985
gene_2176	1620	1840	1858
gene_2177	1274	1798	1602
gene_2178	1498	1422	1443
gene_2179	96	151	127
gene_2180	371	369	423
gene_2182	758	845	837
gene_2183	1370	1633	1408
gene_2184	2160	2299	2212
gene_2185	1170	1173	1305
gene_2186	5646	6522	6447
gene_2187	6004	6823	6467
gene_2188	344	389	362
gene_2189	417	430	539
gene_2190	1088	1317	1271
gene_2191	1743	1701	2132
gene_2192	1398	1517	1631
gene_2193	2931	3571	3189
gene_2194	952	1185	998
gene_2195	0	0	0
gene_7916	1850	2103	2189
gene_7918	80	104	141
gene_7919	8148	8818	8704
gene_7920	246	187	216
gene_7925	1071	813	909
gene_7926	230	210	189
gene_7927	1731	1811	2076
gene_7928	0	1	0
gene_7929	171	142	180
gene_7930	2278	2093	2359
gene_7931	0	0	0
gene_7921	520	489	525
gene_7922	41	24	28
gene_7923	0	0	0
gene_7932	70	85	86
gene_7933	1	10	3
gene_2196	866	1132	973
gene_2197	623	829	695
gene_2198	678	886	761
gene_2199	698	858	673
gene_2200	5393	6241	5572
gene_2201	13662	15802	14034
gene_2202	675	841	664
gene_2203	411	478	431
gene_2204	1426	1573	1498
gene_2205	7449	9090	8282
gene_2206	2261	2633	2502
gene_2207	22969	27032	23561
gene_2208	546	655	491
gene_2209	335	342	358
gene_2210	0	0	0
gene_2211	0	0	0
gene_2212	8	40	28
gene_2213	561	680	597
gene_2214	233	285	300
gene_2215	475	670	548
gene_2216	539	680	485
gene_2217	2895	3365	3275
gene_2218	648	753	653
gene_2219	0	19	33
gene_2220	33	39	120
gene_2221	134	197	220
gene_2222	319	443	397
gene_2223	0	0	0
gene_2224	190	223	175
gene_2225	397	480	376
gene_2226	4320	4200	4905
gene_2227	15801	17396	17806
gene_2228	2058	2548	2360
gene_2229	6067	7414	7181
gene_2230	69	60	38
gene_2231	3935	4306	4327
gene_2232	1233	1207	1170
gene_2233	1731	1983	2226
gene_2234	0	0	0
gene_2235	0	0	0
gene_2236	2123	2241	2267
gene_2237	5207	6128	5482
gene_2238	1572	1864	1576
gene_2240	1067	1224	1099
gene_2241	3351	3574	3475
gene_2242	2913	3028	2992
gene_2243	11922	13190	13397
gene_2245	1717	1676	1813
gene_2246	2892	3210	2936
gene_2247	3050	3346	3163
gene_2248	937	1095	983
gene_2250	24	22	25
gene_2251	38	41	37
gene_2253	3100	3335	3847
gene_2254	802	769	814
gene_2255	3427	4004	3909
gene_2256	5809	6992	6844
gene_2257	1456	1587	1432
gene_2258	8217	9190	8539
gene_2259	1103	914	1155
gene_2260	10886	10882	11473
gene_2261	317	261	230
gene_2262	63	99	67
gene_2263	4957	6188	5540
gene_2265	5789	5006	5286
gene_2266	5948	6450	6451
gene_2267	3605	3874	4283
gene_2268	1151	1306	1223
gene_2269	37625	37771	41001
gene_2270	540	606	540
gene_2271	3542	4101	3686
gene_2272	817	928	733
gene_2273	1168	1468	1428
gene_2274	1086	1281	1167
gene_2275	146	116	147
gene_2276	3007	3731	2838
gene_2277	2512	2749	2681
gene_2278	2663	2514	3039
gene_2279	227	281	224
gene_2280	3859	4413	4219
gene_2281	6383	7955	7025
gene_2282	117820	110221	116826
gene_2285	11375	12581	12113
gene_2286	17891	20321	18921
gene_2287	4285	4003	4221
gene_2288	221	266	294
gene_2289	777	841	815
gene_2290	130	123	139
gene_2292	377	393	417
gene_2293	3594	4496	3870
gene_2294	1449	1667	1931
gene_2295	2413	2813	3266
gene_2296	1822	2170	2103
gene_2297	950	1165	923
gene_2298	1187	1283	1308
gene_2299	2911	3620	3235
gene_2300	3807	4638	4438
gene_2301	21	11	6
gene_2303	935	1166	1112
gene_2305	1408	1695	1644
gene_2306	936	956	1078
gene_2307	6039	7507	6786
gene_2308	2359	2888	2528
gene_2309	1822	1965	1961
gene_2310	3350	3614	3443
gene_2311	2324	2312	2246
gene_2312	622	612	684
gene_2313	1050	1130	1133
gene_2314	1128	1373	1171
gene_2315	804	917	851
gene_2316	36	63	57
gene_2317	3613	3706	3832
gene_2318	2807	2687	2874
gene_2319	214	261	272
gene_2320	2056	2437	2404
gene_2321	2626	2667	2601
gene_2322	455	530	525
gene_2323	890	943	940
gene_2324	3767	4315	4088
gene_2327	1	0	0
gene_2328	2014	2128	2114
gene_2329	753	838	896
gene_2330	144	161	201
gene_2331	4399	5001	4805
gene_2332	245	328	352
gene_2333	4490	5332	4845
gene_2334	374	442	487
gene_2335	1051	1036	1052
gene_2336	1004	1151	1061
gene_2337	1572	1617	1660
gene_2338	1009	1197	1149
gene_2339	691	818	629
gene_2340	5854	7473	6424
gene_2341	0	0	0
gene_2342	0	0	0
gene_2343	595	774	612
gene_2344	1608	1762	1663
gene_2345	2651	3047	2778
gene_2346	4614	5563	4820
gene_2347	423	455	451
gene_2348	1687	1874	1952
gene_2349	879	896	1017
gene_2350	1533	1941	1619
gene_2351	407	444	380
gene_2352	4283	5591	4756
gene_2353	7727	8860	7917
gene_2354	139	121	142
gene_2355	676	721	689
gene_2356	1281	1459	1315
gene_2357	2756	2751	3141
gene_2358	5890	6533	6669
gene_2359	1066	1129	1073
gene_2360	4336	5112	5022
gene_2361	1614	1985	1658
gene_2362	2375	2895	2511
gene_2363	1899	1922	2211
gene_2364	1246	1118	1168
gene_2365	114	86	128
gene_2366	6688	7060	6585
gene_2367	3775	4536	4150
gene_2368	1161	1423	1359
gene_2369	1234	1419	1383
gene_2370	1393	1699	1366
gene_2371	860	1103	1034
gene_2372	2045	2489	2075
gene_2374	0	0	0
gene_2375	858	954	913
gene_2376	5480	6569	5470
gene_2377	1361	1785	1405
gene_2378	35	39	24
gene_2379	24997	25956	25879
gene_2380	6685	7842	7235
gene_2381	1619	1839	1609
gene_2382	1085	1322	1133
gene_2383	7	14	8
gene_2384	752	999	905
gene_2385	2665	3355	3028
gene_2386	1581	1971	1783
gene_2387	540	605	594
gene_2388	5913	7081	6619
gene_2389	1519	2066	1904
gene_2390	5124	6081	5382
gene_2391	2076	2337	2170
gene_2392	1738	1991	1913
gene_2393	4	16	22
gene_2394	5679	7274	6529
gene_2395	3152	3620	3351
gene_2396	3015	3534	3043
gene_2397	3777	4218	3997
gene_2398	8916	8554	9199
gene_2399	546	539	497
gene_2400	1366	1530	1545
gene_2401	479	457	455
gene_2402	1420	1591	1572
gene_2403	192	301	207
gene_2404	538	733	657
gene_2405	1887	2088	2033
gene_2406	180839	207800	194187
gene_2407	7033	6678	8625
gene_2408	8735	10165	9087
gene_2409	955	1237	1301
gene_2410	1524	1824	1739
gene_2411	1747	2022	2083
gene_2412	1696	1847	1972
gene_2414	3492	3988	3653
gene_2415	3922	4839	4304
gene_2416	2114	2701	2289
gene_2417	22	13	9
gene_2418	2529	2962	2877
gene_2419	2222	2068	2245
gene_2420	13465	16185	14271
gene_2421	2858	3696	3224
gene_2422	1012	1149	1117
gene_2423	3606	4523	3935
gene_2424	621	728	634
gene_2425	2477	2310	2332
gene_2426	871	1010	1073
gene_2427	634	904	754
gene_2430	2043	2429	2343
gene_2432	2169	2448	2275
gene_2433	4308	5377	5133
gene_2434	681	753	841
gene_2435	9489	11268	10325
gene_2436	16535	16556	17423
gene_2437	1243	1358	1366
gene_2438	359	421	387
gene_2439	357	465	466
gene_2440	368	437	401
gene_2441	547	647	583
gene_2442	2280	2993	2483
gene_2443	10214	11493	10094
gene_2444	19640	22156	20687
gene_2445	4466	5495	4970
gene_2446	4686	5297	4966
gene_2447	2685	3415	3066
gene_2448	3822	4206	4024
gene_2449	11142	12307	11942
gene_2450	5595	6659	6446
gene_2451	3900	4507	4318
gene_2452	4369	5235	4655
gene_2453	926	1151	1044
gene_2454	413	433	477
gene_2455	5211	5976	5718
gene_2456	577	741	626
gene_2457	3034	3117	3446
gene_2458	638	738	755
gene_2459	852	1044	882
gene_2460	3162	3485	3371
gene_2461	1764	2085	1722
gene_2462	26	14	10
gene_2463	4	5	6
gene_2464	7114	7943	7626
gene_2465	480	528	468
gene_2466	1536	1842	1554
gene_2467	386	483	505
gene_2468	1397	1675	1587
gene_2469	772	800	697
gene_2470	2325	2486	2477
gene_2471	14	24	17
gene_2472	110	117	156
gene_2473	14370	16429	15616
gene_2474	5669	6223	6172
gene_2475	684	731	805
gene_2476	182	242	147
gene_2477	1519	1929	1638
gene_2478	2228	2894	2510
gene_2479	140	158	98
gene_2480	1800	1770	1881
gene_2481	92	95	76
gene_2482	6550	7140	6814
gene_2483	2254	2704	2547
gene_2484	1904	2062	1904
gene_2485	557	607	617
gene_2486	5256	5955	5616
gene_2487	333	366	358
gene_2488	4107	4072	4005
gene_2489	4	8	2
gene_2490	0	0	3
gene_2491	2	0	0
gene_2492	754	869	762
gene_2493	1096	1281	1076
gene_2494	2482	3082	2659
gene_2495	1527	1477	1465
gene_2496	3634	4372	3860
gene_2497	2775	2466	2619
gene_2498	1917	2275	1872
gene_2499	1987	2081	2232
gene_2501	419	423	480
gene_2502	7292	8271	7060
gene_2503	589	639	537
gene_2504	3261	3526	3485
gene_2505	5611	6399	6609
gene_2506	14606	15965	16950
gene_2507	4022	4636	4446
gene_2508	3569	3067	3667
gene_2509	1817	2040	2019
gene_2510	7507	8287	8346
gene_2511	3843	4308	4490
gene_2512	13680	16719	15482
gene_2513	6201	5964	5950
gene_2514	6894	7204	7402
gene_2515	631	838	772
gene_2516	633	749	633
gene_2517	687	717	644
gene_2518	941	1197	1075
gene_2519	1295	1602	1386
gene_2520	7065	8752	7977
gene_2521	3536	4150	3789
gene_2522	504	580	546
gene_2523	2742	3347	2984
gene_2524	630	807	638
gene_2525	1108	1403	1264
gene_2526	648	753	620
gene_2527	474	580	666
gene_2528	10085	11783	10904
gene_2529	9105	10619	10029
gene_2530	1451	1508	1397
gene_2531	990	1302	1223
gene_2532	26969	27585	31732
gene_2533	373	322	291
gene_2535	1882	2295	2100
gene_2536	3380	4093	3651
gene_2537	2400	2570	2493
gene_2538	538	687	675
gene_2539	1973	2443	2022
gene_2540	2295	2867	2399
gene_2541	1775	2017	1757
gene_2542	2438	2749	2687
gene_2543	698	776	797
gene_2544	4402	4596	5026
gene_2545	854	1087	899
gene_2546	856	968	869
gene_2547	1287	1595	1649
gene_2548	635	792	723
gene_2549	1429	1630	1751
gene_2550	7126	7557	8632
gene_2551	1398	1322	1378
gene_2552	799	987	847
gene_2553	691	844	631
gene_2554	10060	9836	10695
gene_2555	2182	2795	2602
gene_2556	3	0	0
gene_2557	3484	4284	3827
gene_2558	434	476	433
gene_2559	425	606	429
gene_2560	16	15	11
gene_2561	8440	9805	10136
gene_2562	1100	1177	1218
gene_2563	4679	4988	5592
gene_2564	4255	4725	4709
gene_2565	16478	18044	18725
gene_2566	2445	2752	2612
gene_2567	1603	1711	1859
gene_2568	952	1024	840
gene_2569	183	273	211
gene_2570	63926	72295	66239
gene_2572	1325	1715	1610
gene_2573	677	853	701
gene_2574	1405	1682	1505
gene_2575	2175	2314	2076
gene_2576	113332	129572	124810
gene_2577	700	967	862
gene_2578	974	1301	1306
gene_2579	605	741	597
gene_2580	2073	2434	2123
gene_2581	2108	2577	2258
gene_2582	319	449	428
gene_2583	4886	6072	5472
gene_2584	869	1173	1001
gene_2585	9491	10749	10060
gene_2586	190	175	164
gene_2587	814	756	787
gene_2588	1824	1955	2191
gene_2589	0	0	4
gene_2590	1538	1790	1712
gene_2591	370	497	477
gene_2592	1113	1238	1162
gene_2593	1574	1918	1868
gene_2594	2311	2534	2383
gene_2595	6112	6613	6315
gene_2596	1095	1278	1213
gene_2597	40	50	46
gene_2598	451	552	550
gene_2599	1075	1225	1079
gene_2600	1685	2173	1758
gene_2601	1756	2065	1993
gene_2602	1387	1637	1453
gene_2603	98	103	64
gene_2604	1079	1327	1307
gene_2605	391	478	311
gene_2606	6578	6461	7167
gene_2607	2412	2859	2523
gene_2608	529	537	456
gene_2609	2920	2798	2892
gene_2610	2726	3375	2646
gene_2611	728	944	754
gene_2612	2699	3152	2905
gene_2613	4996	4800	5004
gene_2614	2073	2329	2446
gene_2615	3098	3356	3037
gene_2616	323	416	295
gene_2617	633	648	583
gene_2618	1253	1515	1186
gene_2619	10800	11144	12086
gene_2620	1373	1591	1390
gene_2621	6687	7490	6976
gene_2622	1360	1555	1474
gene_2623	64	51	51
gene_2624	146	239	220
gene_2625	392	429	343
gene_2626	449	553	564
gene_2627	1603	2087	1619
gene_2628	9864	12086	11293
gene_2629	1782	2127	2245
gene_2630	1336	1615	1642
gene_2631	84	106	79
gene_2632	10526	11583	11956
gene_2633	1	0	6
gene_2634	331	371	358
gene_2635	50	78	65
gene_2636	7009	7917	7056
gene_2637	2205	2020	2182
gene_2638	1829	1796	1882
gene_2640	303	311	291
gene_2642	1868	2266	2391
gene_2643	5	1	5
gene_2644	336	419	372
gene_2645	39675	43533	40592
gene_2646	6998	7674	7570
gene_2647	2354	2956	2526
gene_2648	845	1199	987
gene_2649	1861	1665	1981
gene_2650	10976	11162	12563
gene_2651	3728	3877	3810
gene_2652	10581	12302	11001
gene_2653	2145	2621	2531
gene_2655	8	2	13
gene_2657	0	0	0
gene_2658	777	982	794
gene_2659	4954	6141	5339
gene_2660	1132	1398	1272
gene_2661	1107	1499	1388
gene_2662	24632	25995	26432
gene_2663	4508	5074	4473
gene_2664	2432	2215	2454
gene_2665	2668	2766	2693
gene_2666	635	700	658
gene_2667	18628	22117	20477
gene_2668	11257	12575	11765
gene_2669	1584	2209	1872
gene_2670	100	79	81
gene_2672	40	32	56
gene_2674	598	672	619
gene_2675	328	402	355
gene_2676	769	1087	932
gene_2677	2010	2513	2189
gene_2678	1892	1973	2028
gene_2679	1260	1397	1428
gene_2680	934	951	996
gene_2681	10800	12772	12396
gene_2683	1037	1265	1265
gene_2684	279	296	307
gene_2685	351	419	349
gene_2686	2313	2335	2303
gene_2687	611	668	785
gene_2688	1951	1774	1916
gene_2689	1720	2182	1868
gene_2690	143932	141110	163107
gene_2691	4	14	4
gene_2692	8497	9741	9172
gene_2693	10809	13216	11949
gene_2694	14	20	32
gene_2695	1093	1214	1080
gene_2696	803	974	847
gene_2697	863	941	909
gene_2698	1139	1141	1184
gene_2699	1815	1926	1898
gene_2700	1023	1234	1126
gene_2701	3000	3319	3283
gene_2702	692	920	858
gene_2703	843	788	1026
gene_2704	4735	4330	4698
gene_2705	9	24	24
gene_2706	1091	1318	1317
gene_2707	312	361	414
gene_2709	520	600	614
gene_2710	306	357	376
gene_2711	1719	2201	1950
gene_2712	288	376	346
gene_2713	416	527	479
gene_2715	816	1051	1156
gene_2716	407	474	436
gene_2717	1604	1979	1580
gene_2718	509	631	566
gene_2719	88	116	114
gene_2720	4	1	4
gene_2721	926	1105	952
gene_2722	10	0	2
gene_2723	0	5	0
gene_2724	1551	1599	1826
gene_2725	1709	1890	1724
gene_2726	1386	1770	1493
gene_2727	3323	4039	3605
gene_2728	107	200	156
gene_2729	10998	13453	12747
gene_2730	1041	1255	1220
gene_2731	839	908	818
gene_2733	2146	1835	2081
gene_2734	1929	2367	2523
gene_2735	2	8	6
gene_2736	1116	1340	1238
gene_2737	825	862	813
gene_2738	1317	1493	1305
gene_2739	302	323	377
gene_2740	2172	2527	2235
gene_2741	3181	3870	3272
gene_2742	948	1301	1161
gene_2743	472	717	623
gene_2744	2207	2719	2446
gene_2745	532	515	478
gene_2746	1666	1818	1658
gene_2747	635	676	781
gene_2748	30	42	45
gene_2749	451	543	387
gene_2750	1387	1491	1682
gene_2751	3914	4212	4121
gene_2752	948	1048	984
gene_2753	769	871	876
gene_2754	3576	4154	4110
gene_2755	18756	20445	19839
gene_2756	547	524	631
gene_2757	1154	1467	1406
gene_2758	1435	1617	1550
gene_2759	693	810	784
gene_2760	7685	8313	8476
gene_2761	41	51	36
gene_2762	638	783	620
gene_2763	556	643	590
gene_2764	1288	1640	1330
gene_2765	27	57	47
gene_2766	472	605	592
gene_2767	568	624	569
gene_2768	598	742	609
gene_2769	3816	4255	3927
gene_2770	246	183	261
gene_2771	11071	11185	11716
gene_2772	683	775	791
gene_2773	3	0	2
gene_2774	419	449	433
gene_2775	939	1230	963
gene_2776	962	1041	1045
gene_2777	9395	11263	9982
gene_2778	574	692	575
gene_2779	2264	2695	2337
gene_2780	185	255	184
gene_2781	1230	1408	1412
gene_2782	4658	4505	4308
gene_2783	1602	2025	1748
gene_2784	2009	2324	1928
gene_2785	2761	2955	3077
gene_2786	5	17	14
gene_2787	1484	1667	1369
gene_2788	1900	2236	2100
gene_2789	2760	3139	3195
gene_2790	1329	1469	1472
gene_2791	2298	2700	2556
gene_2792	1019	1087	1185
gene_2793	2474	2494	2671
gene_2794	3914	4711	4367
gene_2795	16834	20355	18306
gene_2796	2908	3456	3397
gene_2797	4142	4352	4496
gene_2798	9362	11523	10711
gene_2799	978	1237	1009
gene_2800	2785	3603	3037
gene_2801	2417	2950	2352
gene_2802	843	900	881
gene_2803	4931	5983	4905
gene_2804	1316	1505	1305
gene_2805	4084	4923	4473
gene_2806	1122	1336	1279
gene_2807	544	610	677
gene_2808	2645	2808	2961
gene_2809	427	454	485
gene_2810	2270	2574	2535
gene_2811	1771	2102	1904
gene_2812	1691	1953	1881
gene_2813	2497	2895	2857
gene_2815	2248	2757	2419
gene_2816	23113	24615	24007
gene_2817	1120	1398	1179
gene_2818	4387	4722	5231
gene_2819	4492	4659	4426
gene_2820	1033	1020	1174
gene_2821	16	36	19
gene_2822	4029	4838	4214
gene_2823	3322	3607	3666
gene_2824	2932	3093	3096
gene_2825	1458	1520	1396
gene_2826	1697	1933	1863
gene_2827	1462	1534	1495
gene_2828	229	260	248
gene_2829	51	78	57
gene_2830	838	907	859
gene_2831	1918	2090	2089
gene_2832	1135	1477	1451
gene_2833	11203	13636	11665
gene_2834	2271	2701	2485
gene_2835	181	221	189
gene_2837	76	74	89
gene_2838	3551	4187	3658
gene_2839	910	980	900
gene_2840	491	419	538
gene_2841	1058	1069	1139
gene_2842	2	0	0
gene_2843	473	478	480
gene_2844	2833	3012	3079
gene_2845	521	708	643
gene_2846	20378	24128	23073
gene_2847	8439	10034	8963
gene_2848	8370	8229	8353
gene_2849	8	22	13
gene_2850	1918	2417	1843
gene_2851	3955	4735	4293
gene_2852	821	950	842
gene_2853	2444	2999	2598
gene_2854	2710	3233	2842
gene_2855	4316	5119	4731
gene_2856	526	449	584
gene_2857	1326	1488	1604
gene_2858	2015	2179	1994
gene_2859	9371	11419	10332
gene_2860	2167	2531	2278
gene_2861	1462	1492	1523
gene_2862	2224	2575	2361
gene_2863	5815	6584	6395
gene_2864	1178	1438	1158
gene_2865	2749	3266	3084
gene_2866	3660	4207	3879
gene_2867	12360	15140	13039
gene_2868	238	299	321
gene_2869	552	494	552
gene_2870	1965	2119	1998
gene_2871	779	883	837
gene_2872	10208	9488	11326
gene_2873	1949	2208	1933
gene_2874	1007	1092	1151
gene_2875	1056	1417	1145
gene_2876	951	1215	1093
gene_2877	1160	1412	1239
gene_2878	405	524	439
gene_2879	0	1	0
gene_2880	2072	2559	2261
gene_2881	2811	2927	2669
gene_2882	2474	2835	2890
gene_2884	4728	5255	5392
gene_2885	62693	74967	68982
gene_2886	1689	1718	1828
gene_2887	992	956	1061
gene_2888	451	605	497
gene_2889	179	178	243
gene_2890	0	3	2
gene_2891	178	204	170
gene_2892	38	45	30
gene_2893	89	85	87
gene_2894	285	401	307
gene_2895	3544	4367	3831
gene_2896	864	890	916
gene_2897	145	205	225
gene_2898	620	634	748
gene_2899	749	739	695
gene_2900	0	0	0
