Gene	Par_wo_1	Par_wo_2	Par_wo_3
gene_4000	877	818	906
gene_4001	3170	3048	3302
gene_4002	6044	6116	6314
gene_4003	7452	6891	7220
gene_4004	1572	1642	1862
gene_4005	2671	2178	2432
gene_4006	261	295	294
gene_4007	866	800	885
gene_4008	204	159	227
gene_4009	2580	2264	2345
gene_4010	19276	17686	18785
gene_4011	964	753	936
gene_4012	0	0	2
gene_4013	918	861	885
gene_4014	4632	3758	4394
gene_4015	237	193	197
gene_4016	0	0	0
gene_4017	3037	2733	2955
gene_4018	5745	5241	6058
gene_4019	5795	6058	6435
gene_4020	1702	1643	1832
gene_4021	3293	2894	3499
gene_4022	192	176	229
gene_4023	3403	3008	3384
gene_4024	2726	2347	2674
gene_4025	4598	4353	4527
gene_4026	225	212	211
gene_4027	757	662	799
gene_4028	1020	1022	1180
gene_4029	1437	1159	1302
gene_4030	2777	2585	2998
gene_4031	1210	1153	1314
gene_4032	1451	1272	1263
gene_4033	162	159	202
gene_4034	963	1008	1095
gene_4036	18483	17915	18378
gene_4037	46	49	62
gene_4039	1655	1531	1878
gene_4040	4606	4189	4899
gene_4041	7304	6856	6924
gene_4043	7622	6349	6836
gene_4044	259	246	330
gene_4045	1749	1580	1733
gene_4046	114	112	114
gene_4047	24163	19670	20925
gene_4048	1443	1356	1527
gene_4049	18188	15915	17269
gene_4050	22	16	7
gene_4051	1481	1345	1442
gene_4052	736	610	735
gene_4053	4043	3508	4140
gene_4054	634	539	672
gene_4055	1328	1125	1224
gene_4056	88	47	30
gene_4057	3895	3433	3640
gene_4058	1118	972	1218
gene_4059	16096	13288	13884
gene_4060	92	90	70
gene_4061	556	553	528
gene_4062	3019	2583	2722
gene_4063	53	24	48
gene_4064	1281	1135	1283
gene_4065	501	472	526
gene_4066	235	219	236
gene_4067	521	456	453
gene_4068	532	486	523
gene_4069	1128	1000	1142
gene_4070	1236	1248	1409
gene_4071	7568	6244	7111
gene_4072	420	453	485
gene_4073	603	514	543
gene_4074	5957	4887	5909
gene_4075	4	7	16
gene_4076	1715	1523	1672
gene_4077	1916	1535	1607
gene_4078	4211	4050	4215
gene_4079	1851	1868	1824
gene_4080	1092	938	1199
gene_4081	1766	1612	1590
gene_4082	3725	3247	3596
gene_4083	822	666	729
gene_4084	913	798	949
gene_4085	2751	2464	2866
gene_4086	1073	869	1037
gene_4087	95	80	116
gene_4089	621	576	671
gene_4090	1711	1512	1702
gene_4091	2972	2655	2997
gene_4092	1826	1453	1607
gene_4093	1152	1036	1211
gene_4094	1923	1792	2181
gene_4095	1363	1333	1520
gene_4096	0	1	3
gene_4097	33	54	52
gene_4098	3381	3004	3535
gene_4099	3641	3210	3535
gene_4100	1023	888	943
gene_4101	1256	1115	1348
gene_4102	0	0	0
gene_4103	3013	3040	3321
gene_4104	6599	6445	6850
gene_4105	5458	4330	5218
gene_4106	1834	1810	1808
gene_4107	3982	3582	4245
gene_4108	2756	2808	2551
gene_4109	526	498	511
gene_4110	1809	1666	2120
gene_4111	2617	2611	2787
gene_4112	826	588	704
gene_4113	2228	1755	2155
gene_4114	757	602	733
gene_4115	3079	2747	2749
gene_4116	5175	4711	5194
gene_4117	2364	2195	2699
gene_4118	5964	5461	6498
gene_4119	10063	9382	10576
gene_4120	1453	1467	1792
gene_4121	654	572	777
gene_4122	160	114	151
gene_4123	60	39	51
gene_4124	1033	990	1024
gene_4125	72	75	96
gene_4126	701	560	571
gene_4127	1904	1623	1631
gene_4128	452	355	405
gene_4129	464	342	483
gene_4130	802	759	886
gene_4131	1150	982	1321
gene_4132	854	832	919
gene_4133	2693	2363	2497
gene_4134	1766	1531	1685
gene_4136	531	440	550
gene_4137	0	0	4
gene_4138	1022	961	1047
gene_4139	6	14	11
gene_4140	5185	4854	5893
gene_4141	148	187	186
gene_4142	93	81	106
gene_4143	795	723	752
gene_4144	1989	1866	1856
gene_4145	701	622	732
gene_4146	1448	1230	1467
gene_4147	1804	1671	1864
gene_4148	3565	3246	3001
gene_4150	312	240	308
gene_4151	4647	4247	4100
gene_4152	7496	6795	7889
gene_4153	1173	881	1048
gene_4154	60902	52674	57911
gene_4155	1229	1153	1354
gene_4156	597	516	747
gene_4157	2305	2075	2301
gene_4158	2266	2199	2243
gene_4159	810	597	768
gene_4160	1727	1540	1871
gene_4161	355	338	443
gene_4162	859	748	946
gene_4163	3238	2945	3384
gene_4164	3871	3606	3845
gene_4165	345	354	373
gene_4166	12466	12249	12820
gene_4167	733	667	760
gene_4168	1089	982	1064
gene_4169	1010	905	1051
gene_4170	1442	1314	1640
gene_4171	3030	2579	2812
gene_4172	1859	1537	2010
gene_4173	4889	4284	4662
gene_4174	1286	1074	1366
gene_4175	498	422	593
gene_4176	1817	1793	2249
gene_4177	35785	32916	36111
gene_4178	2411	2157	2653
gene_4179	121	96	126
gene_4180	10667	10223	10856
gene_4181	998	937	1131
gene_4182	1117	1062	1064
gene_4183	1678	1522	1624
gene_4184	18898	16416	18537
gene_4185	242701	226641	252975
gene_4186	13962	13657	15752
gene_4187	1463	1187	1444
gene_4188	8040	7722	8501
gene_4189	7594	7657	8196
gene_4191	5895	5282	5834
gene_4192	7642	6989	7758
gene_4193	726	695	705
gene_4194	1211	1153	1239
gene_4195	8210	7418	8130
gene_4196	1359	1356	1437
gene_4197	3968	3820	3816
gene_4198	1297	1172	1235
gene_4199	581	497	463
gene_4200	1123	943	1021
gene_4201	488	400	428
gene_4202	516	369	418
gene_4203	2491	2234	2675
gene_4204	333	272	275
gene_4205	1768	1485	1730
gene_4206	3290	3078	3411
gene_4207	988	791	996
gene_4208	19	22	27
gene_4210	7	5	29
gene_4211	2078	1775	2030
gene_4212	961	927	1049
gene_4213	20003	16901	17476
gene_4214	243	187	238
gene_4215	6	3	4
gene_4216	1672	1520	1834
gene_4217	1420	1361	1507
gene_4218	1138	1062	1098
gene_4219	7555	6811	7151
gene_4220	15291	14050	14272
gene_4221	4792	4201	4659
gene_4222	4077	3903	4245
gene_4223	8677	8106	9576
gene_4224	10843	10570	10566
gene_4225	1164	1099	1381
gene_4226	6703	6087	6081
gene_4227	16	17	39
gene_4228	66	42	43
gene_4229	655	623	649
gene_4231	634	491	669
gene_4232	1705	1622	1808
gene_4233	2533	2201	2443
gene_4234	7311	7734	8846
gene_4235	6729	6752	7640
gene_4236	4556	4356	4289
gene_4237	1714	1611	1807
gene_4238	3271	3056	2933
gene_4239	474	462	563
gene_4240	725	622	850
gene_4241	381	309	339
gene_4242	666	689	585
gene_4243	1167	1126	1306
gene_4244	1782	1688	1841
gene_4245	6520	6294	6788
gene_4246	22674	19879	22713
gene_4247	6919	6526	7837
gene_4248	2115	2000	2286
gene_4249	63841	56733	61572
gene_4250	11320	9630	11435
gene_4251	914	778	876
gene_4252	1143	1009	1108
gene_4253	3171	2516	3189
gene_4254	1890	1712	2023
gene_4256	10503	9183	10885
gene_4257	6	12	14
gene_4258	0	0	0
gene_4259	0	0	0
gene_4260	5525	4990	5989
gene_4261	441	408	462
gene_4262	3869	3630	4190
gene_4263	2309	2040	2394
gene_4264	683	571	658
gene_4265	3740	3305	3976
gene_4266	3296	3340	3935
gene_4267	839	703	823
gene_4268	2671	2431	2607
gene_4269	367	207	350
gene_4270	180	177	199
gene_4271	4121	3993	4804
gene_4272	2560	2482	2949
gene_4273	1161	1014	1212
gene_4274	839	846	949
gene_4275	1218	1106	1115
gene_4276	768	667	605
gene_4277	4916	4184	4792
gene_4278	5060	4533	4917
gene_4279	6244	5526	6264
gene_4280	9083	7792	9205
gene_4281	2389	2098	2278
gene_4282	2137	2006	2321
gene_4283	1475	1440	1530
gene_4284	1708	1597	1542
gene_4285	601	504	563
gene_4286	849	615	837
gene_4287	1	2	7
gene_4288	250	164	204
gene_4289	3072	2732	2859
gene_4291	4548	3983	4057
gene_4292	5	3	6
gene_4293	299	192	244
gene_4294	3731	3534	4191
gene_4295	16609	15269	18143
gene_4296	6207	6124	7307
gene_4297	1033	856	910
gene_4298	3512	2932	3514
gene_4299	4301	3944	4334
gene_4300	1178	988	1165
gene_4301	10669	10737	11343
gene_4302	5151	4073	4135
gene_4303	2773	2543	2739
gene_4304	581	531	675
gene_4305	10536	9274	9415
gene_4306	1626	1500	1819
gene_4307	0	0	0
gene_4308	1027	801	798
gene_4309	2058	1743	1976
gene_4310	2433	2234	2250
gene_4311	1247	1118	1139
gene_4312	3245	2798	2991
gene_4313	4652	3992	4695
gene_4314	5590	4672	5050
gene_4315	487	353	501
gene_4316	16513	15687	18430
gene_4317	387	242	306
gene_4318	1211	1011	1323
gene_4319	1031	1030	1349
gene_4320	499	446	489
gene_4322	1720	1483	1427
gene_4323	3283	3155	3490
gene_4324	124	77	107
gene_4325	6581	5975	6815
gene_4329	440	345	355
gene_4330	26642	24496	29743
gene_4332	3676	3361	3254
gene_4333	1948	1829	1876
gene_4334	8219	7611	7827
gene_4335	1072	999	1092
gene_4336	2035	1573	1817
gene_4337	4872	4022	4631
gene_4338	0	0	0
gene_4339	15	4	11
gene_4340	1795	1682	1733
gene_4341	3613	3557	3926
gene_4342	2501	2154	2276
gene_4343	4110	3611	3663
gene_4344	1857	1536	1619
gene_4345	78	60	101
gene_4346	2620	2507	2705
gene_4347	8806	7423	8196
gene_4348	868	708	926
gene_4349	0	6	16
gene_4350	9	6	11
gene_4351	1034	873	1031
gene_4352	353	280	358
gene_4353	2874	2467	2974
gene_4354	2150	2021	2256
gene_4355	5335	5131	5204
gene_4356	2446	2148	2370
gene_4357	2016	1831	2024
gene_4358	2200	2132	2215
gene_4359	741	546	658
gene_4360	1014	706	799
gene_4361	62	76	73
gene_4362	15	15	22
gene_4363	630	584	623
gene_4364	1105	989	1019
gene_4365	37	36	30
gene_4367	154	112	148
gene_4368	1525	1490	1557
gene_4369	952	766	917
gene_4370	23	7	27
gene_4371	573	395	530
gene_4372	292	211	221
gene_4373	605	519	717
gene_4374	6	6	10
gene_4375	18	5	10
gene_4376	0	0	0
gene_4377	54	34	46
gene_4378	15	5	14
gene_4379	4	2	6
gene_4380	0	0	0
gene_4381	16	2	28
gene_4382	912	759	980
gene_4383	243	190	174
gene_4384	795	560	643
gene_4385	428	288	279
gene_4386	201	171	182
gene_4387	625	578	595
gene_4388	1829	1755	1894
gene_4389	2	2	4
gene_4391	9	11	4
gene_4392	4653	4553	5138
gene_4393	1049	894	1017
gene_4394	290	247	391
gene_4395	202	147	194
gene_4396	1396	1156	1416
gene_4397	4413	4029	4689
gene_4398	1075	1035	976
gene_4399	980	1036	987
gene_4400	366	281	291
gene_4401	8619	7640	8380
gene_4402	4619	3991	4644
gene_4403	10949	10763	12494
gene_4404	326	239	285
gene_4405	43	39	34
gene_4406	2727	2428	2698
gene_4407	111	114	162
gene_4408	160	121	161
gene_4409	759	717	797
gene_4410	693	598	554
gene_4411	15241	12842	13980
gene_4412	585	484	583
gene_4413	0	0	0
gene_4414	0	0	0
gene_4415	483	368	461
gene_4416	4104	3969	4164
gene_4417	225	235	290
gene_4418	390	299	390
gene_4419	2079	1657	1742
gene_4420	2809	2452	2315
gene_4421	884	687	689
gene_4422	331	268	319
gene_4423	588	392	559
gene_4426	217	169	242
gene_4427	110	100	146
gene_4428	0	3	2
gene_4429	0	0	0
gene_4430	288	227	258
gene_4431	119	114	97
gene_4432	4346	4409	5192
gene_4433	9142	8108	9593
gene_4434	305	294	363
gene_4435	2023	1662	1888
gene_4436	2238	1747	2119
gene_4437	19	7	21
gene_4438	2389	1917	2335
gene_4439	325	298	417
gene_4440	145	116	118
gene_4441	977	763	714
gene_4442	76	53	75
gene_4443	231	174	211
gene_4445	729	684	756
gene_4446	1017	823	1145
gene_4448	148	99	126
gene_4449	727	500	630
gene_4450	856	746	892
gene_4451	8510	8003	8263
gene_4452	204	188	245
gene_4453	1233	1056	1241
gene_4454	21604	19909	20766
gene_4455	1070	844	938
gene_4456	2129	1971	1674
gene_4457	2152	1853	2132
gene_4458	201	191	207
gene_4459	11	2	12
gene_4460	6	0	0
gene_4461	1278	1084	1094
gene_4462	859	671	793
gene_4463	2204	1941	1978
gene_4464	141	83	86
gene_4465	17588	16316	18106
gene_4466	1829	1737	2196
gene_4468	3862	3408	3801
gene_4469	4125	4194	4620
gene_4470	1054	956	1112
gene_4471	4181	3648	3803
gene_4472	341	351	391
gene_4473	1456	1354	1462
gene_4474	0	0	1
gene_4477	0	0	0
gene_4478	0	0	4
gene_4479	11343	10337	11531
gene_4480	3059	2722	3221
gene_4481	15948	14377	16304
gene_4482	231	149	206
gene_4483	106	89	76
gene_4484	339	284	268
gene_4485	8450	7344	8549
gene_4486	26	10	19
gene_4487	1489	1408	1629
gene_4488	16	25	31
gene_4489	711	603	705
gene_4490	2	0	6
gene_4491	194	201	181
gene_4492	258	147	175
gene_4493	0	0	4
gene_4494	802	698	707
gene_4495	2355	2077	2600
gene_4496	1505	1232	1278
gene_4497	5778	5075	5542
gene_4498	180	145	171
gene_4499	1904	1552	1847
gene_4500	2173	1960	2232
gene_4502	475	397	402
gene_4503	1476	1278	1633
gene_4504	2392	1990	2040
gene_4505	3759	3340	3610
gene_4506	437	310	359
gene_4507	1647	1474	1515
gene_4508	1351	1307	1474
gene_4509	3533	3264	3595
gene_4510	677	682	702
gene_4511	1319	1064	1141
gene_4512	682	606	794
gene_4513	466	356	457
gene_4514	1586	1316	1390
gene_4515	4965	4624	4945
gene_4516	2259	2171	2292
gene_4517	1295	1129	1151
gene_4518	2850	2443	2643
gene_4519	1192	1050	1168
gene_4520	127	114	108
gene_4521	6028	5189	5853
gene_4522	6869	6812	6985
gene_4523	1290	1117	1084
gene_4525	30	15	22
gene_4526	12250	10184	11073
gene_4527	973	768	1018
gene_4528	1550	1338	1489
gene_4529	1222	1079	1217
gene_4530	1	2	6
gene_4531	0	0	2
gene_4532	0	0	0
gene_4533	19	7	10
gene_4534	600	458	591
gene_4535	575	599	563
gene_4536	513	488	584
gene_4537	1163	930	1239
gene_4538	33	22	31
gene_4539	917	777	1067
gene_4540	2114	1920	1977
gene_4541	6046	5225	5489
gene_4542	1232	1137	1308
gene_4543	1146	1166	1228
gene_4544	39861	34516	37588
gene_4545	2683	2722	2846
gene_4546	0	0	4
gene_4547	0	0	2
gene_4548	0	0	0
gene_4549	0	0	6
gene_4550	2594	2149	2356
gene_4551	8328	8074	8197
gene_4552	688	729	711
gene_4553	2825	2560	2817
gene_4554	6271	5624	6014
gene_4555	6007	5323	6181
gene_4556	4786	4326	4817
gene_4557	87	97	93
gene_4558	7935	7081	7911
gene_4559	24376	21482	22621
gene_4560	1677	1372	1589
gene_4561	1514	1387	1489
gene_4562	130	116	103
gene_4563	891	773	803
gene_4564	34	13	36
gene_4565	140	127	136
gene_4566	1578	1348	1537
gene_4567	1854	1853	2412
gene_4568	5634	5286	5173
gene_4569	3306	2953	3567
gene_4570	1404	1577	1799
gene_4571	139	144	176
gene_4572	9	4	17
gene_4574	0	0	0
gene_4575	1320	1213	1314
gene_4576	2051	1648	1780
gene_4577	2073	1827	2310
gene_4578	3671	3882	4259
gene_4579	5588	5162	5714
gene_4580	860	694	795
gene_4581	1234	1039	1282
gene_4582	1426	1201	1336
gene_4583	6348	5617	6137
gene_4584	209	201	222
gene_4585	827	703	849
gene_4586	9593	8688	9270
gene_4587	744	704	831
gene_4588	136	73	95
gene_4589	1848	1510	1395
gene_4591	239	205	158
gene_4592	2952	3085	3358
gene_4593	15232	13885	15324
gene_4594	3171	3194	3243
gene_4595	33	41	37
gene_4596	293	289	283
gene_4597	431	398	400
gene_4598	2056	1919	2322
gene_4599	2271	2141	2170
gene_4600	2659	2658	2552
gene_4601	284	316	330
gene_4602	4257	4000	4549
gene_4603	1382	1363	1455
gene_4604	1601	1521	1665
gene_4605	977	849	985
gene_4606	321	270	333
gene_4607	448	365	464
gene_4608	1984	1904	1974
gene_4609	1372	1035	1174
gene_4610	2541	2508	2741
gene_4611	636	523	612
gene_4612	660	578	705
gene_4613	8051	6732	7466
gene_4614	1458	1326	1492
gene_4615	3073	2853	3252
gene_4616	958	939	940
gene_4617	968	906	1084
gene_4618	472	420	534
gene_4619	2248	2084	1853
gene_4620	791	746	793
gene_4621	25	28	45
gene_4622	2982	2638	3090
gene_4623	1331	1098	1342
gene_4624	4583	4243	4964
gene_4625	8352	7451	9655
gene_4626	16949	15541	19242
gene_4627	2371	2315	2771
gene_4628	4684	4072	4876
gene_4629	1475	1329	1650
gene_4630	1953	1942	2189
gene_4631	3907	3850	4317
gene_4632	4168	3643	4471
gene_4633	1764	1655	1780
gene_4634	101	81	66
gene_4635	1828	1695	1848
gene_4636	2690	2501	2596
gene_4637	4021	3327	3676
gene_4638	1328	1131	1208
gene_4639	11270	9099	10326
gene_4640	7267	6149	7235
gene_4641	1234	1016	1392
gene_4642	5268	4640	5639
gene_4643	1598	1290	1473
gene_4644	2613	2474	2795
gene_4645	1536	1343	1497
gene_4646	3953	3699	4423
gene_4647	12591	11217	12921
gene_4648	2754	2234	2579
gene_4649	2697	2310	2657
gene_4650	1147	1176	1315
gene_4651	2625	2261	2386
gene_4652	109	109	105
gene_4653	3691	3606	4131
gene_4654	7375	6677	7733
gene_4655	12975	11408	12563
gene_4656	4903	4781	4743
gene_4657	1404	1330	1459
gene_4658	128	90	160
gene_4659	1609	1343	1767
gene_4660	1331	1350	1453
gene_4661	12480	11236	12678
gene_4662	3074	2753	2878
gene_4663	1857	1910	1852
gene_4664	392	308	345
gene_4665	1816	1433	1442
gene_4666	1110	986	1121
gene_4667	2382	2210	2041
gene_4668	785	724	657
gene_4669	3091	2742	3154
gene_4670	1382	1105	1396
gene_4671	601	576	630
gene_4672	3943	3506	4306
gene_4673	6596	6024	7522
gene_4674	4087	3773	4564
gene_4675	1686	1620	1808
gene_4676	582	604	650
gene_4677	1103	1027	1061
gene_4678	384	331	498
gene_4679	2093	2139	1997
gene_4680	1550	1324	1529
gene_4681	3260	3082	3155
gene_4683	1696	1361	1566
gene_4684	9	3	11
gene_4685	1525	1490	1567
gene_4686	19845	18231	20826
gene_4687	2638	2138	2731
gene_4688	11402	9699	9955
gene_4689	1162	1083	1121
gene_4690	459	441	481
gene_4691	21914	19216	21401
gene_4692	585	470	689
gene_4693	334	344	394
gene_4694	3823	3402	3797
gene_4695	3029	2689	3040
gene_4696	1987	1688	1758
gene_4697	1403	1167	1290
gene_4698	2415	1933	2172
gene_4699	978	804	832
gene_4700	1367	1330	1509
gene_4701	0	0	0
gene_4703	0	0	2
gene_4704	65	56	44
gene_4705	633	536	476
gene_4706	5	1	6
gene_4707	76	44	87
gene_4708	3494	3401	3457
gene_4709	1779	1581	1919
gene_4710	808	734	839
gene_4711	225	196	221
gene_4712	1787	1649	1910
gene_4713	4660	4385	5236
gene_4715	1658	1519	1607
gene_4716	1415	1296	1420
gene_4717	85	34	50
gene_4718	1205	901	913
gene_4719	72	112	78
gene_4720	1945	1787	1722
gene_4721	3564	3373	3450
gene_4722	138	180	205
gene_4723	668	521	717
gene_4724	520	418	558
gene_4725	7210	6103	7131
gene_4727	0	0	0
gene_4728	3221	2785	3140
gene_4729	491	443	574
gene_4730	1533	1371	1581
gene_4731	259	201	306
gene_4732	2838	2568	2671
gene_4733	3588	3016	3579
gene_4734	21433	19771	23164
gene_4735	2326	1991	2220
gene_4736	3961	3682	4276
gene_4737	3597	3260	3366
gene_4738	947	887	989
gene_4739	1602	1586	1997
gene_4740	1247	1174	1043
gene_4741	4191	3814	3744
gene_4742	0	0	0
gene_4743	0	0	0
gene_4744	5852	4541	5203
gene_4745	1260	1074	1228
gene_4746	3644	3238	3396
gene_4747	585	473	579
gene_4748	3546	2957	3267
gene_4749	234	160	167
gene_4750	1795	1799	1786
gene_4751	334	224	256
gene_4752	1733	1439	1811
gene_4753	0	0	2
gene_4755	56	37	60
gene_4756	2902	2520	2645
gene_4757	5682	5290	6008
gene_4758	90	58	72
gene_4759	705	515	663
gene_4760	0	0	0
gene_4761	770	538	637
gene_4762	1715	1561	1869
gene_4763	457	328	413
gene_4765	23935	22050	26404
gene_4766	39121	36831	45186
gene_4767	533	534	535
gene_4768	225	133	150
gene_4769	3984	3338	3535
gene_4770	1240	1060	1349
gene_4772	2701	2195	2652
gene_4773	2192	2007	2340
gene_4775	2924	2370	2725
gene_4776	1476	1271	1410
gene_4777	1093	1025	1083
gene_4778	844	846	856
gene_4779	0	0	0
gene_4780	0	0	0
gene_4781	2379	1983	2200
gene_4782	3578	3004	3692
gene_4783	782	683	820
gene_4784	2994	2657	3291
gene_4785	1702	1446	1665
gene_4786	1224	1137	935
gene_4787	13036	12619	13569
gene_4788	306	294	289
gene_4789	1111	1059	1081
gene_4791	2356	1740	2126
gene_4792	2012	1860	2261
gene_4793	759	660	856
gene_4794	440	238	310
gene_4795	459	453	450
gene_4796	1858	1552	1828
gene_4797	4521	3864	4495
gene_4798	1257	1241	1338
gene_4799	219	221	218
gene_4801	3837	3519	4080
gene_4802	4413	3809	4302
gene_4803	1030	808	1101
gene_4804	3165	2998	3119
gene_4805	355	363	483
gene_4806	4281	4708	4953
gene_4807	789	784	873
gene_4808	731	645	671
gene_4809	411	374	453
gene_4810	0	2	0
gene_4812	0	0	2
gene_4814	301	268	297
gene_4815	0	0	1
gene_4816	29329	27092	33443
gene_4817	480	484	517
gene_4818	2827	2598	2730
gene_4819	3995	4206	4826
gene_4820	11754	10816	12312
gene_4821	1657	1584	1681
gene_4822	0	0	0
gene_4823	0	0	0
gene_4824	2456	2006	2440
gene_4825	3887	3577	3717
gene_4826	716	631	858
gene_4827	13516	11856	14075
gene_4828	485	473	604
gene_4829	2364	2025	2215
gene_4830	10833	9303	9125
gene_4831	243	224	228
gene_4832	53	83	55
gene_4833	11939	10425	11401
gene_4834	793	743	862
gene_4835	4247	3837	3682
gene_4836	3895	3681	3580
gene_4837	1035	876	1199
gene_4838	1197	938	1450
gene_4839	219	236	287
gene_4840	1065	1016	1212
gene_4841	5	0	5
gene_4842	1747	1353	1520
gene_4843	1427	1043	1231
gene_4844	1447	1274	1557
gene_4845	2425	2060	2243
gene_4846	1770	1591	1880
gene_4847	993	949	1104
gene_4848	1210	1261	1423
gene_4849	396	322	446
gene_4850	950	965	901
gene_4851	2981	2623	2715
gene_4852	2810	2668	2819
gene_4853	892	825	1110
gene_4854	3830	3860	4108
gene_4855	1308	1198	1437
gene_4856	870	670	826
gene_4857	4	7	7
gene_4858	13	14	6
gene_4859	310	277	323
gene_4860	1013	993	1040
gene_4861	6	4	9
gene_4862	4662	3645	4363
gene_4863	934	701	872
gene_4864	5382	4707	5276
gene_4865	4773	3980	4434
gene_4866	1446	1274	1392
gene_4867	437	411	581
gene_4868	1140	1016	1090
gene_4869	1245	1103	1265
gene_4870	3449	3085	3521
gene_4871	363	328	378
gene_4872	1365	1345	1450
gene_4873	89	62	58
gene_4874	3728	3279	3623
gene_4875	4706	4304	4795
gene_4876	2126	1859	2053
gene_4877	0	0	0
gene_4878	2221	1881	2012
gene_4879	2100	2052	2376
gene_4880	26	42	21
gene_4881	1822	1640	1931
gene_4882	962	856	1036
gene_4883	19847	18491	20532
gene_4884	3537	3443	3925
gene_4885	4900	4169	4519
gene_4886	1878	2299	2262
gene_4887	1778	1709	1898
gene_4888	5548	5184	5593
gene_4889	3361	3082	3247
gene_4890	1199	1073	1300
gene_4891	12281	11161	11555
gene_4892	1372	1128	1468
gene_4893	1171	973	1100
gene_4894	1383	1262	1398
gene_4895	1508	1459	1617
gene_4896	3506	3235	3512
gene_4897	1	0	6
gene_4898	296	285	311
gene_4899	1198	1114	1151
gene_4900	92679	87507	85295
gene_4901	2674	2673	2598
gene_4902	1071	1001	1135
gene_4903	3442	3192	3258
gene_4904	0	0	2
gene_4905	0	3	1
gene_4908	3395	3052	3422
gene_4909	2568	2405	3031
gene_4910	14482	14629	15601
gene_4911	972	931	1068
gene_4912	1969	1713	2012
gene_4913	0	0	0
gene_4914	4617	4368	4567
gene_4915	22	41	27
gene_4916	550	504	523
gene_4917	446	497	504
gene_4918	15327	13502	14962
gene_4919	4962	5083	5685
gene_4920	2769	2308	2650
gene_4921	394	462	437
gene_4922	2443	2209	2330
gene_4923	970	717	946
gene_4924	11	12	15
gene_4925	9133	8236	9792
gene_4926	5979	5946	6480
gene_4927	1272	1252	1393
gene_4928	425	320	365
gene_4929	0	0	0
gene_4930	3271	2769	3248
gene_4931	8179	7748	8077
gene_4932	2095	1599	1905
gene_4933	670	587	650
gene_4934	776	656	735
gene_4935	800	662	763
gene_4936	197	233	302
gene_4937	1221	1025	1184
gene_4938	928	871	972
gene_4939	2025	1688	1699
gene_4940	938	897	1061
gene_4941	661	619	653
gene_4942	2420	2174	2385
gene_4943	634	456	531
gene_4944	574	503	419
gene_4945	8928	7524	8116
gene_4946	8586	7809	9428
gene_4947	18956	17481	20072
gene_4948	3295	2801	3321
gene_4949	1012	807	849
gene_4950	5	10	6
gene_4951	0	0	0
gene_4952	8024	7213	7916
gene_4953	1703	1854	1848
gene_4954	9	10	1
gene_4955	3	0	2
gene_4956	42	11	33
gene_4957	0	0	2
gene_4958	23	29	23
gene_4959	6	2	6
gene_4960	0	0	0
gene_4961	0	0	0
gene_4962	0	0	0
gene_4963	0	0	0
gene_4964	0	0	0
gene_4965	0	0	0
gene_4966	0	0	0
gene_4967	0	0	0
gene_4968	7341	5030	5890
gene_4969	1085	1050	1197
gene_4970	5736	5192	5355
gene_4971	10	6	1
gene_4972	2132	1790	2241
gene_4973	90	83	73
gene_4974	1939	1876	2020
gene_4975	3107	2734	3345
gene_4976	24	8	15
gene_4977	625	513	577
gene_4978	3464	3392	3554
gene_4979	542	467	501
gene_4980	453	528	413
gene_4981	4697	4274	4489
gene_4982	1813	1602	1677
gene_4983	7238	6606	7230
gene_4985	18533	16619	18353
gene_4986	665	666	656
gene_4987	313	316	319
gene_4988	2451	2443	2297
gene_4989	1644	1492	1490
gene_4990	194	204	256
gene_4991	799	648	728
gene_4992	955	917	999
gene_4993	9	8	23
gene_4994	9	0	5
gene_4995	0	0	0
gene_4996	1272	1328	1423
gene_4997	2797	2269	2744
gene_4998	7471	6489	6704
gene_4999	2648	2202	2518
gene_5000	0	0	0
gene_5001	0	0	0
gene_5002	0	0	0
gene_5003	150	154	146
gene_5004	2433	2432	2686
gene_5005	731	695	735
gene_5006	156	80	121
gene_5007	314	265	248
gene_5008	100	86	73
gene_5009	201	151	190
gene_5010	8	16	8
gene_5011	237	233	273
gene_5012	515	485	429
gene_5013	21	26	33
gene_5014	20	10	15
gene_5015	4099	3453	3655
gene_5016	2523	2225	2529
gene_5017	2550	2400	2607
gene_5018	0	3	6
gene_5019	52	43	30
gene_5020	476	450	553
gene_5021	1354	1165	1429
gene_5022	826	639	717
gene_5023	866	807	900
gene_5024	39	32	42
gene_5025	46	39	37
gene_5026	730	459	596
gene_5027	856	745	697
gene_5028	252	227	294
gene_5029	909	846	859
gene_5030	11	5	5
gene_5031	5	3	4
gene_5032	0	0	6
gene_5033	29	16	26
gene_5034	1137	1024	1205
gene_5035	13382	11799	11434
gene_5036	1791	1622	1707
gene_5037	1219	990	1145
gene_5038	1147	997	1092
gene_5039	1714	1642	1883
gene_5040	457	521	515
gene_5041	3264	3101	3430
gene_5042	1073	1055	1143
gene_5043	1854	1457	1725
gene_5044	0	0	0
gene_5045	0	0	0
gene_5046	12	11	24
gene_5047	5292	5063	5837
gene_5048	1	0	2
gene_5049	0	5	9
gene_5050	6408	5609	5943
gene_5051	669	684	767
gene_5052	1492	1414	1884
gene_5053	3519	3184	3646
gene_5054	21325	20432	24378
gene_5055	937	777	880
gene_5056	2503	2144	2314
gene_5057	2778	2615	2829
gene_5058	4679	4557	5246
gene_5059	0	0	0
gene_5060	0	0	0
gene_5062	622	523	631
gene_5063	440	388	417
gene_5064	2539	2248	2585
