Gene_gattii	Norm_Par_wo_1	Norm_Par_wo_2	Norm_Par_wo_3	Norm_Par_Ac_1	Norm_Par_Ac_2	Norm_Par_Ac_3	Norm_ATS_wo_1	Norm_ATS_wo_2	Norm_ATS_wo_3	Norm_ATS_Ac_1	Norm_ATS_Ac_2	Norm_ATS_Ac_3
CGB_A5490C	0.851328278231015	1	0.959094070343714	0.0239339718748488	0.0269015861728403	0.022493727591288	0.154804664705861	0.156518007385622	0.151275504081057	0.042501176937119	0.0457035461693349	0.0468567381422949
CGB_G3300C	1	0.998549714118872	0.855987765491651	0.572123346038464	0.550148685839932	0.554340106109602	0.782577434891786	0.727615193050119	0.790379584085579	0.568181918764192	0.576969585354893	0.606711307439636
CGB_G3350W	0.857764842729292	0.895994764447558	0.841772077915697	0.865803324113566	0.904550928654974	0.880034623501761	0.970090480472378	0.955485196718926	1	0.827544036192444	0.918514009212776	0.851243338001994
CGB_C3600W	0.738916928142115	0.851259648363615	0.737014169974455	0.537413693160964	0.486515999649535	0.495205167665122	0.987892925288758	1	0.926920081851078	0.927826481397426	0.911664096535122	0.910463912985813
CGB_G4180C	0.953868346565018	0.998910091639555	1	0.299366540034306	0.329649244529563	0.302348489013843	0.439681442501346	0.438950580517097	0.439486729354324	0.360789455689883	0.345519791589463	0.359923876208457
CGB_G3130W	0.93932907386869	1	0.96620080510062	0.596185281476577	0.614326572411162	0.591352525559509	0.64986938856441	0.723231388812111	0.631064366636416	0.368124323062588	0.444872949013037	0.430379451369613
CGB_G2130W	0.94782609431771	1	0.871560547224369	0.523687495505605	0.533015071918038	0.488473775610188	0.954943460253952	0.967795105269753	0.864703664015017	0.795761797821567	0.799329972553316	0.909004038798717
CGB_E4160W	0.885928224529688	0.84539033026203	0.858171449320041	0.99765556600067	1	0.969171454793793	0.912095041318602	0.896232816166775	0.931170257510927	0.721660848190185	0.732739660609494	0.737089739493392
CGB_G4140W	0.686747742069702	0.712911430105854	0.707318830013953	0.878640897906397	0.961696318297271	0.972668447205575	0.626464153698448	0.742547453144813	0.69670874773685	0.887573195070421	0.999920942360939	1
CGB_G4210W	0.579238157014871	0.602170323261761	0.639630531666115	0.486717715683604	0.493789351036339	0.445592274422882	0.937629390791211	1	0.913670812165381	0.726269025735523	0.807726541986505	0.807151083640098
