ReactionID,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM,SUBSYSTEM
r_0960,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0499,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,One carbon pool by folate,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0570,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,One carbon pool by folate,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0912,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,One carbon pool by folate,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0735,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Peroxisome,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0736,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Peroxisome,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0737,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Peroxisome,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0738,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Peroxisome,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2117,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Phenylalanine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2118,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Phenylalanine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2119,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Phenylalanine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",Tyrosine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0939,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,"Phenylalanine, tyrosine and tryptophan biosynthesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0079,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0143,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0855,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0908,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0914,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0795,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0796,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0797,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0798,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0799,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0800,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0801,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0802,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0803,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0811,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0148,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Thiamine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0149,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Thiamine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0150,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Purine metabolism,Thiamine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1010,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Sesquiterpenoid and triterpenoid biosynthesis,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1011,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Sesquiterpenoid and triterpenoid biosynthesis,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1012,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Sesquiterpenoid and triterpenoid biosynthesis,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0231,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0242,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0317,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0698,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0986,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0355,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0373,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0462,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0558,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0667,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0739,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0904,Biosynthesis of antibiotics,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0549,Biosynthesis of antibiotics,Cysteine and methionine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0758,Biosynthesis of antibiotics,Inositol phosphate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1025,Biosynthesis of antibiotics,Monobactam biosynthesis,Purine metabolism,Selenocompound metabolism,Sulfur metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0233,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0234,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0235,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0236,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0237,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0238,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0239,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0240,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0241,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0243,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0244,Biosynthesis of antibiotics,Steroid biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0032,Biosynthesis of antibiotics,Sulfur metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0120,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0121,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0122,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0123,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0124,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0125,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2236,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2237,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2238,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2239,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2240,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2241,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2242,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2243,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2244,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2245,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2246,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2247,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid degradation,Fatty acid metabolism,Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0844,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2168,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2169,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2170,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2171,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2172,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2173,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2174,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2175,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2176,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2177,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2178,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2179,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2180,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2181,Biosynthesis of secondary metabolites,Biosynthesis of unsaturated fatty acids,Fatty acid elongation,Fatty acid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0109,Biosynthesis of secondary metabolites,Biotin metabolism,Fatty acid biosynthesis,Fatty acid metabolism,Propanoate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0662,Biosynthesis of secondary metabolites,Carbon metabolism,Glyoxylate and dicarboxylate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0734,Biosynthesis of secondary metabolites,Carbon metabolism,Glyoxylate and dicarboxylate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0717,Biosynthesis of secondary metabolites,Carbon metabolism,Glyoxylate and dicarboxylate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0943,Biosynthesis of secondary metabolites,Cysteine and methionine metabolism,Nicotinate and nicotinamide metabolism,Purine metabolism,Pyrimidine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0108,Biosynthesis of secondary metabolites,Fatty acid biosynthesis,Fatty acid metabolism,Propanoate metabolism,Pyruvate metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0525,Biosynthesis of secondary metabolites,Folate biosynthesis,Riboflavin metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0172,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,Histidine metabolism,Phenylalanine metabolism,Tyrosine metabolism,beta-Alanine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0185,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,Histidine metabolism,Phenylalanine metabolism,Tyrosine metabolism,beta-Alanine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_2116,Biosynthesis of secondary metabolites,Gluconeogenesis,Glycolysis,Histidine metabolism,Phenylalanine metabolism,Tyrosine metabolism,beta-Alanine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0490,Biosynthesis of secondary metabolites,Glycerophospholipid metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0491,Biosynthesis of secondary metabolites,Glycerophospholipid metabolism,MAPK signaling pathway - yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0492,Biosynthesis of secondary metabolites,Glycerophospholipid metabolism,MAPK signaling pathway - yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0081,Biosynthesis of secondary metabolites,"Glycine, serine and threonine metabolism",Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0531,Biosynthesis of secondary metabolites,Oxidative phosphorylation,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0019,Biosynthesis of secondary metabolites,Pantothenate and CoA biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0063,Biosynthesis of secondary metabolites,Pantothenate and CoA biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0843,Biosynthesis of secondary metabolites,Pantothenate and CoA biosynthesis,beta-Alanine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0304,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0436,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0557,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0935,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0942,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0998,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0999,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1081,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1082,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_1083,Biosynthesis of secondary metabolites,Porphyrin and chlorophyll metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0527,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0562,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0565,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0911,Biosynthesis of secondary metabolites,Purine metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0038,Biosynthesis of secondary metabolites,Riboflavin metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0967,Biosynthesis of secondary metabolites,Riboflavin metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0968,Biosynthesis of secondary metabolites,Riboflavin metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0463,Biosynthesis of secondary metabolites,Starch and sucrose metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0511,Biosynthesis of secondary metabolites,Starch and sucrose metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0281,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0282,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0283,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0284,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0285,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0286,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_0287,Biosynthesis of secondary metabolites,Terpenoid backbone biosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
